|dates|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Avery_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Avery_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Avery_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|3319.0|0|3319.0|0|39.0|0|0.0|100
0|2022-01-09|3319.0|0|3319.0|0|39.0|0|0.0|100
0|2022-01-10|3399.0|0|3399.0|0|39.0|0|0.0|100
0|2022-01-11|3413.0|0|3413.0|0|39.0|0|0.0|100
0|2022-01-12|3428.0|0|3428.0|0|39.0|0|0.0|100
0|2022-01-13|3428.0|0|3463.0|0|39.0|0|0.0|100
0|2022-01-14|3527.0|0|3527.0|0|39.0|0|0.0|100
0|2022-01-15|3527.0|0|3527.0|0|39.0|0|0.0|100
0|2022-01-16|3527.0|0|3527.0|0|39.0|0|0.0|100
0|2022-01-17|3527.0|0|0.0|100|39.0|0|0.0|100
