|dates|Marion_Indiana_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Marion_Indiana_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Marion_Indiana_UnitedStates.NYT_ConfirmedDeaths.data|Marion_Indiana_UnitedStates.NYT_ConfirmedDeaths.missing|Marion_Indiana_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Marion_Indiana_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Marion_Indiana_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Marion_Indiana_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|2181.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|2186.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|2194.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|2196.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|2199.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|2201.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|2201.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|2201.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|2209.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|2213.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|2222.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|2227.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|2227.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|2227.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|2227.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|2231.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|2234.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|2241.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|2247.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|2252.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|2252.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|2252.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|2255.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|2258.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|2260.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|2262.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|2271.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|2271.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|2271.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|2272.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2276.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2277.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2280.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2283.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2283.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2283.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2288.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2294.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2297.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2297.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2297.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2297.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2297.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2302.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2311.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2314.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2317.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2320.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2320.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2320.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2322.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2336.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2345.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2350.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2354.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2354.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|2354.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|2360.0|0|0.0|100|0.0|100
