|dates|Campbell_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Campbell_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Campbell_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Campbell_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Campbell_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Campbell_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Campbell_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Campbell_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-08|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-09|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-10|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-11|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-12|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-13|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-14|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-15|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-16|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-17|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-18|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-19|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-20|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-21|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-22|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-23|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-24|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-25|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-26|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-27|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-28|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-29|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-11-30|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-01|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-02|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-03|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-04|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-05|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-06|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-07|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-08|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-09|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-10|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-11|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-12|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-13|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-14|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-15|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-16|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-17|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-18|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-19|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-20|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-21|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-22|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-23|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-24|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-25|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-26|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-27|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-28|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-29|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-30|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2021-12-31|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-01|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-02|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-03|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-04|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-05|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-06|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-07|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-08|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-09|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-10|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-11|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-12|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-13|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-14|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-15|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-16|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
0|2022-01-17|14123.0|0|813.0|0|5.443224424209962|0|14936.0|0
