|dates|Lancaster_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Lancaster_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Lancaster_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Lancaster_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Lancaster_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Lancaster_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Lancaster_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Lancaster_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-18|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-19|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-20|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-21|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-22|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-23|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-24|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-25|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-26|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-27|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-28|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-29|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-30|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-10-31|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-01|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-02|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-03|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-04|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-05|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-06|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-07|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-08|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-09|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-10|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-11|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-12|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-13|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-14|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-15|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-16|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-17|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-18|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-19|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
0|2021-11-20|265024.0|0|12497.0|0|4.503082649601291|0|277521.0|0
