|dates|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Madison_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Madison_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|3381.0|0|3381.0|0|68.0|0|0.0|100
0|2022-01-08|3381.0|0|3381.0|0|68.0|0|0.0|100
0|2022-01-09|3381.0|0|3381.0|0|68.0|0|0.0|100
0|2022-01-10|3479.0|0|3479.0|0|68.0|0|0.0|100
0|2022-01-11|3489.0|0|3489.0|0|68.0|0|0.0|100
0|2022-01-12|3513.0|0|3513.0|0|68.0|0|0.0|100
0|2022-01-13|3513.0|0|3554.0|0|68.0|0|0.0|100
0|2022-01-14|3611.0|0|3611.0|0|71.0|0|0.0|100
0|2022-01-15|3611.0|0|3611.0|0|71.0|0|0.0|100
0|2022-01-16|3611.0|0|3611.0|0|71.0|0|0.0|100
0|2022-01-17|3611.0|0|0.0|100|71.0|0|0.0|100
