|dates|Unassigned_Illinois_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Illinois_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|158.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-18|163.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-19|167.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-20|170.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-21|162.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-22|134.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-23|134.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-24|134.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-25|115.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-26|122.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-27|113.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-28|100.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-29|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-30|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-10-31|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-01|80.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-02|86.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-03|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-04|94.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-05|93.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-06|93.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-07|93.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-08|75.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-09|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-10|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-11|83.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-12|82.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-13|82.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-14|82.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-15|73.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-16|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-17|79.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-18|67.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-19|76.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-20|76.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-21|76.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-22|65.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-23|65.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-24|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-25|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-26|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-27|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-28|72.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-29|67.0|0|0.0|0|2433.0|0|0.0|100
0|2021-11-30|67.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-01|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-02|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-03|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-04|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-05|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-06|74.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-07|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-08|87.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-09|93.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-10|86.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-11|86.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-12|86.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-13|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-14|81.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-15|97.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-16|100.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-17|151.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-18|151.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-19|151.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-20|99.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-21|112.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-22|129.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-23|125.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-24|125.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-25|125.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-26|125.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-27|168.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-28|143.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-29|170.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-30|160.0|0|0.0|0|2433.0|0|0.0|100
0|2021-12-31|160.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-01|160.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-02|160.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-03|203.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-04|184.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-05|231.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-06|250.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-07|195.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-08|195.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-09|195.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-10|293.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-11|202.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-12|221.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-13|221.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-14|204.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-15|204.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-16|204.0|0|0.0|0|2433.0|0|0.0|100
0|2022-01-17|204.0|0|0.0|100|2433.0|0|0.0|100
