|dates|Washington_Utah_UnitedStates.JHU_ConfirmedCases.data|Washington_Utah_UnitedStates.JHU_ConfirmedCases.missing|Washington_Utah_UnitedStates.NYT_ConfirmedCases.data|Washington_Utah_UnitedStates.NYT_ConfirmedCases.missing|Washington_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|77.0|0|30278.0|0|1.0|0|0.0|100
0|2021-11-22|77.0|0|30434.0|0|1.0|0|0.0|100
0|2021-11-23|77.0|0|30480.0|0|1.0|0|0.0|100
0|2021-11-24|77.0|0|30543.0|0|1.0|0|0.0|100
0|2021-11-25|77.0|0|30543.0|0|1.0|0|0.0|100
0|2021-11-26|77.0|0|30650.0|0|1.0|0|0.0|100
0|2021-11-27|77.0|0|30650.0|0|1.0|0|0.0|100
0|2021-11-28|77.0|0|30650.0|0|1.0|0|0.0|100
0|2021-11-29|77.0|0|30778.0|0|1.0|0|0.0|100
0|2021-11-30|77.0|0|30820.0|0|1.0|0|0.0|100
0|2021-12-01|77.0|0|30820.0|0|1.0|0|0.0|100
0|2021-12-02|77.0|0|30987.0|0|1.0|0|0.0|100
0|2021-12-03|77.0|0|31079.0|0|1.0|0|0.0|100
0|2021-12-04|77.0|0|31079.0|0|1.0|0|0.0|100
0|2021-12-05|77.0|0|31079.0|0|1.0|0|0.0|100
0|2021-12-06|77.0|0|31079.0|0|1.0|0|0.0|100
0|2021-12-07|77.0|0|31358.0|0|1.0|0|0.0|100
0|2021-12-08|77.0|0|31434.0|0|1.0|0|0.0|100
0|2021-12-09|77.0|0|31506.0|0|1.0|0|0.0|100
0|2021-12-10|77.0|0|31558.0|0|1.0|0|0.0|100
0|2021-12-11|77.0|0|31558.0|0|1.0|0|0.0|100
0|2021-12-12|77.0|0|31558.0|0|1.0|0|0.0|100
0|2021-12-13|77.0|0|31698.0|0|1.0|0|0.0|100
0|2021-12-14|77.0|0|31749.0|0|1.0|0|0.0|100
0|2021-12-15|77.0|0|31835.0|0|1.0|0|0.0|100
0|2021-12-16|77.0|0|31905.0|0|1.0|0|0.0|100
0|2021-12-17|77.0|0|31960.0|0|1.0|0|0.0|100
0|2021-12-18|77.0|0|31960.0|0|1.0|0|0.0|100
0|2021-12-19|77.0|0|31960.0|0|1.0|0|0.0|100
0|2021-12-20|77.0|0|32105.0|0|1.0|0|0.0|100
0|2021-12-21|77.0|0|32164.0|0|1.0|0|0.0|100
0|2021-12-22|77.0|0|32240.0|0|1.0|0|0.0|100
0|2021-12-23|77.0|0|32303.0|0|1.0|0|0.0|100
0|2021-12-24|77.0|0|32303.0|0|1.0|0|0.0|100
0|2021-12-25|77.0|0|32303.0|0|1.0|0|0.0|100
0|2021-12-26|77.0|0|32303.0|0|1.0|0|0.0|100
0|2021-12-27|77.0|0|32560.0|0|1.0|0|0.0|100
0|2021-12-28|77.0|0|32639.0|0|1.0|0|0.0|100
0|2021-12-29|77.0|0|32767.0|0|1.0|0|0.0|100
0|2021-12-30|77.0|0|32767.0|0|1.0|0|0.0|100
0|2021-12-31|77.0|0|32888.0|0|1.0|0|0.0|100
0|2022-01-01|77.0|0|32888.0|0|1.0|0|0.0|100
0|2022-01-02|77.0|0|32888.0|0|1.0|0|0.0|100
0|2022-01-03|77.0|0|33202.0|0|1.0|0|0.0|100
0|2022-01-04|77.0|0|33202.0|0|1.0|0|0.0|100
0|2022-01-05|77.0|0|33202.0|0|1.0|0|0.0|100
0|2022-01-06|77.0|0|34212.0|0|1.0|0|0.0|100
0|2022-01-07|77.0|0|34484.0|0|1.0|0|0.0|100
0|2022-01-08|77.0|0|34484.0|0|1.0|0|0.0|100
0|2022-01-09|77.0|0|34484.0|0|1.0|0|0.0|100
0|2022-01-10|77.0|0|34484.0|0|1.0|0|0.0|100
0|2022-01-11|77.0|0|35404.0|0|1.0|0|0.0|100
0|2022-01-12|77.0|0|35404.0|0|1.0|0|0.0|100
0|2022-01-13|77.0|0|36437.0|0|1.0|0|0.0|100
0|2022-01-14|77.0|0|36826.0|0|1.0|0|0.0|100
0|2022-01-15|77.0|0|36826.0|0|1.0|0|0.0|100
0|2022-01-16|77.0|0|36826.0|0|1.0|0|0.0|100
0|2022-01-17|77.0|0|0.0|100|1.0|0|0.0|100
