|dates|Monroe_Iowa_UnitedStates.JHU_ConfirmedCases.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Iowa_UnitedStates.NYT_ConfirmedCases.data|Monroe_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Monroe_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|1536.0|0|1541.0|0|43.0|0|0.0|100
0|2022-01-03|1536.0|0|1541.0|0|43.0|0|0.0|100
0|2022-01-04|1536.0|0|1541.0|0|43.0|0|0.0|100
0|2022-01-05|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-06|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-07|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-08|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-09|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-10|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-11|1556.0|0|1567.0|0|43.0|0|0.0|100
0|2022-01-12|1625.0|0|1627.0|0|43.0|0|0.0|100
0|2022-01-13|1625.0|0|1627.0|0|43.0|0|0.0|100
0|2022-01-14|1625.0|0|1627.0|0|43.0|0|0.0|100
0|2022-01-15|1625.0|0|1627.0|0|43.0|0|0.0|100
0|2022-01-16|1625.0|0|1627.0|0|43.0|0|0.0|100
0|2022-01-17|1625.0|0|0.0|100|43.0|0|0.0|100
