|dates|Kinney_Texas_UnitedStates.JHU_ConfirmedCases.data|Kinney_Texas_UnitedStates.JHU_ConfirmedCases.missing|Kinney_Texas_UnitedStates.NYT_ConfirmedCases.data|Kinney_Texas_UnitedStates.NYT_ConfirmedCases.missing|Kinney_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Kinney_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Kinney_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Kinney_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-11-28|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-11-29|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-11-30|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-12-01|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-12-02|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-12-03|518.0|0|518.0|0|10.0|0|0.0|100
0|2021-12-04|519.0|0|519.0|0|10.0|0|0.0|100
0|2021-12-05|519.0|0|519.0|0|10.0|0|0.0|100
0|2021-12-06|519.0|0|519.0|0|10.0|0|0.0|100
0|2021-12-07|519.0|0|519.0|0|10.0|0|0.0|100
0|2021-12-08|522.0|0|522.0|0|10.0|0|0.0|100
0|2021-12-09|522.0|0|522.0|0|10.0|0|0.0|100
0|2021-12-10|524.0|0|524.0|0|10.0|0|0.0|100
0|2021-12-11|525.0|0|525.0|0|10.0|0|0.0|100
0|2021-12-12|526.0|0|526.0|0|10.0|0|0.0|100
0|2021-12-13|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-14|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-15|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-16|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-17|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-18|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-19|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-20|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-21|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-22|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-23|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-24|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-25|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-26|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-27|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-28|527.0|0|527.0|0|10.0|0|0.0|100
0|2021-12-29|528.0|0|528.0|0|10.0|0|0.0|100
0|2021-12-30|529.0|0|529.0|0|10.0|0|0.0|100
0|2021-12-31|529.0|0|529.0|0|10.0|0|0.0|100
0|2022-01-01|529.0|0|529.0|0|10.0|0|0.0|100
0|2022-01-02|529.0|0|529.0|0|10.0|0|0.0|100
0|2022-01-03|529.0|0|529.0|0|10.0|0|0.0|100
0|2022-01-04|531.0|0|531.0|0|10.0|0|0.0|100
0|2022-01-05|534.0|0|534.0|0|10.0|0|0.0|100
0|2022-01-06|537.0|0|537.0|0|10.0|0|0.0|100
0|2022-01-07|541.0|0|541.0|0|10.0|0|0.0|100
0|2022-01-08|542.0|0|542.0|0|10.0|0|0.0|100
0|2022-01-09|543.0|0|543.0|0|10.0|0|0.0|100
0|2022-01-10|544.0|0|544.0|0|10.0|0|0.0|100
0|2022-01-11|550.0|0|550.0|0|10.0|0|0.0|100
0|2022-01-12|552.0|0|552.0|0|10.0|0|0.0|100
0|2022-01-13|552.0|0|556.0|0|10.0|0|0.0|100
0|2022-01-14|556.0|0|614.0|0|10.0|0|0.0|100
0|2022-01-15|622.0|0|622.0|0|10.0|0|0.0|100
0|2022-01-16|629.0|0|629.0|0|10.0|0|0.0|100
0|2022-01-17|629.0|0|0.0|100|10.0|0|0.0|100
