|dates|Genesee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Genesee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Genesee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Genesee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Genesee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Genesee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Genesee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Genesee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|50167.0|0|50167.0|0|1059.0|0|0.0|100
0|2021-10-18|50574.0|0|50574.0|0|1062.0|0|0.0|100
0|2021-10-19|50574.0|0|50574.0|0|1062.0|0|0.0|100
0|2021-10-20|50989.0|0|50989.0|0|1074.0|0|0.0|100
0|2021-10-21|50989.0|0|50989.0|0|1074.0|0|0.0|100
0|2021-10-22|51443.0|0|51443.0|0|1078.0|0|0.0|100
0|2021-10-23|51443.0|0|51443.0|0|1078.0|0|0.0|100
0|2021-10-24|51443.0|0|51443.0|0|1078.0|0|0.0|100
0|2021-10-25|51842.0|0|51842.0|0|1081.0|0|0.0|100
0|2021-10-26|51842.0|0|51842.0|0|1081.0|0|0.0|100
0|2021-10-27|52166.0|0|52166.0|0|1086.0|0|0.0|100
0|2021-10-28|52166.0|0|52166.0|0|1086.0|0|0.0|100
0|2021-10-29|52652.0|0|52652.0|0|1093.0|0|0.0|100
0|2021-10-30|52652.0|0|52652.0|0|1093.0|0|0.0|100
0|2021-10-31|52652.0|0|52652.0|0|1093.0|0|0.0|100
0|2021-11-01|53145.0|0|53145.0|0|1093.0|0|0.0|100
0|2021-11-02|53145.0|0|53145.0|0|1093.0|0|0.0|100
0|2021-11-03|53604.0|0|53604.0|0|1103.0|0|0.0|100
0|2021-11-04|53604.0|0|53604.0|0|1103.0|0|0.0|100
0|2021-11-05|54081.0|0|54081.0|0|1107.0|0|0.0|100
0|2021-11-06|54081.0|0|54081.0|0|1107.0|0|0.0|100
0|2021-11-07|54081.0|0|54081.0|0|1107.0|0|0.0|100
0|2021-11-08|54552.0|0|54552.0|0|1107.0|0|0.0|100
0|2021-11-09|54552.0|0|54552.0|0|1107.0|0|0.0|100
0|2021-11-10|54994.0|0|54994.0|0|1113.0|0|0.0|100
0|2021-11-11|54994.0|0|54994.0|0|1113.0|0|0.0|100
0|2021-11-12|55652.0|0|55652.0|0|1114.0|0|0.0|100
0|2021-11-13|55652.0|0|55652.0|0|1114.0|0|0.0|100
0|2021-11-14|55652.0|0|55652.0|0|1114.0|0|0.0|100
0|2021-11-15|56558.0|0|56558.0|0|1118.0|0|0.0|100
0|2021-11-16|56558.0|0|56558.0|0|1118.0|0|0.0|100
0|2021-11-17|57340.0|0|57340.0|0|1140.0|0|0.0|100
0|2021-11-18|57340.0|0|57340.0|0|1140.0|0|0.0|100
0|2021-11-19|58231.0|0|58231.0|0|1148.0|0|0.0|100
0|2021-11-20|58231.0|0|58231.0|0|1148.0|0|0.0|100
0|2021-11-21|58231.0|0|58231.0|0|1148.0|0|0.0|100
0|2021-11-22|59051.0|0|59051.0|0|1154.0|0|0.0|100
0|2021-11-23|59051.0|0|59051.0|0|1154.0|0|0.0|100
0|2021-11-24|59910.0|0|59910.0|0|1162.0|0|0.0|100
0|2021-11-25|59910.0|0|59910.0|0|1162.0|0|0.0|100
0|2021-11-26|59910.0|0|59910.0|0|1162.0|0|0.0|100
0|2021-11-27|59910.0|0|59910.0|0|1162.0|0|0.0|100
0|2021-11-28|59910.0|0|59910.0|0|1162.0|0|0.0|100
0|2021-11-29|61265.0|0|61265.0|0|1170.0|0|0.0|100
0|2021-11-30|61265.0|0|61265.0|0|1170.0|0|0.0|100
0|2021-12-01|62139.0|0|62139.0|0|1178.0|0|0.0|100
0|2021-12-02|62139.0|0|62139.0|0|1178.0|0|0.0|100
0|2021-12-03|63328.0|0|63328.0|0|1198.0|0|0.0|100
0|2021-12-04|63328.0|0|63328.0|0|1198.0|0|0.0|100
0|2021-12-05|63328.0|0|63328.0|0|1198.0|0|0.0|100
0|2021-12-06|64247.0|0|64247.0|0|1201.0|0|0.0|100
0|2021-12-07|64247.0|0|64247.0|0|1201.0|0|0.0|100
0|2021-12-08|65350.0|0|65350.0|0|1223.0|0|0.0|100
0|2021-12-09|65350.0|0|65350.0|0|1223.0|0|0.0|100
0|2021-12-10|66135.0|0|66135.0|0|1234.0|0|0.0|100
0|2021-12-11|66135.0|0|66135.0|0|1234.0|0|0.0|100
0|2021-12-12|66135.0|0|66135.0|0|1234.0|0|0.0|100
0|2021-12-13|67065.0|0|67065.0|0|1239.0|0|0.0|100
0|2021-12-14|67065.0|0|67065.0|0|1239.0|0|0.0|100
0|2021-12-15|67853.0|0|67853.0|0|1264.0|0|0.0|100
0|2021-12-16|67853.0|0|67853.0|0|1264.0|0|0.0|100
0|2021-12-17|68584.0|0|68584.0|0|1280.0|0|0.0|100
0|2021-12-18|68584.0|0|68584.0|0|1280.0|0|0.0|100
0|2021-12-19|68584.0|0|68584.0|0|1280.0|0|0.0|100
0|2021-12-20|69169.0|0|69169.0|0|1283.0|0|0.0|100
0|2021-12-21|69169.0|0|69169.0|0|1283.0|0|0.0|100
0|2021-12-22|70005.0|0|70005.0|0|1309.0|0|0.0|100
0|2021-12-23|70005.0|0|70005.0|0|1309.0|0|0.0|100
0|2021-12-24|70005.0|0|70005.0|0|1309.0|0|0.0|100
0|2021-12-25|70005.0|0|70005.0|0|1309.0|0|0.0|100
0|2021-12-26|70005.0|0|70005.0|0|1309.0|0|0.0|100
0|2021-12-27|71178.0|0|71178.0|0|1324.0|0|0.0|100
0|2021-12-28|71178.0|0|71178.0|0|1324.0|0|0.0|100
0|2021-12-29|72131.0|0|72131.0|0|1343.0|0|0.0|100
0|2021-12-30|72131.0|0|72131.0|0|1343.0|0|0.0|100
0|2021-12-31|72131.0|0|72131.0|0|1343.0|0|0.0|100
0|2022-01-01|72131.0|0|72131.0|0|1343.0|0|0.0|100
0|2022-01-02|72131.0|0|72131.0|0|1343.0|0|0.0|100
0|2022-01-03|74718.0|0|74718.0|0|1362.0|0|0.0|100
0|2022-01-04|74718.0|0|74718.0|0|1362.0|0|0.0|100
0|2022-01-05|75960.0|0|75960.0|0|1385.0|0|0.0|100
0|2022-01-06|75960.0|0|75960.0|0|1385.0|0|0.0|100
0|2022-01-07|78529.0|0|78529.0|0|1393.0|0|0.0|100
0|2022-01-08|78529.0|0|78529.0|0|1393.0|0|0.0|100
0|2022-01-09|78529.0|0|78529.0|0|1393.0|0|0.0|100
0|2022-01-10|81052.0|0|81052.0|0|1397.0|0|0.0|100
0|2022-01-11|81052.0|0|81052.0|0|1397.0|0|0.0|100
0|2022-01-12|82639.0|0|82639.0|0|1425.0|0|0.0|100
0|2022-01-13|82639.0|0|82639.0|0|1425.0|0|0.0|100
0|2022-01-14|84530.0|0|84530.0|0|1446.0|0|0.0|100
0|2022-01-15|84530.0|0|84530.0|0|1446.0|0|0.0|100
0|2022-01-16|84530.0|0|84530.0|0|1446.0|0|0.0|100
0|2022-01-17|84530.0|0|0.0|100|1446.0|0|0.0|100
