|dates|Henderson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Henderson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Henderson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Henderson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Henderson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Henderson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Henderson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Henderson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-18|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-19|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-20|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-21|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-22|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-23|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-24|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-25|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-26|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-27|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-28|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-29|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-30|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-10-31|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-01|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-02|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-03|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-04|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-05|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-06|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-07|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-08|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-09|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-10|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-11|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-12|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-13|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-14|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-15|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-16|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-17|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-18|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-19|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-20|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-21|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-22|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-23|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-24|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-25|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-26|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-27|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-28|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-29|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-11-30|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-01|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-02|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-03|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-04|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-05|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-06|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-07|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-08|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-09|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-10|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-11|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-12|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-13|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-14|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-15|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-16|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-17|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-18|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-19|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-20|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-21|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-22|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-23|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-24|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-25|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-26|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-27|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-28|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-29|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
0|2021-12-30|19737.0|0|783.0|0|3.8157894736842106|0|20520.0|0
