|dates|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Hennepin_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Hennepin_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Hennepin_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|169233.0|0|169233.0|0|1989.0|0|0.0|100
0|2021-11-18|170048.0|0|170048.0|0|1995.0|0|0.0|100
0|2021-11-19|170874.0|0|170874.0|0|2000.0|0|0.0|100
0|2021-11-20|170874.0|0|170874.0|0|2000.0|0|0.0|100
0|2021-11-21|170874.0|0|170874.0|0|2000.0|0|0.0|100
0|2021-11-22|171633.0|0|171633.0|0|2004.0|0|0.0|100
0|2021-11-23|173631.0|0|173631.0|0|2008.0|0|0.0|100
0|2021-11-24|174365.0|0|174365.0|0|2015.0|0|0.0|100
0|2021-11-25|174365.0|0|174365.0|0|2015.0|0|0.0|100
0|2021-11-26|174977.0|0|174977.0|0|2017.0|0|0.0|100
0|2021-11-27|174977.0|0|174977.0|0|2017.0|0|0.0|100
0|2021-11-28|174977.0|0|174977.0|0|2017.0|0|0.0|100
0|2021-11-29|175783.0|0|175783.0|0|2023.0|0|0.0|100
0|2021-11-30|178049.0|0|178049.0|0|2023.0|0|0.0|100
0|2021-12-01|178683.0|0|178683.0|0|2038.0|0|0.0|100
0|2021-12-02|179781.0|0|179781.0|0|2046.0|0|0.0|100
0|2021-12-03|180913.0|0|180913.0|0|2056.0|0|0.0|100
0|2021-12-04|180913.0|0|180913.0|0|2056.0|0|0.0|100
0|2021-12-05|180913.0|0|180913.0|0|2056.0|0|0.0|100
0|2021-12-06|181940.0|0|181940.0|0|2058.0|0|0.0|100
0|2021-12-07|184376.0|0|184376.0|0|2065.0|0|0.0|100
0|2021-12-08|185057.0|0|185057.0|0|2073.0|0|0.0|100
0|2021-12-09|185762.0|0|185762.0|0|2077.0|0|0.0|100
0|2021-12-10|186697.0|0|186697.0|0|2081.0|0|0.0|100
0|2021-12-11|186697.0|0|186697.0|0|2081.0|0|0.0|100
0|2021-12-12|186697.0|0|186697.0|0|2081.0|0|0.0|100
0|2021-12-13|187296.0|0|187296.0|0|2086.0|0|0.0|100
0|2021-12-14|187296.0|0|189196.0|0|2086.0|0|0.0|100
0|2021-12-15|189549.0|0|189549.0|0|2105.0|0|0.0|100
0|2021-12-16|190309.0|0|190309.0|0|2113.0|0|0.0|100
0|2021-12-17|191052.0|0|191052.0|0|2117.0|0|0.0|100
0|2021-12-18|191052.0|0|191052.0|0|2117.0|0|0.0|100
0|2021-12-19|191052.0|0|191052.0|0|2117.0|0|0.0|100
0|2021-12-20|191712.0|0|191712.0|0|2123.0|0|0.0|100
0|2021-12-21|193486.0|0|193486.0|0|2126.0|0|0.0|100
0|2021-12-22|194286.0|0|194286.0|0|2136.0|0|0.0|100
0|2021-12-23|195164.0|0|195164.0|0|2145.0|0|0.0|100
0|2021-12-24|195164.0|0|195164.0|0|2145.0|0|0.0|100
0|2021-12-25|195164.0|0|195164.0|0|2145.0|0|0.0|100
0|2021-12-26|195164.0|0|195164.0|0|2145.0|0|0.0|100
0|2021-12-27|196397.0|0|196397.0|0|2152.0|0|0.0|100
0|2021-12-28|199170.0|0|199170.0|0|2162.0|0|0.0|100
0|2021-12-29|201420.0|0|201420.0|0|2173.0|0|0.0|100
0|2021-12-30|203703.0|0|203703.0|0|2179.0|0|0.0|100
0|2021-12-31|203703.0|0|203703.0|0|2179.0|0|0.0|100
0|2022-01-01|203703.0|0|203703.0|0|2179.0|0|0.0|100
0|2022-01-02|203703.0|0|203703.0|0|2179.0|0|0.0|100
0|2022-01-03|206084.0|0|206084.0|0|2189.0|0|0.0|100
0|2022-01-04|211920.0|0|211920.0|0|2195.0|0|0.0|100
0|2022-01-05|213184.0|0|213184.0|0|2207.0|0|0.0|100
0|2022-01-06|215242.0|0|215242.0|0|2223.0|0|0.0|100
0|2022-01-07|217270.0|0|217270.0|0|2231.0|0|0.0|100
0|2022-01-08|217270.0|0|217270.0|0|2231.0|0|0.0|100
0|2022-01-09|217270.0|0|217270.0|0|2231.0|0|0.0|100
0|2022-01-10|220433.0|0|220433.0|0|2239.0|0|0.0|100
0|2022-01-11|227504.0|0|227504.0|0|2241.0|0|0.0|100
0|2022-01-12|229701.0|0|229701.0|0|2250.0|0|0.0|100
0|2022-01-13|229701.0|0|233623.0|0|2250.0|0|0.0|100
0|2022-01-14|236645.0|0|236645.0|0|2263.0|0|0.0|100
0|2022-01-15|236645.0|0|236645.0|0|2263.0|0|0.0|100
0|2022-01-16|236645.0|0|236645.0|0|2263.0|0|0.0|100
0|2022-01-17|236645.0|0|0.0|100|2263.0|0|0.0|100
