|dates|Branch_Michigan_UnitedStates.AveragePrecipitationTotal.data|Branch_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Branch_Michigan_UnitedStates.AveragePrecipitation.data|Branch_Michigan_UnitedStates.AveragePrecipitation.missing|Branch_Michigan_UnitedStates.AverageWindDirection.data|Branch_Michigan_UnitedStates.AverageWindDirection.missing|Branch_Michigan_UnitedStates.AverageWindSpeed.data|Branch_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-11-09|0.0|0|0.0|0|51.458333333333336|0|2.9479166666666665|0
0|2021-11-10|0.0|0|0.0|0|66.25|0|4.697916666666667|0
0|2021-11-11|0.0|0|0.0|0|180.20833333333334|0|10.864583333333334|0
0|2021-11-12|0.0|0|0.0|0|214.0625|0|11.03125|0
0|2021-11-13|0.0|0|0.0|0|244.27083333333334|0|10.416666666666666|0
0|2021-11-14|0.0|0|0.0|0|237.60416666666666|0|9.604166666666666|0
0|2021-11-15|0.0|0|0.0|0|246.04166666666666|0|7.8125|0
0|2021-11-16|0.0|0|0.0|0|88.64583333333333|0|5.203125|0
0|2021-11-17|0.0|0|0.0|0|212.08333333333334|0|9.927083333333334|0
0|2021-11-18|0.0|0|0.0|0|260.5208333333333|0|13.447916666666666|0
0|2021-11-19|0.0|0|0.0|0|206.66666666666666|0|4.875|0
0|2021-11-20|0.0|0|0.0|0|175.10416666666666|0|5.5625|0
0|2021-11-21|0.0|0|0.0|0|177.70833333333334|0|6.760416666666667|0
0|2021-11-22|0.0|0|0.0|0|273.4895833333333|0|10.380208333333334|0
0|2021-11-23|0.0|0|0.0|0|159.79166666666666|0|4.0625|0
0|2021-11-24|0.0|0|0.0|0|195.3125|0|8.822916666666666|0
0|2021-11-25|0.0|0|0.0|0|266.25|0|8.729166666666666|0
0|2021-11-26|0.0|0|0.0|0|289.6875|0|8.333333333333334|0
0|2021-11-27|0.0|0|0.0|0|147.5|0|5.3125|0
0|2021-11-28|0.0|0|0.0|0|288.3333333333333|0|9.239583333333334|0
0|2021-11-29|0.0|0|0.0|0|206.77083333333334|0|5.90625|0
0|2021-11-30|0.0|0|0.0|0|222.60416666666666|0|7.395833333333333|0
0|2021-12-01|0.0|0|0.0|0|151.66666666666666|0|6.03125|0
0|2021-12-02|0.0|0|0.0|0|245.9375|0|11.3125|0
0|2021-12-03|0.0|0|0.0|0|57.395833333333336|0|1.9895833333333333|0
0|2021-12-04|0.0|0|0.0|0|239.6875|0|6.223958333333333|0
0|2021-12-05|0.0|0|0.0|0|114.58333333333333|0|8.166666666666666|0
0|2021-12-06|0.0|0|0.0|0|269.4270833333333|0|15.364583333333334|0
0|2021-12-07|0.0|0|0.0|0|217.70833333333334|0|5.416666666666667|0
0|2021-12-08|0.0|0|0.0|0|178.02083333333334|0|4.25|0
0|2021-12-09|0.0|0|0.0|0|132.8125|0|7.197916666666667|0
0|2021-12-10|0.0|0|0.0|0|130.625|0|6.239583333333333|0
0|2021-12-11|0.0|0|0.0|0|230.41666666666666|0|18.5625|0
0|2021-12-12|0.0|0|0.0|0|224.27083333333334|0|11.458333333333334|0
0|2021-12-13|0.0|0|0.0|0|198.75|0|7.770833333333333|0
0|2021-12-14|0.0|0|0.0|0|98.22916666666667|0|6.34375|0
0|2021-12-15|0.0|0|0.0|0|185.72916666666666|0|10.072916666666666|0
0|2021-12-16|0.0|0|0.0|0|231.19791666666666|0|17.958333333333332|0
0|2021-12-17|0.0|0|0.0|0|159.375|0|4.854166666666667|0
0|2021-12-18|0.0|0|0.0|0|163.02083333333334|0|7.432291666666667|0
0|2021-12-19|0.0|0|0.0|0|117.13541666666667|0|2.71875|0
0|2021-12-20|0.0|0|0.0|0|219.16666666666666|0|9.239583333333334|0
0|2021-12-21|0.0|0|0.0|0|164.79166666666666|0|6.65625|0
0|2021-12-22|0.0|0|0.0|0|233.4375|0|10.21875|0
0|2021-12-23|0.0|0|0.0|0|160.625|0|7.0|0
0|2021-12-24|0.0|0|0.0|0|165.9375|0|6.84375|0
0|2021-12-25|0.0|0|0.0|0|246.04166666666666|0|5.96875|0
0|2021-12-26|0.0|0|0.0|0|67.60416666666667|0|4.020833333333333|0
0|2021-12-27|0.0|0|0.0|0|154.58333333333334|0|10.0|0
0|2021-12-28|0.0|0|0.0|0|126.5625|0|5.875|0
0|2021-12-29|0.0|0|0.0|0|211.45833333333334|0|4.916666666666667|0
0|2021-12-30|0.0|0|0.0|0|98.02083333333333|0|4.614583333333333|0
0|2021-12-31|0.0|0|0.0|0|111.77083333333333|0|3.7083333333333335|0
0|2022-01-01|0.0|0|0.0|0|46.458333333333336|0|9.854166666666666|0
0|2022-01-02|0.0|0|0.0|0|166.25|0|7.536458333333333|0
0|2022-01-03|0.0|0|0.0|0|133.90625|0|3.875|0
0|2022-01-04|0.0|0|0.0|0|179.89583333333334|0|7.614583333333333|0
0|2022-01-05|0.0|0|0.0|0|235.41666666666666|0|18.979166666666668|0
0|2022-01-06|0.0|0|0.0|0|236.66666666666666|0|12.239583333333334|0
0|2022-01-07|0.0|0|0.0|0|227.60416666666666|0|7.666666666666667|0
0|2022-01-08|0.0|0|0.0|0|160.9375|0|8.270833333333334|0
0|2022-01-09|0.0|0|0.0|0|274.2708333333333|0|13.916666666666666|0
0|2022-01-10|0.0|0|0.0|0|287.5|0|13.40625|0
0|2022-01-11|0.0|0|0.0|0|162.08333333333334|0|8.583333333333334|0
0|2022-01-12|0.0|0|0.0|0|202.60416666666666|0|7.364583333333333|0
0|2022-01-13|0.0|0|0.0|0|121.04166666666667|0|3.8229166666666665|0
0|2022-01-14|0.0|0|0.0|0|37.8125|0|8.166666666666666|0
0|2022-01-15|0.0|0|0.0|0|73.95833333333333|0|8.3125|0
0|2022-01-16|0.0|0|0.0|0|103.22916666666667|0|3.1145833333333335|0
0|2022-01-17|0.0|0|0.0|0|310.625|0|10.260416666666666|0
