|dates|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.Mary_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.Mary_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.Mary_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8498.0|0|8498.0|0|217.0|0|0.0|100
0|2021-10-18|8508.0|0|8508.0|0|217.0|0|0.0|100
0|2021-10-19|8509.0|0|8509.0|0|219.0|0|0.0|100
0|2021-10-20|8512.0|0|8512.0|0|219.0|0|0.0|100
0|2021-10-21|8516.0|0|8516.0|0|221.0|0|0.0|100
0|2021-10-22|8519.0|0|8519.0|0|221.0|0|0.0|100
0|2021-10-23|8519.0|0|8519.0|0|221.0|0|0.0|100
0|2021-10-24|8519.0|0|8519.0|0|221.0|0|0.0|100
0|2021-10-25|8527.0|0|8527.0|0|221.0|0|0.0|100
0|2021-10-26|8530.0|0|8530.0|0|221.0|0|0.0|100
0|2021-10-27|8535.0|0|8535.0|0|221.0|0|0.0|100
0|2021-10-28|8536.0|0|8536.0|0|221.0|0|0.0|100
0|2021-10-29|8537.0|0|8537.0|0|221.0|0|0.0|100
0|2021-10-30|8537.0|0|8537.0|0|221.0|0|0.0|100
0|2021-10-31|8537.0|0|8537.0|0|221.0|0|0.0|100
0|2021-11-01|8539.0|0|8539.0|0|221.0|0|0.0|100
0|2021-11-02|8539.0|0|8539.0|0|221.0|0|0.0|100
0|2021-11-03|8542.0|0|8542.0|0|221.0|0|0.0|100
0|2021-11-04|8545.0|0|8545.0|0|221.0|0|0.0|100
0|2021-11-05|8546.0|0|8546.0|0|221.0|0|0.0|100
0|2021-11-06|8546.0|0|8546.0|0|221.0|0|0.0|100
0|2021-11-07|8546.0|0|8546.0|0|221.0|0|0.0|100
0|2021-11-08|8551.0|0|8551.0|0|221.0|0|0.0|100
0|2021-11-09|8552.0|0|8552.0|0|221.0|0|0.0|100
0|2021-11-10|8555.0|0|8555.0|0|222.0|0|0.0|100
0|2021-11-11|8555.0|0|8555.0|0|222.0|0|0.0|100
0|2021-11-12|8558.0|0|8558.0|0|223.0|0|0.0|100
0|2021-11-13|8558.0|0|8558.0|0|223.0|0|0.0|100
0|2021-11-14|8558.0|0|8558.0|0|223.0|0|0.0|100
0|2021-11-15|8563.0|0|8563.0|0|223.0|0|0.0|100
0|2021-11-16|8564.0|0|8564.0|0|224.0|0|0.0|100
0|2021-11-17|8567.0|0|8567.0|0|224.0|0|0.0|100
0|2021-11-18|8570.0|0|8570.0|0|224.0|0|0.0|100
0|2021-11-19|8572.0|0|8572.0|0|225.0|0|0.0|100
0|2021-11-20|8572.0|0|8572.0|0|225.0|0|0.0|100
0|2021-11-21|8572.0|0|8572.0|0|225.0|0|0.0|100
0|2021-11-22|8575.0|0|8575.0|0|226.0|0|0.0|100
0|2021-11-23|8579.0|0|8579.0|0|226.0|0|0.0|100
0|2021-11-24|8584.0|0|8584.0|0|226.0|0|0.0|100
0|2021-11-25|8584.0|0|8584.0|0|226.0|0|0.0|100
0|2021-11-26|8584.0|0|8584.0|0|226.0|0|0.0|100
0|2021-11-27|8584.0|0|8584.0|0|226.0|0|0.0|100
0|2021-11-28|8584.0|0|8584.0|0|226.0|0|0.0|100
0|2021-11-29|8596.0|0|8596.0|0|226.0|0|0.0|100
0|2021-11-30|8598.0|0|8598.0|0|226.0|0|0.0|100
0|2021-12-01|8605.0|0|8605.0|0|227.0|0|0.0|100
0|2021-12-02|8612.0|0|8612.0|0|227.0|0|0.0|100
0|2021-12-03|8615.0|0|8615.0|0|227.0|0|0.0|100
0|2021-12-04|8615.0|0|8615.0|0|227.0|0|0.0|100
0|2021-12-05|8615.0|0|8615.0|0|227.0|0|0.0|100
0|2021-12-06|8618.0|0|8618.0|0|227.0|0|0.0|100
0|2021-12-07|8622.0|0|8622.0|0|227.0|0|0.0|100
0|2021-12-08|8624.0|0|8624.0|0|227.0|0|0.0|100
0|2021-12-09|8626.0|0|8626.0|0|227.0|0|0.0|100
0|2021-12-10|8629.0|0|8629.0|0|227.0|0|0.0|100
0|2021-12-11|8629.0|0|8629.0|0|227.0|0|0.0|100
0|2021-12-12|8629.0|0|8629.0|0|227.0|0|0.0|100
0|2021-12-13|8645.0|0|8645.0|0|228.0|0|0.0|100
0|2021-12-14|8645.0|0|8650.0|0|228.0|0|0.0|100
0|2021-12-15|8655.0|0|8655.0|0|229.0|0|0.0|100
0|2021-12-16|8669.0|0|8669.0|0|229.0|0|0.0|100
0|2021-12-17|8678.0|0|8678.0|0|229.0|0|0.0|100
0|2021-12-18|8678.0|0|8678.0|0|229.0|0|0.0|100
0|2021-12-19|8678.0|0|8678.0|0|229.0|0|0.0|100
0|2021-12-20|8711.0|0|8711.0|0|229.0|0|0.0|100
0|2021-12-21|8726.0|0|8726.0|0|229.0|0|0.0|100
0|2021-12-22|8755.0|0|8755.0|0|229.0|0|0.0|100
0|2021-12-23|8786.0|0|8786.0|0|229.0|0|0.0|100
0|2021-12-24|8786.0|0|8786.0|0|229.0|0|0.0|100
0|2021-12-25|8786.0|0|8786.0|0|229.0|0|0.0|100
0|2021-12-26|8786.0|0|8786.0|0|229.0|0|0.0|100
0|2021-12-27|8926.0|0|8926.0|0|230.0|0|0.0|100
0|2021-12-28|8959.0|0|8959.0|0|230.0|0|0.0|100
0|2021-12-29|9076.0|0|9076.0|0|230.0|0|0.0|100
0|2021-12-30|9204.0|0|9204.0|0|230.0|0|0.0|100
0|2021-12-31|9204.0|0|9204.0|0|230.0|0|0.0|100
0|2022-01-01|9204.0|0|9204.0|0|230.0|0|0.0|100
0|2022-01-02|9204.0|0|9204.0|0|230.0|0|0.0|100
0|2022-01-03|9513.0|0|9513.0|0|231.0|0|0.0|100
0|2022-01-04|9594.0|0|9594.0|0|232.0|0|0.0|100
0|2022-01-05|9719.0|0|9719.0|0|232.0|0|0.0|100
0|2022-01-06|9842.0|0|9842.0|0|233.0|0|0.0|100
0|2022-01-07|9949.0|0|9949.0|0|233.0|0|0.0|100
0|2022-01-08|9949.0|0|9949.0|0|233.0|0|0.0|100
0|2022-01-09|9949.0|0|9949.0|0|233.0|0|0.0|100
0|2022-01-10|10144.0|0|10144.0|0|234.0|0|0.0|100
0|2022-01-11|10220.0|0|10220.0|0|235.0|0|0.0|100
0|2022-01-12|10220.0|0|10220.0|0|236.0|0|0.0|100
0|2022-01-13|10220.0|0|10220.0|0|236.0|0|0.0|100
0|2022-01-14|10524.0|0|10524.0|0|236.0|0|0.0|100
0|2022-01-15|10524.0|0|10524.0|0|236.0|0|0.0|100
0|2022-01-16|10524.0|0|10524.0|0|236.0|0|0.0|100
0|2022-01-17|10524.0|0|0.0|100|236.0|0|0.0|100
