|dates|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Lincoln_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|10542.0|0|10542.0|0|78.0|0|0.0|100
0|2021-11-13|10542.0|0|10542.0|0|78.0|0|0.0|100
0|2021-11-14|10542.0|0|10542.0|0|78.0|0|0.0|100
0|2021-11-15|10593.0|0|10593.0|0|78.0|0|0.0|100
0|2021-11-16|10643.0|0|10643.0|0|78.0|0|0.0|100
0|2021-11-17|10674.0|0|10674.0|0|78.0|0|0.0|100
0|2021-11-18|10696.0|0|10696.0|0|78.0|0|0.0|100
0|2021-11-19|10722.0|0|10722.0|0|78.0|0|0.0|100
0|2021-11-20|10722.0|0|10722.0|0|78.0|0|0.0|100
0|2021-11-21|10722.0|0|10722.0|0|78.0|0|0.0|100
0|2021-11-22|10753.0|0|10753.0|0|78.0|0|0.0|100
0|2021-11-23|10812.0|0|10812.0|0|78.0|0|0.0|100
0|2021-11-24|10840.0|0|10840.0|0|78.0|0|0.0|100
0|2021-11-25|10840.0|0|10840.0|0|78.0|0|0.0|100
0|2021-11-26|10840.0|0|10840.0|0|78.0|0|0.0|100
0|2021-11-27|10840.0|0|10840.0|0|78.0|0|0.0|100
0|2021-11-28|10840.0|0|10840.0|0|78.0|0|0.0|100
0|2021-11-29|10884.0|0|10884.0|0|78.0|0|0.0|100
0|2021-11-30|11019.0|0|11019.0|0|79.0|0|0.0|100
0|2021-12-01|11064.0|0|11064.0|0|79.0|0|0.0|100
0|2021-12-02|11106.0|0|11106.0|0|79.0|0|0.0|100
0|2021-12-03|11135.0|0|11135.0|0|79.0|0|0.0|100
0|2021-12-04|11135.0|0|11135.0|0|79.0|0|0.0|100
0|2021-12-05|11135.0|0|11135.0|0|79.0|0|0.0|100
0|2021-12-06|11167.0|0|11167.0|0|79.0|0|0.0|100
0|2021-12-07|11234.0|0|11234.0|0|79.0|0|0.0|100
0|2021-12-08|11260.0|0|11260.0|0|79.0|0|0.0|100
0|2021-12-09|11277.0|0|11277.0|0|79.0|0|0.0|100
0|2021-12-10|11312.0|0|11312.0|0|79.0|0|0.0|100
0|2021-12-11|11312.0|0|11312.0|0|79.0|0|0.0|100
0|2021-12-12|11312.0|0|11312.0|0|79.0|0|0.0|100
0|2021-12-13|11332.0|0|11332.0|0|79.0|0|0.0|100
0|2021-12-14|11332.0|0|11374.0|0|79.0|0|0.0|100
0|2021-12-15|11409.0|0|11409.0|0|79.0|0|0.0|100
0|2021-12-16|11439.0|0|11439.0|0|79.0|0|0.0|100
0|2021-12-17|11457.0|0|11457.0|0|79.0|0|0.0|100
0|2021-12-18|11457.0|0|11457.0|0|79.0|0|0.0|100
0|2021-12-19|11457.0|0|11457.0|0|79.0|0|0.0|100
0|2021-12-20|11487.0|0|11487.0|0|79.0|0|0.0|100
0|2021-12-21|11545.0|0|11545.0|0|79.0|0|0.0|100
0|2021-12-22|11562.0|0|11562.0|0|79.0|0|0.0|100
0|2021-12-23|11591.0|0|11591.0|0|79.0|0|0.0|100
0|2021-12-24|11591.0|0|11591.0|0|79.0|0|0.0|100
0|2021-12-25|11591.0|0|11591.0|0|79.0|0|0.0|100
0|2021-12-26|11591.0|0|11591.0|0|79.0|0|0.0|100
0|2021-12-27|11633.0|0|11633.0|0|79.0|0|0.0|100
0|2021-12-28|11745.0|0|11745.0|0|79.0|0|0.0|100
0|2021-12-29|11841.0|0|11841.0|0|79.0|0|0.0|100
0|2021-12-30|11951.0|0|11951.0|0|80.0|0|0.0|100
0|2021-12-31|11951.0|0|11951.0|0|80.0|0|0.0|100
0|2022-01-01|11951.0|0|11951.0|0|80.0|0|0.0|100
0|2022-01-02|11951.0|0|11951.0|0|80.0|0|0.0|100
0|2022-01-03|12036.0|0|12036.0|0|80.0|0|0.0|100
0|2022-01-04|12309.0|0|12309.0|0|81.0|0|0.0|100
0|2022-01-05|12472.0|0|12472.0|0|81.0|0|0.0|100
0|2022-01-06|12658.0|0|12658.0|0|83.0|0|0.0|100
0|2022-01-07|12832.0|0|12832.0|0|84.0|0|0.0|100
0|2022-01-08|12832.0|0|12832.0|0|84.0|0|0.0|100
0|2022-01-09|12832.0|0|12832.0|0|84.0|0|0.0|100
0|2022-01-10|12938.0|0|12938.0|0|86.0|0|0.0|100
0|2022-01-11|13334.0|0|13334.0|0|86.0|0|0.0|100
0|2022-01-12|13533.0|0|13533.0|0|86.0|0|0.0|100
0|2022-01-13|13533.0|0|13755.0|0|86.0|0|0.0|100
0|2022-01-14|13755.0|0|13926.0|0|86.0|0|0.0|100
0|2022-01-15|13926.0|0|13926.0|0|86.0|0|0.0|100
0|2022-01-16|13926.0|0|13926.0|0|86.0|0|0.0|100
0|2022-01-17|13926.0|0|0.0|100|86.0|0|0.0|100
