|dates|Orange_Texas_UnitedStates.JHU_ConfirmedCases.data|Orange_Texas_UnitedStates.JHU_ConfirmedCases.missing|Orange_Texas_UnitedStates.NYT_ConfirmedCases.data|Orange_Texas_UnitedStates.NYT_ConfirmedCases.missing|Orange_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Orange_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|13745.0|0|13745.0|0|289.0|0|0.0|100
0|2021-11-10|13745.0|0|13745.0|0|289.0|0|0.0|100
0|2021-11-11|13755.0|0|13755.0|0|290.0|0|0.0|100
0|2021-11-12|13755.0|0|13755.0|0|292.0|0|0.0|100
0|2021-11-13|13768.0|0|13768.0|0|292.0|0|0.0|100
0|2021-11-14|13768.0|0|13768.0|0|292.0|0|0.0|100
0|2021-11-15|13768.0|0|13768.0|0|292.0|0|0.0|100
0|2021-11-16|13783.0|0|13783.0|0|292.0|0|0.0|100
0|2021-11-17|13791.0|0|13791.0|0|293.0|0|0.0|100
0|2021-11-18|13801.0|0|13801.0|0|294.0|0|0.0|100
0|2021-11-19|13808.0|0|13808.0|0|294.0|0|0.0|100
0|2021-11-20|13808.0|0|13808.0|0|297.0|0|0.0|100
0|2021-11-21|13808.0|0|13808.0|0|297.0|0|0.0|100
0|2021-11-22|13808.0|0|13808.0|0|297.0|0|0.0|100
0|2021-11-23|13846.0|0|13846.0|0|297.0|0|0.0|100
0|2021-11-24|13855.0|0|13855.0|0|297.0|0|0.0|100
0|2021-11-25|13855.0|0|13855.0|0|297.0|0|0.0|100
0|2021-11-26|13855.0|0|13855.0|0|297.0|0|0.0|100
0|2021-11-27|13855.0|0|13855.0|0|297.0|0|0.0|100
0|2021-11-28|13855.0|0|13855.0|0|297.0|0|0.0|100
0|2021-11-29|13861.0|0|13861.0|0|297.0|0|0.0|100
0|2021-11-30|13866.0|0|13866.0|0|297.0|0|0.0|100
0|2021-12-01|13868.0|0|13868.0|0|297.0|0|0.0|100
0|2021-12-02|13868.0|0|13868.0|0|297.0|0|0.0|100
0|2021-12-03|13870.0|0|13870.0|0|297.0|0|0.0|100
0|2021-12-04|13871.0|0|13871.0|0|298.0|0|0.0|100
0|2021-12-05|13872.0|0|13872.0|0|298.0|0|0.0|100
0|2021-12-06|13872.0|0|13872.0|0|298.0|0|0.0|100
0|2021-12-07|13882.0|0|13882.0|0|301.0|0|0.0|100
0|2021-12-08|13883.0|0|13883.0|0|301.0|0|0.0|100
0|2021-12-09|13884.0|0|13884.0|0|302.0|0|0.0|100
0|2021-12-10|13921.0|0|13921.0|0|303.0|0|0.0|100
0|2021-12-11|13923.0|0|13923.0|0|303.0|0|0.0|100
0|2021-12-12|13923.0|0|13923.0|0|305.0|0|0.0|100
0|2021-12-13|13923.0|0|13923.0|0|305.0|0|0.0|100
0|2021-12-14|13923.0|0|13932.0|0|305.0|0|0.0|100
0|2021-12-15|13934.0|0|13934.0|0|306.0|0|0.0|100
0|2021-12-16|13941.0|0|13941.0|0|306.0|0|0.0|100
0|2021-12-17|13949.0|0|13949.0|0|306.0|0|0.0|100
0|2021-12-18|13955.0|0|13955.0|0|306.0|0|0.0|100
0|2021-12-19|13958.0|0|13958.0|0|306.0|0|0.0|100
0|2021-12-20|13961.0|0|13961.0|0|306.0|0|0.0|100
0|2021-12-21|13975.0|0|13975.0|0|306.0|0|0.0|100
0|2021-12-22|14000.0|0|14000.0|0|306.0|0|0.0|100
0|2021-12-23|14016.0|0|14016.0|0|306.0|0|0.0|100
0|2021-12-24|14016.0|0|14016.0|0|306.0|0|0.0|100
0|2021-12-25|14016.0|0|14016.0|0|306.0|0|0.0|100
0|2021-12-26|14016.0|0|14016.0|0|306.0|0|0.0|100
0|2021-12-27|14057.0|0|14057.0|0|306.0|0|0.0|100
0|2021-12-28|14071.0|0|14071.0|0|306.0|0|0.0|100
0|2021-12-29|14082.0|0|14082.0|0|306.0|0|0.0|100
0|2021-12-30|14085.0|0|14085.0|0|306.0|0|0.0|100
0|2021-12-31|14085.0|0|14085.0|0|306.0|0|0.0|100
0|2022-01-01|14085.0|0|14085.0|0|306.0|0|0.0|100
0|2022-01-02|14085.0|0|14085.0|0|306.0|0|0.0|100
0|2022-01-03|14263.0|0|14263.0|0|307.0|0|0.0|100
0|2022-01-04|14306.0|0|14306.0|0|307.0|0|0.0|100
0|2022-01-05|14333.0|0|14333.0|0|308.0|0|0.0|100
0|2022-01-06|14387.0|0|14387.0|0|308.0|0|0.0|100
0|2022-01-07|14427.0|0|14427.0|0|308.0|0|0.0|100
0|2022-01-08|14449.0|0|14449.0|0|308.0|0|0.0|100
0|2022-01-09|14487.0|0|14487.0|0|308.0|0|0.0|100
0|2022-01-10|14534.0|0|14534.0|0|308.0|0|0.0|100
0|2022-01-11|14581.0|0|14581.0|0|308.0|0|0.0|100
0|2022-01-12|14642.0|0|14642.0|0|309.0|0|0.0|100
0|2022-01-13|14642.0|0|14715.0|0|309.0|0|0.0|100
0|2022-01-14|14642.0|0|13442.0|0|309.0|0|0.0|100
0|2022-01-15|14715.0|0|13506.0|0|309.0|0|0.0|100
0|2022-01-16|13555.0|0|13555.0|0|309.0|0|0.0|100
0|2022-01-17|13597.0|0|0.0|100|309.0|0|0.0|100
