|dates|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.data|Portage_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Portage_Ohio_UnitedStates.NYT_ConfirmedCases.data|Portage_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Portage_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Portage_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17662.0|0|17662.0|0|261.0|0|0.0|100
0|2021-10-18|17696.0|0|17696.0|0|261.0|0|0.0|100
0|2021-10-19|17730.0|0|17730.0|0|261.0|0|0.0|100
0|2021-10-20|17779.0|0|17779.0|0|261.0|0|0.0|100
0|2021-10-21|17857.0|0|17857.0|0|261.0|0|0.0|100
0|2021-10-22|17924.0|0|17924.0|0|261.0|0|0.0|100
0|2021-10-23|17978.0|0|17978.0|0|261.0|0|0.0|100
0|2021-10-24|18036.0|0|18036.0|0|261.0|0|0.0|100
0|2021-10-25|18073.0|0|18073.0|0|261.0|0|0.0|100
0|2021-10-26|18128.0|0|18128.0|0|261.0|0|0.0|100
0|2021-10-27|18185.0|0|18185.0|0|261.0|0|0.0|100
0|2021-10-28|18234.0|0|18234.0|0|261.0|0|0.0|100
0|2021-10-29|18291.0|0|18291.0|0|261.0|0|0.0|100
0|2021-10-30|18345.0|0|18345.0|0|262.0|0|0.0|100
0|2021-10-31|18382.0|0|18382.0|0|262.0|0|0.0|100
0|2021-11-01|18412.0|0|18412.0|0|262.0|0|0.0|100
0|2021-11-02|18470.0|0|18470.0|0|262.0|0|0.0|100
0|2021-11-03|18533.0|0|18533.0|0|262.0|0|0.0|100
0|2021-11-04|18596.0|0|18596.0|0|262.0|0|0.0|100
0|2021-11-05|18658.0|0|18658.0|0|262.0|0|0.0|100
0|2021-11-06|18680.0|0|18680.0|0|262.0|0|0.0|100
0|2021-11-07|18762.0|0|18762.0|0|262.0|0|0.0|100
0|2021-11-08|18819.0|0|18819.0|0|262.0|0|0.0|100
0|2021-11-09|18904.0|0|18904.0|0|264.0|0|0.0|100
0|2021-11-10|18904.0|0|18991.0|0|264.0|0|0.0|100
0|2021-11-11|19064.0|0|19064.0|0|264.0|0|0.0|100
0|2021-11-12|19153.0|0|19153.0|0|269.0|0|0.0|100
0|2021-11-13|19255.0|0|19255.0|0|269.0|0|0.0|100
0|2021-11-14|19316.0|0|19316.0|0|269.0|0|0.0|100
0|2021-11-15|19381.0|0|19381.0|0|269.0|0|0.0|100
0|2021-11-16|19468.0|0|19468.0|0|270.0|0|0.0|100
0|2021-11-17|19561.0|0|19561.0|0|270.0|0|0.0|100
0|2021-11-18|19691.0|0|19691.0|0|270.0|0|0.0|100
0|2021-11-19|19817.0|0|19817.0|0|275.0|0|0.0|100
0|2021-11-20|19927.0|0|19927.0|0|275.0|0|0.0|100
0|2021-11-21|19992.0|0|19992.0|0|275.0|0|0.0|100
0|2021-11-22|20054.0|0|20054.0|0|275.0|0|0.0|100
0|2021-11-23|20170.0|0|20170.0|0|275.0|0|0.0|100
0|2021-11-24|20278.0|0|20278.0|0|275.0|0|0.0|100
0|2021-11-25|20278.0|0|20278.0|0|275.0|0|0.0|100
0|2021-11-26|20468.0|0|20468.0|0|280.0|0|0.0|100
0|2021-11-27|20538.0|0|20538.0|0|280.0|0|0.0|100
0|2021-11-28|20614.0|0|20614.0|0|280.0|0|0.0|100
0|2021-11-29|20709.0|0|20709.0|0|280.0|0|0.0|100
0|2021-11-30|20807.0|0|20807.0|0|281.0|0|0.0|100
0|2021-12-01|20968.0|0|20968.0|0|281.0|0|0.0|100
0|2021-12-02|21117.0|0|21117.0|0|281.0|0|0.0|100
0|2021-12-03|21117.0|0|21257.0|0|281.0|0|0.0|100
0|2021-12-04|21409.0|0|21409.0|0|283.0|0|0.0|100
0|2021-12-05|21504.0|0|21504.0|0|283.0|0|0.0|100
0|2021-12-06|21591.0|0|21591.0|0|283.0|0|0.0|100
0|2021-12-07|21682.0|0|21682.0|0|285.0|0|0.0|100
0|2021-12-08|21829.0|0|21829.0|0|285.0|0|0.0|100
0|2021-12-09|21981.0|0|21981.0|0|285.0|0|0.0|100
0|2021-12-10|22148.0|0|22148.0|0|293.0|0|0.0|100
0|2021-12-11|22300.0|0|22300.0|0|293.0|0|0.0|100
0|2021-12-12|22374.0|0|22374.0|0|293.0|0|0.0|100
0|2021-12-13|22454.0|0|22454.0|0|293.0|0|0.0|100
0|2021-12-14|22454.0|0|22610.0|0|293.0|0|0.0|100
0|2021-12-15|22770.0|0|22770.0|0|302.0|0|0.0|100
0|2021-12-16|22981.0|0|22981.0|0|302.0|0|0.0|100
0|2021-12-17|23201.0|0|23201.0|0|311.0|0|0.0|100
0|2021-12-18|23447.0|0|23447.0|0|311.0|0|0.0|100
0|2021-12-19|23606.0|0|23606.0|0|311.0|0|0.0|100
0|2021-12-20|23741.0|0|23741.0|0|311.0|0|0.0|100
0|2021-12-21|23979.0|0|23979.0|0|311.0|0|0.0|100
0|2021-12-22|24256.0|0|24256.0|0|311.0|0|0.0|100
0|2021-12-23|24662.0|0|24662.0|0|311.0|0|0.0|100
0|2021-12-24|25114.0|0|25114.0|0|314.0|0|0.0|100
0|2021-12-25|25114.0|0|25114.0|0|314.0|0|0.0|100
0|2021-12-26|25705.0|0|25705.0|0|314.0|0|0.0|100
0|2021-12-27|25807.0|0|25807.0|0|314.0|0|0.0|100
0|2021-12-28|25951.0|0|25951.0|0|314.0|0|0.0|100
0|2021-12-29|26228.0|0|26228.0|0|314.0|0|0.0|100
0|2021-12-30|26511.0|0|26511.0|0|314.0|0|0.0|100
0|2021-12-31|27108.0|0|27108.0|0|334.0|0|0.0|100
0|2022-01-01|27108.0|0|27108.0|0|334.0|0|0.0|100
0|2022-01-02|27860.0|0|27860.0|0|334.0|0|0.0|100
0|2022-01-03|28110.0|0|28110.0|0|334.0|0|0.0|100
0|2022-01-04|28332.0|0|28332.0|0|335.0|0|0.0|100
0|2022-01-05|28517.0|0|28517.0|0|335.0|0|0.0|100
0|2022-01-06|28778.0|0|28778.0|0|335.0|0|0.0|100
0|2022-01-07|29081.0|0|29081.0|0|346.0|0|0.0|100
0|2022-01-08|29286.0|0|29286.0|0|346.0|0|0.0|100
0|2022-01-09|29493.0|0|29493.0|0|346.0|0|0.0|100
0|2022-01-10|29716.0|0|29716.0|0|346.0|0|0.0|100
0|2022-01-11|29892.0|0|29892.0|0|348.0|0|0.0|100
0|2022-01-12|30095.0|0|30095.0|0|348.0|0|0.0|100
0|2022-01-13|30095.0|0|30309.0|0|348.0|0|0.0|100
0|2022-01-14|30643.0|0|30643.0|0|356.0|0|0.0|100
0|2022-01-15|31070.0|0|31070.0|0|356.0|0|0.0|100
0|2022-01-16|31264.0|0|31264.0|0|356.0|0|0.0|100
0|2022-01-17|31381.0|0|0.0|100|356.0|0|0.0|100
