|dates|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedCases.data|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Ste.Genevieve_Missouri_UnitedStates.NYT_ConfirmedCases.data|Ste.Genevieve_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Ste.Genevieve_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-12|2431.0|0|2431.0|0|29.0|0|0.0|100
0|2021-11-13|2433.0|0|2433.0|0|29.0|0|0.0|100
0|2021-11-14|2434.0|0|2434.0|0|29.0|0|0.0|100
0|2021-11-15|2435.0|0|2435.0|0|29.0|0|0.0|100
0|2021-11-16|2437.0|0|2437.0|0|29.0|0|0.0|100
0|2021-11-17|2437.0|0|2437.0|0|29.0|0|0.0|100
0|2021-11-18|2480.0|0|2480.0|0|29.0|0|0.0|100
0|2021-11-19|2482.0|0|2482.0|0|29.0|0|0.0|100
0|2021-11-20|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-11-21|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-11-22|2493.0|0|2493.0|0|29.0|0|0.0|100
0|2021-11-23|2497.0|0|2497.0|0|29.0|0|0.0|100
0|2021-11-24|2509.0|0|2509.0|0|29.0|0|0.0|100
0|2021-11-25|2509.0|0|2509.0|0|29.0|0|0.0|100
0|2021-11-26|2509.0|0|2509.0|0|29.0|0|0.0|100
0|2021-11-27|2509.0|0|2509.0|0|29.0|0|0.0|100
0|2021-11-28|2509.0|0|2509.0|0|29.0|0|0.0|100
0|2021-11-29|2516.0|0|2516.0|0|29.0|0|0.0|100
0|2021-11-30|2531.0|0|2531.0|0|29.0|0|0.0|100
0|2021-12-01|2538.0|0|2538.0|0|29.0|0|0.0|100
0|2021-12-02|2541.0|0|2541.0|0|34.0|0|0.0|100
0|2021-12-03|2541.0|0|2541.0|0|34.0|0|0.0|100
0|2021-12-04|2544.0|0|2544.0|0|34.0|0|0.0|100
0|2021-12-05|2545.0|0|2545.0|0|34.0|0|0.0|100
0|2021-12-06|2549.0|0|2549.0|0|34.0|0|0.0|100
0|2021-12-07|2549.0|0|2549.0|0|34.0|0|0.0|100
0|2021-12-08|2583.0|0|2583.0|0|34.0|0|0.0|100
0|2021-12-09|2590.0|0|2590.0|0|34.0|0|0.0|100
0|2021-12-10|2591.0|0|2591.0|0|34.0|0|0.0|100
0|2021-12-11|2592.0|0|2592.0|0|34.0|0|0.0|100
0|2021-12-12|2593.0|0|2593.0|0|34.0|0|0.0|100
0|2021-12-13|2609.0|0|2609.0|0|34.0|0|0.0|100
0|2021-12-14|2609.0|0|2616.0|0|34.0|0|0.0|100
0|2021-12-15|2627.0|0|2627.0|0|34.0|0|0.0|100
0|2021-12-16|2638.0|0|2638.0|0|34.0|0|0.0|100
0|2021-12-17|2642.0|0|2642.0|0|34.0|0|0.0|100
0|2021-12-18|2646.0|0|2646.0|0|34.0|0|0.0|100
0|2021-12-19|2647.0|0|2647.0|0|34.0|0|0.0|100
0|2021-12-20|2676.0|0|2676.0|0|34.0|0|0.0|100
0|2021-12-21|2679.0|0|2679.0|0|34.0|0|0.0|100
0|2021-12-22|2692.0|0|2692.0|0|34.0|0|0.0|100
0|2021-12-23|2700.0|0|2700.0|0|34.0|0|0.0|100
0|2021-12-24|2700.0|0|2700.0|0|34.0|0|0.0|100
0|2021-12-25|2700.0|0|2700.0|0|34.0|0|0.0|100
0|2021-12-26|2700.0|0|2700.0|0|34.0|0|0.0|100
0|2021-12-27|2723.0|0|2723.0|0|34.0|0|0.0|100
0|2021-12-28|2729.0|0|2729.0|0|34.0|0|0.0|100
0|2021-12-29|2746.0|0|2746.0|0|34.0|0|0.0|100
0|2021-12-30|2763.0|0|2763.0|0|34.0|0|0.0|100
0|2021-12-31|2763.0|0|2763.0|0|34.0|0|0.0|100
0|2022-01-01|2763.0|0|2763.0|0|34.0|0|0.0|100
0|2022-01-02|2763.0|0|2763.0|0|34.0|0|0.0|100
0|2022-01-03|2763.0|0|2789.0|0|34.0|0|0.0|100
0|2022-01-04|2802.0|0|2802.0|0|34.0|0|0.0|100
0|2022-01-05|2845.0|0|2845.0|0|34.0|0|0.0|100
0|2022-01-06|2853.0|0|2853.0|0|35.0|0|0.0|100
0|2022-01-07|2895.0|0|2895.0|0|35.0|0|0.0|100
0|2022-01-08|2922.0|0|2922.0|0|35.0|0|0.0|100
0|2022-01-09|2924.0|0|2924.0|0|35.0|0|0.0|100
0|2022-01-10|2952.0|0|2952.0|0|35.0|0|0.0|100
0|2022-01-11|2971.0|0|2971.0|0|35.0|0|0.0|100
0|2022-01-12|2979.0|0|2979.0|0|35.0|0|0.0|100
0|2022-01-13|2979.0|0|2983.0|0|35.0|0|0.0|100
0|2022-01-14|3034.0|0|3034.0|0|35.0|0|0.0|100
0|2022-01-15|3047.0|0|3047.0|0|35.0|0|0.0|100
0|2022-01-16|3048.0|0|3048.0|0|35.0|0|0.0|100
0|2022-01-17|3048.0|0|0.0|100|35.0|0|0.0|100
