|dates|Brule_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Brule_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Brule_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Brule_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Brule_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Brule_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Brule_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Brule_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|1034.0|0|1034.0|0|15.0|0|0.0|100
0|2021-12-23|1039.0|0|1039.0|0|17.0|0|0.0|100
0|2021-12-24|1039.0|0|1039.0|0|17.0|0|0.0|100
0|2021-12-25|1039.0|0|1039.0|0|17.0|0|0.0|100
0|2021-12-26|1039.0|0|1039.0|0|17.0|0|0.0|100
0|2021-12-27|1044.0|0|1044.0|0|17.0|0|0.0|100
0|2021-12-28|1052.0|0|1052.0|0|16.0|0|0.0|100
0|2021-12-29|1054.0|0|1054.0|0|17.0|0|0.0|100
0|2021-12-30|1069.0|0|1069.0|0|17.0|0|0.0|100
0|2021-12-31|1069.0|0|1069.0|0|17.0|0|0.0|100
0|2022-01-01|1069.0|0|1069.0|0|17.0|0|0.0|100
0|2022-01-02|1069.0|0|1069.0|0|17.0|0|0.0|100
0|2022-01-03|1076.0|0|1076.0|0|17.0|0|0.0|100
0|2022-01-04|1090.0|0|1090.0|0|17.0|0|0.0|100
0|2022-01-05|1105.0|0|1105.0|0|17.0|0|0.0|100
0|2022-01-06|1126.0|0|1126.0|0|17.0|0|0.0|100
0|2022-01-07|1144.0|0|1144.0|0|17.0|0|0.0|100
0|2022-01-08|1144.0|0|1144.0|0|17.0|0|0.0|100
0|2022-01-09|1144.0|0|1144.0|0|17.0|0|0.0|100
0|2022-01-10|1152.0|0|1152.0|0|18.0|0|0.0|100
0|2022-01-11|1184.0|0|1184.0|0|18.0|0|0.0|100
0|2022-01-12|1198.0|0|1198.0|0|18.0|0|0.0|100
0|2022-01-13|1198.0|0|1211.0|0|18.0|0|0.0|100
0|2022-01-14|1211.0|0|1237.0|0|18.0|0|0.0|100
0|2022-01-15|1237.0|0|1237.0|0|18.0|0|0.0|100
0|2022-01-16|1237.0|0|1237.0|0|18.0|0|0.0|100
0|2022-01-17|1237.0|0|0.0|100|18.0|0|0.0|100
