|dates|Brule_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Brule_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Brule_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Brule_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Brule_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Brule_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Brule_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Brule_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|798.0|0|798.0|0|11.0|0|0.0|100
0|2021-10-18|798.0|0|800.0|0|11.0|0|0.0|100
0|2021-10-19|798.0|0|801.0|0|11.0|0|0.0|100
0|2021-10-20|802.0|0|802.0|0|11.0|0|0.0|100
0|2021-10-21|805.0|0|805.0|0|11.0|0|0.0|100
0|2021-10-22|805.0|0|805.0|0|11.0|0|0.0|100
0|2021-10-23|805.0|0|805.0|0|11.0|0|0.0|100
0|2021-10-24|805.0|0|805.0|0|11.0|0|0.0|100
0|2021-10-25|806.0|0|806.0|0|11.0|0|0.0|100
0|2021-10-26|810.0|0|810.0|0|11.0|0|0.0|100
0|2021-10-27|811.0|0|811.0|0|11.0|0|0.0|100
0|2021-10-28|812.0|0|812.0|0|11.0|0|0.0|100
0|2021-10-29|813.0|0|813.0|0|11.0|0|0.0|100
0|2021-10-30|813.0|0|813.0|0|11.0|0|0.0|100
0|2021-10-31|813.0|0|813.0|0|11.0|0|0.0|100
0|2021-11-01|813.0|0|813.0|0|11.0|0|0.0|100
0|2021-11-02|818.0|0|818.0|0|11.0|0|0.0|100
0|2021-11-03|825.0|0|825.0|0|11.0|0|0.0|100
0|2021-11-04|837.0|0|837.0|0|11.0|0|0.0|100
0|2021-11-05|847.0|0|847.0|0|11.0|0|0.0|100
0|2021-11-06|847.0|0|847.0|0|11.0|0|0.0|100
0|2021-11-07|847.0|0|847.0|0|11.0|0|0.0|100
0|2021-11-08|860.0|0|860.0|0|11.0|0|0.0|100
0|2021-11-09|878.0|0|878.0|0|11.0|0|0.0|100
0|2021-11-10|890.0|0|890.0|0|11.0|0|0.0|100
0|2021-11-11|890.0|0|890.0|0|11.0|0|0.0|100
0|2021-11-12|897.0|0|897.0|0|11.0|0|0.0|100
0|2021-11-13|897.0|0|897.0|0|11.0|0|0.0|100
0|2021-11-14|897.0|0|897.0|0|11.0|0|0.0|100
0|2021-11-15|905.0|0|905.0|0|11.0|0|0.0|100
0|2021-11-16|912.0|0|912.0|0|11.0|0|0.0|100
0|2021-11-17|917.0|0|917.0|0|11.0|0|0.0|100
0|2021-11-18|918.0|0|918.0|0|12.0|0|0.0|100
0|2021-11-19|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-11-20|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-11-21|921.0|0|921.0|0|12.0|0|0.0|100
0|2021-11-22|926.0|0|926.0|0|12.0|0|0.0|100
0|2021-11-23|932.0|0|932.0|0|12.0|0|0.0|100
0|2021-11-24|938.0|0|938.0|0|12.0|0|0.0|100
0|2021-11-25|938.0|0|938.0|0|12.0|0|0.0|100
0|2021-11-26|938.0|0|938.0|0|12.0|0|0.0|100
0|2021-11-27|938.0|0|938.0|0|12.0|0|0.0|100
0|2021-11-28|938.0|0|938.0|0|12.0|0|0.0|100
0|2021-11-29|941.0|0|941.0|0|12.0|0|0.0|100
0|2021-11-30|949.0|0|949.0|0|12.0|0|0.0|100
0|2021-12-01|955.0|0|955.0|0|12.0|0|0.0|100
0|2021-12-02|957.0|0|957.0|0|12.0|0|0.0|100
0|2021-12-03|960.0|0|960.0|0|13.0|0|0.0|100
0|2021-12-04|960.0|0|960.0|0|13.0|0|0.0|100
0|2021-12-05|960.0|0|960.0|0|13.0|0|0.0|100
0|2021-12-06|966.0|0|966.0|0|13.0|0|0.0|100
0|2021-12-07|972.0|0|972.0|0|13.0|0|0.0|100
0|2021-12-08|976.0|0|976.0|0|14.0|0|0.0|100
0|2021-12-09|978.0|0|978.0|0|15.0|0|0.0|100
0|2021-12-10|982.0|0|982.0|0|15.0|0|0.0|100
0|2021-12-11|982.0|0|982.0|0|15.0|0|0.0|100
0|2021-12-12|982.0|0|982.0|0|15.0|0|0.0|100
0|2021-12-13|985.0|0|985.0|0|15.0|0|0.0|100
0|2021-12-14|985.0|0|987.0|0|15.0|0|0.0|100
0|2021-12-15|992.0|0|992.0|0|15.0|0|0.0|100
0|2021-12-16|1003.0|0|1003.0|0|15.0|0|0.0|100
0|2021-12-17|1012.0|0|1012.0|0|15.0|0|0.0|100
0|2021-12-18|1012.0|0|1012.0|0|15.0|0|0.0|100
0|2021-12-19|1012.0|0|1012.0|0|15.0|0|0.0|100
0|2021-12-20|1020.0|0|1020.0|0|15.0|0|0.0|100
0|2021-12-21|1029.0|0|1029.0|0|15.0|0|0.0|100
