|dates|Decatur_Iowa_UnitedStates.JHU_ConfirmedCases.data|Decatur_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Iowa_UnitedStates.NYT_ConfirmedCases.data|Decatur_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Decatur_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|812.0|0|812.0|0|12.0|0|0.0|100
0|2021-10-18|812.0|0|812.0|0|12.0|0|0.0|100
0|2021-10-19|812.0|0|812.0|0|12.0|0|0.0|100
0|2021-10-20|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-21|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-22|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-23|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-24|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-25|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-26|826.0|0|826.0|0|12.0|0|0.0|100
0|2021-10-27|836.0|0|836.0|0|13.0|0|0.0|100
0|2021-10-28|836.0|0|836.0|0|13.0|0|0.0|100
0|2021-10-29|836.0|0|836.0|0|13.0|0|0.0|100
0|2021-10-30|836.0|0|836.0|0|13.0|0|0.0|100
0|2021-10-31|836.0|0|836.0|0|13.0|0|0.0|100
0|2021-11-01|836.0|0|836.0|0|13.0|0|0.0|100
0|2021-11-02|864.0|0|836.0|0|13.0|0|0.0|100
0|2021-11-03|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-04|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-05|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-06|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-07|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-08|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-09|864.0|0|864.0|0|13.0|0|0.0|100
0|2021-11-10|864.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-11|907.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-12|907.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-13|907.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-14|907.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-15|907.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-16|907.0|0|910.0|0|13.0|0|0.0|100
0|2021-11-17|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-18|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-19|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-20|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-21|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-22|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-23|965.0|0|968.0|0|13.0|0|0.0|100
0|2021-11-24|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-11-25|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-11-26|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-11-27|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-11-28|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-11-29|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-11-30|1019.0|0|1023.0|0|13.0|0|0.0|100
0|2021-12-01|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-02|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-03|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-04|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-05|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-06|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-07|1048.0|0|1049.0|0|13.0|0|0.0|100
0|2021-12-08|1077.0|0|1095.0|0|13.0|0|0.0|100
0|2021-12-09|1077.0|0|1095.0|0|13.0|0|0.0|100
0|2021-12-10|1101.0|0|1095.0|0|14.0|0|0.0|100
0|2021-12-11|1101.0|0|1095.0|0|14.0|0|0.0|100
0|2021-12-12|1101.0|0|1095.0|0|14.0|0|0.0|100
0|2021-12-13|1101.0|0|1095.0|0|14.0|0|0.0|100
0|2021-12-14|1101.0|0|1095.0|0|14.0|0|0.0|100
0|2021-12-15|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-16|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-17|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-18|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-19|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-20|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-21|1115.0|0|1115.0|0|15.0|0|0.0|100
0|2021-12-22|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-23|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-24|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-25|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-26|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-27|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-28|1134.0|0|1137.0|0|16.0|0|0.0|100
0|2021-12-29|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2021-12-30|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2021-12-31|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2022-01-01|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2022-01-02|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2022-01-03|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2022-01-04|1152.0|0|1155.0|0|17.0|0|0.0|100
0|2022-01-05|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-06|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-07|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-08|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-09|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-10|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-11|1178.0|0|1185.0|0|18.0|0|0.0|100
0|2022-01-12|1232.0|0|1240.0|0|22.0|0|0.0|100
0|2022-01-13|1232.0|0|1240.0|0|22.0|0|0.0|100
0|2022-01-14|1232.0|0|1240.0|0|22.0|0|0.0|100
0|2022-01-15|1232.0|0|1240.0|0|22.0|0|0.0|100
0|2022-01-16|1232.0|0|1240.0|0|22.0|0|0.0|100
0|2022-01-17|1232.0|0|0.0|100|22.0|0|0.0|100
