|dates|Clay_Kansas_UnitedStates.JHU_ConfirmedCases.data|Clay_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Clay_Kansas_UnitedStates.NYT_ConfirmedCases.data|Clay_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Clay_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1204.0|0|1204.0|0|31.0|0|0.0|100
0|2021-10-18|1207.0|0|1207.0|0|31.0|0|0.0|100
0|2021-10-19|1207.0|0|1207.0|0|31.0|0|0.0|100
0|2021-10-20|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-10-21|1227.0|0|1227.0|0|31.0|0|0.0|100
0|2021-10-22|1234.0|0|1234.0|0|31.0|0|0.0|100
0|2021-10-23|1234.0|0|1234.0|0|31.0|0|0.0|100
0|2021-10-24|1234.0|0|1234.0|0|31.0|0|0.0|100
0|2021-10-25|1240.0|0|1240.0|0|31.0|0|0.0|100
0|2021-10-26|1240.0|0|1240.0|0|31.0|0|0.0|100
0|2021-10-27|1249.0|0|1249.0|0|31.0|0|0.0|100
0|2021-10-28|1249.0|0|1249.0|0|31.0|0|0.0|100
0|2021-10-29|1255.0|0|1255.0|0|31.0|0|0.0|100
0|2021-10-30|1255.0|0|1255.0|0|31.0|0|0.0|100
0|2021-10-31|1255.0|0|1255.0|0|31.0|0|0.0|100
0|2021-11-01|1259.0|0|1259.0|0|31.0|0|0.0|100
0|2021-11-02|1259.0|0|1259.0|0|31.0|0|0.0|100
0|2021-11-03|1263.0|0|1263.0|0|31.0|0|0.0|100
0|2021-11-04|1263.0|0|1263.0|0|31.0|0|0.0|100
0|2021-11-05|1268.0|0|1268.0|0|31.0|0|0.0|100
0|2021-11-06|1268.0|0|1268.0|0|31.0|0|0.0|100
0|2021-11-07|1268.0|0|1268.0|0|31.0|0|0.0|100
0|2021-11-08|1273.0|0|1273.0|0|31.0|0|0.0|100
0|2021-11-09|1273.0|0|1273.0|0|31.0|0|0.0|100
0|2021-11-10|1273.0|0|1277.0|0|31.0|0|0.0|100
0|2021-11-11|1277.0|0|1277.0|0|31.0|0|0.0|100
0|2021-11-12|1279.0|0|1279.0|0|31.0|0|0.0|100
0|2021-11-13|1279.0|0|1279.0|0|31.0|0|0.0|100
0|2021-11-14|1279.0|0|1279.0|0|31.0|0|0.0|100
0|2021-11-15|1280.0|0|1280.0|0|31.0|0|0.0|100
0|2021-11-16|1280.0|0|1280.0|0|31.0|0|0.0|100
0|2021-11-17|1286.0|0|1286.0|0|31.0|0|0.0|100
0|2021-11-18|1286.0|0|1286.0|0|31.0|0|0.0|100
0|2021-11-19|1296.0|0|1296.0|0|31.0|0|0.0|100
0|2021-11-20|1296.0|0|1296.0|0|31.0|0|0.0|100
0|2021-11-21|1296.0|0|1296.0|0|31.0|0|0.0|100
0|2021-11-22|1301.0|0|1301.0|0|31.0|0|0.0|100
0|2021-11-23|1301.0|0|1301.0|0|31.0|0|0.0|100
0|2021-11-24|1301.0|0|1311.0|0|31.0|0|0.0|100
0|2021-11-25|1311.0|0|1311.0|0|31.0|0|0.0|100
0|2021-11-26|1311.0|0|1311.0|0|31.0|0|0.0|100
0|2021-11-27|1311.0|0|1311.0|0|31.0|0|0.0|100
0|2021-11-28|1311.0|0|1311.0|0|31.0|0|0.0|100
0|2021-11-29|1349.0|0|1349.0|0|31.0|0|0.0|100
0|2021-11-30|1349.0|0|1349.0|0|31.0|0|0.0|100
0|2021-12-01|1342.0|0|1342.0|0|31.0|0|0.0|100
0|2021-12-02|1342.0|0|1342.0|0|31.0|0|0.0|100
0|2021-12-03|1342.0|0|1342.0|0|31.0|0|0.0|100
0|2021-12-04|1342.0|0|1342.0|0|31.0|0|0.0|100
0|2021-12-05|1342.0|0|1342.0|0|31.0|0|0.0|100
0|2021-12-06|1350.0|0|1350.0|0|31.0|0|0.0|100
0|2021-12-07|1350.0|0|1350.0|0|31.0|0|0.0|100
0|2021-12-08|1352.0|0|1352.0|0|31.0|0|0.0|100
0|2021-12-09|1352.0|0|1352.0|0|31.0|0|0.0|100
0|2021-12-10|1358.0|0|1358.0|0|31.0|0|0.0|100
0|2021-12-11|1358.0|0|1358.0|0|31.0|0|0.0|100
0|2021-12-12|1358.0|0|1358.0|0|31.0|0|0.0|100
0|2021-12-13|1362.0|0|1362.0|0|31.0|0|0.0|100
0|2021-12-14|1362.0|0|1362.0|0|31.0|0|0.0|100
0|2021-12-15|1368.0|0|1368.0|0|31.0|0|0.0|100
0|2021-12-16|1368.0|0|1368.0|0|31.0|0|0.0|100
0|2021-12-17|1379.0|0|1379.0|0|31.0|0|0.0|100
0|2021-12-18|1379.0|0|1379.0|0|31.0|0|0.0|100
0|2021-12-19|1379.0|0|1379.0|0|31.0|0|0.0|100
0|2021-12-20|1387.0|0|1387.0|0|31.0|0|0.0|100
0|2021-12-21|1387.0|0|1387.0|0|31.0|0|0.0|100
0|2021-12-22|1409.0|0|1409.0|0|31.0|0|0.0|100
0|2021-12-23|1409.0|0|1409.0|0|31.0|0|0.0|100
0|2021-12-24|1409.0|0|1409.0|0|31.0|0|0.0|100
0|2021-12-25|1409.0|0|1409.0|0|31.0|0|0.0|100
0|2021-12-26|1409.0|0|1409.0|0|31.0|0|0.0|100
0|2021-12-27|1427.0|0|1427.0|0|31.0|0|0.0|100
0|2021-12-28|1427.0|0|1427.0|0|31.0|0|0.0|100
0|2021-12-29|1435.0|0|1435.0|0|31.0|0|0.0|100
0|2021-12-30|1435.0|0|1435.0|0|31.0|0|0.0|100
0|2021-12-31|1435.0|0|1435.0|0|31.0|0|0.0|100
0|2022-01-01|1435.0|0|1435.0|0|31.0|0|0.0|100
0|2022-01-02|1435.0|0|1435.0|0|31.0|0|0.0|100
0|2022-01-03|1464.0|0|1464.0|0|31.0|0|0.0|100
0|2022-01-04|1464.0|0|1464.0|0|31.0|0|0.0|100
0|2022-01-05|1494.0|0|1494.0|0|31.0|0|0.0|100
0|2022-01-06|1494.0|0|1494.0|0|31.0|0|0.0|100
0|2022-01-07|1515.0|0|1515.0|0|31.0|0|0.0|100
0|2022-01-08|1515.0|0|1515.0|0|31.0|0|0.0|100
0|2022-01-09|1515.0|0|1515.0|0|31.0|0|0.0|100
0|2022-01-10|1526.0|0|1526.0|0|31.0|0|0.0|100
0|2022-01-11|1526.0|0|1526.0|0|31.0|0|0.0|100
0|2022-01-12|1526.0|0|1548.0|0|31.0|0|0.0|100
0|2022-01-13|1526.0|0|1569.0|0|31.0|0|0.0|100
0|2022-01-14|1620.0|0|1620.0|0|32.0|0|0.0|100
0|2022-01-15|1620.0|0|1620.0|0|32.0|0|0.0|100
0|2022-01-16|1620.0|0|1620.0|0|32.0|0|0.0|100
0|2022-01-17|1620.0|0|0.0|100|32.0|0|0.0|100
