|dates|Pike_Indiana_UnitedStates.BLS_EmployedPopulation.data|Pike_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Pike_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Pike_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Pike_Indiana_UnitedStates.BLS_UnemploymentRate.data|Pike_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Pike_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Pike_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-18|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-19|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-20|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-21|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-22|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-23|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-24|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-25|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-26|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-27|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-28|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-29|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-30|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-10-31|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-11-01|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-11-02|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
0|2021-11-03|6000.0|0|242.0|0|3.8769625120153797|0|6242.0|0
