|dates|Washita_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Washita_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Washita_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Washita_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Washita_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Washita_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Washita_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Washita_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1454.0|0|1454.0|0|25.0|0|0.0|100
0|2021-10-18|1454.0|0|1454.0|0|25.0|0|0.0|100
0|2021-10-19|1454.0|0|1454.0|0|25.0|0|0.0|100
0|2021-10-20|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-21|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-22|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-23|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-24|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-25|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-26|1483.0|0|1483.0|0|30.0|0|0.0|100
0|2021-10-27|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-10-28|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-10-29|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-10-30|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-10-31|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-11-01|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-11-02|1517.0|0|1517.0|0|31.0|0|0.0|100
0|2021-11-03|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-04|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-05|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-06|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-07|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-08|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-09|1533.0|0|1533.0|0|31.0|0|0.0|100
0|2021-11-10|1533.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-11|1533.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-12|1568.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-13|1568.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-14|1568.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-15|1568.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-16|1568.0|0|1568.0|0|31.0|0|0.0|100
0|2021-11-17|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-18|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-19|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-20|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-21|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-22|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-23|1586.0|0|1586.0|0|31.0|0|0.0|100
0|2021-11-24|1611.0|0|1611.0|0|31.0|0|0.0|100
0|2021-11-25|1611.0|0|1611.0|0|31.0|0|0.0|100
0|2021-11-26|1611.0|0|1611.0|0|31.0|0|0.0|100
