|dates|McLean_Illinois_UnitedStates.BLS_EmployedPopulation.data|McLean_Illinois_UnitedStates.BLS_EmployedPopulation.missing|McLean_Illinois_UnitedStates.BLS_UnemployedPopulation.data|McLean_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|McLean_Illinois_UnitedStates.BLS_UnemploymentRate.data|McLean_Illinois_UnitedStates.BLS_UnemploymentRate.missing|McLean_Illinois_UnitedStates.BLS_LaborForcePopulation.data|McLean_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-18|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-19|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-20|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-21|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-22|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-23|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-24|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-25|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-26|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-27|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-28|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-29|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-30|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-10-31|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-01|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-02|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-03|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-04|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-05|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-06|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-07|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-08|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-09|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-10|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-11|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-12|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-13|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-14|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-15|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-16|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-17|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-18|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-19|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-20|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-21|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-22|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-23|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-24|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-25|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-26|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-27|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-28|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-29|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-11-30|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-12-01|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-12-02|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-12-03|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-12-04|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-12-05|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
0|2021-12-06|78346.0|0|3464.0|0|4.234201197897567|0|81810.0|0
