|dates|Banks_Georgia_UnitedStates.JHU_ConfirmedCases.data|Banks_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Banks_Georgia_UnitedStates.NYT_ConfirmedCases.data|Banks_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Banks_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Banks_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Banks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Banks_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|2777.0|0|2808.0|0|65.0|0|0.0|100
0|2021-11-22|2780.0|0|2811.0|0|65.0|0|0.0|100
0|2021-11-23|2781.0|0|2812.0|0|65.0|0|0.0|100
0|2021-11-24|2785.0|0|2816.0|0|65.0|0|0.0|100
0|2021-11-25|2785.0|0|2816.0|0|65.0|0|0.0|100
0|2021-11-26|2785.0|0|2816.0|0|65.0|0|0.0|100
0|2021-11-27|2785.0|0|2816.0|0|65.0|0|0.0|100
0|2021-11-28|2785.0|0|2816.0|0|65.0|0|0.0|100
0|2021-11-29|2798.0|0|2829.0|0|65.0|0|0.0|100
0|2021-11-30|2804.0|0|2836.0|0|65.0|0|0.0|100
0|2021-12-01|2812.0|0|2844.0|0|65.0|0|0.0|100
0|2021-12-02|2812.0|0|2847.0|0|65.0|0|0.0|100
0|2021-12-03|2819.0|0|2851.0|0|66.0|0|0.0|100
0|2021-12-04|2819.0|0|2851.0|0|66.0|0|0.0|100
0|2021-12-05|2819.0|0|2851.0|0|66.0|0|0.0|100
0|2021-12-06|2823.0|0|2855.0|0|66.0|0|0.0|100
0|2021-12-07|2824.0|0|2856.0|0|67.0|0|0.0|100
0|2021-12-08|2831.0|0|2863.0|0|68.0|0|0.0|100
0|2021-12-09|2833.0|0|2865.0|0|68.0|0|0.0|100
0|2021-12-10|2835.0|0|2867.0|0|68.0|0|0.0|100
0|2021-12-11|2835.0|0|2867.0|0|68.0|0|0.0|100
0|2021-12-12|2835.0|0|2867.0|0|68.0|0|0.0|100
0|2021-12-13|2841.0|0|2873.0|0|68.0|0|0.0|100
0|2021-12-14|2841.0|0|2875.0|0|68.0|0|0.0|100
0|2021-12-15|2844.0|0|2876.0|0|68.0|0|0.0|100
0|2021-12-16|2846.0|0|2878.0|0|68.0|0|0.0|100
0|2021-12-17|2848.0|0|2880.0|0|69.0|0|0.0|100
0|2021-12-18|2848.0|0|2880.0|0|69.0|0|0.0|100
0|2021-12-19|2848.0|0|2880.0|0|69.0|0|0.0|100
0|2021-12-20|2856.0|0|2889.0|0|69.0|0|0.0|100
0|2021-12-21|2862.0|0|2895.0|0|69.0|0|0.0|100
0|2021-12-22|2868.0|0|2901.0|0|69.0|0|0.0|100
0|2021-12-23|2880.0|0|2913.0|0|69.0|0|0.0|100
0|2021-12-24|2886.0|0|2919.0|0|69.0|0|0.0|100
0|2021-12-25|2886.0|0|2919.0|0|69.0|0|0.0|100
0|2021-12-26|2886.0|0|2919.0|0|69.0|0|0.0|100
0|2021-12-27|2903.0|0|2936.0|0|69.0|0|0.0|100
0|2021-12-28|2910.0|0|2943.0|0|70.0|0|0.0|100
0|2021-12-29|2915.0|0|2948.0|0|70.0|0|0.0|100
0|2021-12-30|2936.0|0|2969.0|0|71.0|0|0.0|100
0|2021-12-31|2953.0|0|2986.0|0|71.0|0|0.0|100
0|2022-01-01|2953.0|0|2986.0|0|71.0|0|0.0|100
0|2022-01-02|2953.0|0|2986.0|0|71.0|0|0.0|100
0|2022-01-03|2953.0|0|2986.0|0|71.0|0|0.0|100
0|2022-01-04|3034.0|0|3067.0|0|71.0|0|0.0|100
0|2022-01-05|3051.0|0|3084.0|0|71.0|0|0.0|100
0|2022-01-06|3051.0|0|3084.0|0|71.0|0|0.0|100
0|2022-01-07|3051.0|0|3084.0|0|71.0|0|0.0|100
0|2022-01-08|3051.0|0|3084.0|0|71.0|0|0.0|100
0|2022-01-09|3051.0|0|3084.0|0|71.0|0|0.0|100
0|2022-01-10|3193.0|0|3226.0|0|73.0|0|0.0|100
0|2022-01-11|3244.0|0|3277.0|0|73.0|0|0.0|100
0|2022-01-12|3263.0|0|3296.0|0|73.0|0|0.0|100
0|2022-01-13|3263.0|0|3323.0|0|73.0|0|0.0|100
0|2022-01-14|3310.0|0|3343.0|0|73.0|0|0.0|100
0|2022-01-15|3310.0|0|3343.0|0|73.0|0|0.0|100
0|2022-01-16|3310.0|0|3343.0|0|73.0|0|0.0|100
0|2022-01-17|3373.0|0|0.0|100|73.0|0|0.0|100
