|dates|Alpena_Michigan_UnitedStates.BLS_EmployedPopulation.data|Alpena_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Alpena_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Alpena_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Alpena_Michigan_UnitedStates.BLS_UnemploymentRate.data|Alpena_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Alpena_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Alpena_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-24|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-11-25|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-11-26|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-11-27|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-11-28|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-11-29|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-11-30|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-01|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-02|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-03|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-04|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-05|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-06|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-07|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-08|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-09|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-10|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-11|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-12|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-13|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-14|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-15|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-16|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-17|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-18|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-19|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-20|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-21|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-22|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-23|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-24|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-25|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-26|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-27|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-28|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-29|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-30|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2021-12-31|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-01|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-02|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-03|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-04|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-05|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-06|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-07|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-08|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-09|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-10|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-11|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-12|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-13|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-14|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-15|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-16|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
0|2022-01-17|12715.0|0|742.0|0|5.513858958163038|0|13457.0|0
