|dates|York_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|York_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|York_Maine_UnitedStates.Male_Total_Population.data|York_Maine_UnitedStates.Male_Total_Population.missing|York_Maine_UnitedStates.Female_Total_Population.data|York_Maine_UnitedStates.Female_Total_Population.missing|York_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|York_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-19|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-20|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-21|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-22|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-23|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-24|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-25|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-26|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-27|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-28|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-29|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-30|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2021-12-31|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-01|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-02|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-03|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-04|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-05|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-06|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-07|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-08|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-09|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-10|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-11|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-12|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-13|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-14|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-15|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-16|42233.0|0|100606.0|0|105623.0|0|38565.0|0
0|2022-01-17|42233.0|0|100606.0|0|105623.0|0|38565.0|0
