|dates|Cass_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Cass_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Cass_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Cass_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Cass_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Cass_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Cass_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Cass_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|3673.0|0|3673.0|0|16.0|0|0.0|100
0|2021-11-11|3694.0|0|3694.0|0|16.0|0|0.0|100
0|2021-11-12|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-11-13|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-11-14|3712.0|0|3712.0|0|16.0|0|0.0|100
0|2021-11-15|3744.0|0|3744.0|0|16.0|0|0.0|100
0|2021-11-16|3762.0|0|3762.0|0|16.0|0|0.0|100
0|2021-11-17|3767.0|0|3767.0|0|16.0|0|0.0|100
0|2021-11-18|3783.0|0|3783.0|0|16.0|0|0.0|100
0|2021-11-19|3798.0|0|3798.0|0|16.0|0|0.0|100
0|2021-11-20|3798.0|0|3798.0|0|16.0|0|0.0|100
0|2021-11-21|3798.0|0|3798.0|0|16.0|0|0.0|100
0|2021-11-22|3819.0|0|3819.0|0|16.0|0|0.0|100
0|2021-11-23|3834.0|0|3834.0|0|16.0|0|0.0|100
0|2021-11-24|3845.0|0|3845.0|0|16.0|0|0.0|100
0|2021-11-25|3845.0|0|3845.0|0|16.0|0|0.0|100
0|2021-11-26|3845.0|0|3845.0|0|16.0|0|0.0|100
0|2021-11-27|3845.0|0|3845.0|0|16.0|0|0.0|100
0|2021-11-28|3845.0|0|3845.0|0|16.0|0|0.0|100
0|2021-11-29|3876.0|0|3876.0|0|16.0|0|0.0|100
0|2021-11-30|3888.0|0|3888.0|0|16.0|0|0.0|100
0|2021-12-01|3913.0|0|3913.0|0|16.0|0|0.0|100
0|2021-12-02|3925.0|0|3925.0|0|16.0|0|0.0|100
0|2021-12-03|3942.0|0|3942.0|0|16.0|0|0.0|100
0|2021-12-04|3942.0|0|3942.0|0|16.0|0|0.0|100
0|2021-12-05|3942.0|0|3942.0|0|16.0|0|0.0|100
0|2021-12-06|3979.0|0|3979.0|0|16.0|0|0.0|100
0|2021-12-07|4000.0|0|4000.0|0|16.0|0|0.0|100
0|2021-12-08|4025.0|0|4025.0|0|16.0|0|0.0|100
0|2021-12-09|4054.0|0|4054.0|0|16.0|0|0.0|100
0|2021-12-10|4071.0|0|4071.0|0|16.0|0|0.0|100
0|2021-12-11|4071.0|0|4071.0|0|16.0|0|0.0|100
0|2021-12-12|4071.0|0|4071.0|0|16.0|0|0.0|100
0|2021-12-13|4104.0|0|4104.0|0|16.0|0|0.0|100
0|2021-12-14|4104.0|0|4129.0|0|16.0|0|0.0|100
0|2021-12-15|4148.0|0|4148.0|0|16.0|0|0.0|100
0|2021-12-16|4162.0|0|4162.0|0|16.0|0|0.0|100
0|2021-12-17|4181.0|0|4181.0|0|16.0|0|0.0|100
0|2021-12-18|4181.0|0|4181.0|0|16.0|0|0.0|100
0|2021-12-19|4181.0|0|4181.0|0|16.0|0|0.0|100
0|2021-12-20|4201.0|0|4201.0|0|16.0|0|0.0|100
0|2021-12-21|4224.0|0|4224.0|0|16.0|0|0.0|100
0|2021-12-22|4233.0|0|4233.0|0|16.0|0|0.0|100
0|2021-12-23|4242.0|0|4242.0|0|16.0|0|0.0|100
0|2021-12-24|4242.0|0|4242.0|0|16.0|0|0.0|100
0|2021-12-25|4242.0|0|4242.0|0|16.0|0|0.0|100
0|2021-12-26|4242.0|0|4242.0|0|16.0|0|0.0|100
0|2021-12-27|4242.0|0|4242.0|0|16.0|0|0.0|100
0|2021-12-28|4278.0|0|4278.0|0|16.0|0|0.0|100
0|2021-12-29|4299.0|0|4299.0|0|16.0|0|0.0|100
0|2021-12-30|4321.0|0|4321.0|0|16.0|0|0.0|100
0|2021-12-31|4321.0|0|4342.0|0|16.0|0|0.0|100
0|2022-01-01|4321.0|0|4342.0|0|16.0|0|0.0|100
0|2022-01-02|4321.0|0|4376.0|0|16.0|0|0.0|100
0|2022-01-03|4385.0|0|4386.0|0|16.0|0|0.0|100
0|2022-01-04|4410.0|0|4410.0|0|16.0|0|0.0|100
0|2022-01-05|4447.0|0|4447.0|0|16.0|0|0.0|100
0|2022-01-06|4506.0|0|4506.0|0|16.0|0|0.0|100
0|2022-01-07|4545.0|0|4545.0|0|16.0|0|0.0|100
0|2022-01-08|4545.0|0|4545.0|0|16.0|0|0.0|100
0|2022-01-09|4545.0|0|4635.0|0|16.0|0|0.0|100
0|2022-01-10|4641.0|0|4659.0|0|16.0|0|0.0|100
0|2022-01-11|4692.0|0|4720.0|0|16.0|0|0.0|100
0|2022-01-12|4758.0|0|4770.0|0|16.0|0|0.0|100
0|2022-01-13|4758.0|0|4823.0|0|16.0|0|0.0|100
0|2022-01-14|4941.0|0|4941.0|0|16.0|0|0.0|100
0|2022-01-15|4941.0|0|4941.0|0|16.0|0|0.0|100
0|2022-01-16|4941.0|0|4941.0|0|16.0|0|0.0|100
0|2022-01-17|5063.0|0|0.0|100|16.0|0|0.0|100
