|dates|Grant_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Grant_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Grant_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Grant_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Grant_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|690.0|0|690.0|0|7.0|0|0.0|100
0|2021-10-18|690.0|0|690.0|0|7.0|0|0.0|100
0|2021-10-19|690.0|0|690.0|0|7.0|0|0.0|100
0|2021-10-20|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-21|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-22|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-23|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-24|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-25|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-26|692.0|0|692.0|0|8.0|0|0.0|100
0|2021-10-27|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-10-28|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-10-29|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-10-30|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-10-31|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-11-01|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-11-02|696.0|0|696.0|0|8.0|0|0.0|100
0|2021-11-03|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-04|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-05|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-06|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-07|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-08|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-09|701.0|0|701.0|0|8.0|0|0.0|100
0|2021-11-10|701.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-11|701.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-12|705.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-13|705.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-14|705.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-15|705.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-16|705.0|0|705.0|0|8.0|0|0.0|100
0|2021-11-17|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-18|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-19|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-20|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-21|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-22|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-23|709.0|0|709.0|0|8.0|0|0.0|100
0|2021-11-24|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-11-25|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-11-26|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-11-27|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-11-28|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-11-29|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-11-30|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-12-01|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-02|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-03|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-04|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-05|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-06|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-07|717.0|0|717.0|0|8.0|0|0.0|100
0|2021-12-08|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-09|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-10|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-11|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-12|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-13|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-14|721.0|0|721.0|0|8.0|0|0.0|100
0|2021-12-15|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-16|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-17|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-18|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-19|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-20|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-21|736.0|0|736.0|0|8.0|0|0.0|100
0|2021-12-22|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-23|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-24|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-25|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-26|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-27|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-28|737.0|0|737.0|0|8.0|0|0.0|100
0|2021-12-29|741.0|0|741.0|0|8.0|0|0.0|100
0|2021-12-30|741.0|0|741.0|0|8.0|0|0.0|100
0|2021-12-31|741.0|0|741.0|0|8.0|0|0.0|100
0|2022-01-01|741.0|0|741.0|0|8.0|0|0.0|100
0|2022-01-02|741.0|0|741.0|0|8.0|0|0.0|100
0|2022-01-03|741.0|0|741.0|0|8.0|0|0.0|100
0|2022-01-04|741.0|0|741.0|0|8.0|0|0.0|100
0|2022-01-05|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-06|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-07|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-08|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-09|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-10|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-11|760.0|0|758.0|0|8.0|0|0.0|100
0|2022-01-12|785.0|0|785.0|0|8.0|0|0.0|100
0|2022-01-13|785.0|0|785.0|0|8.0|0|0.0|100
0|2022-01-14|785.0|0|785.0|0|8.0|0|0.0|100
0|2022-01-15|785.0|0|785.0|0|8.0|0|0.0|100
0|2022-01-16|785.0|0|785.0|0|8.0|0|0.0|100
0|2022-01-17|785.0|0|0.0|100|8.0|0|0.0|100
