|dates|Wood_Texas_UnitedStates.JHU_ConfirmedCases.data|Wood_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wood_Texas_UnitedStates.NYT_ConfirmedCases.data|Wood_Texas_UnitedStates.NYT_ConfirmedCases.missing|Wood_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wood_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wood_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wood_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-21|6976.0|0|6976.0|0|238.0|0|0.0|100
0|2021-12-22|6979.0|0|6979.0|0|238.0|0|0.0|100
0|2021-12-23|6982.0|0|6982.0|0|238.0|0|0.0|100
0|2021-12-24|6982.0|0|6982.0|0|238.0|0|0.0|100
0|2021-12-25|6982.0|0|6982.0|0|238.0|0|0.0|100
0|2021-12-26|6982.0|0|6982.0|0|238.0|0|0.0|100
0|2021-12-27|7005.0|0|7005.0|0|239.0|0|0.0|100
0|2021-12-28|7006.0|0|7006.0|0|239.0|0|0.0|100
0|2021-12-29|7012.0|0|7012.0|0|239.0|0|0.0|100
0|2021-12-30|7016.0|0|7016.0|0|241.0|0|0.0|100
0|2021-12-31|7016.0|0|7016.0|0|241.0|0|0.0|100
0|2022-01-01|7016.0|0|7016.0|0|241.0|0|0.0|100
0|2022-01-02|7016.0|0|7016.0|0|241.0|0|0.0|100
0|2022-01-03|7108.0|0|7108.0|0|241.0|0|0.0|100
0|2022-01-04|7141.0|0|7141.0|0|241.0|0|0.0|100
0|2022-01-05|7159.0|0|7159.0|0|241.0|0|0.0|100
0|2022-01-06|7180.0|0|7180.0|0|242.0|0|0.0|100
0|2022-01-07|7201.0|0|7201.0|0|243.0|0|0.0|100
0|2022-01-08|7237.0|0|7237.0|0|243.0|0|0.0|100
0|2022-01-09|7271.0|0|7271.0|0|243.0|0|0.0|100
0|2022-01-10|7318.0|0|7318.0|0|243.0|0|0.0|100
0|2022-01-11|7336.0|0|7336.0|0|246.0|0|0.0|100
0|2022-01-12|7395.0|0|7395.0|0|246.0|0|0.0|100
0|2022-01-13|7395.0|0|7464.0|0|246.0|0|0.0|100
0|2022-01-14|7464.0|0|6721.0|0|246.0|0|0.0|100
0|2022-01-15|7464.0|0|6787.0|0|246.0|0|0.0|100
0|2022-01-16|6804.0|0|6804.0|0|247.0|0|0.0|100
0|2022-01-17|6870.0|0|0.0|100|247.0|0|0.0|100
