|dates|Telfair_Georgia_UnitedStates.JHU_ConfirmedCases.data|Telfair_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Telfair_Georgia_UnitedStates.NYT_ConfirmedCases.data|Telfair_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Telfair_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Telfair_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Telfair_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Telfair_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|2346.0|0|2361.0|0|75.0|0|0.0|100
0|2022-01-01|2346.0|0|2361.0|0|75.0|0|0.0|100
0|2022-01-02|2346.0|0|2361.0|0|75.0|0|0.0|100
0|2022-01-03|2346.0|0|2361.0|0|75.0|0|0.0|100
0|2022-01-04|2384.0|0|2399.0|0|75.0|0|0.0|100
0|2022-01-05|2395.0|0|2410.0|0|75.0|0|0.0|100
0|2022-01-06|2395.0|0|2410.0|0|75.0|0|0.0|100
0|2022-01-07|2395.0|0|2410.0|0|75.0|0|0.0|100
0|2022-01-08|2395.0|0|2410.0|0|75.0|0|0.0|100
0|2022-01-09|2395.0|0|2410.0|0|75.0|0|0.0|100
0|2022-01-10|2450.0|0|2467.0|0|75.0|0|0.0|100
0|2022-01-11|2470.0|0|2487.0|0|75.0|0|0.0|100
0|2022-01-12|2488.0|0|2505.0|0|75.0|0|0.0|100
0|2022-01-13|2488.0|0|2519.0|0|75.0|0|0.0|100
0|2022-01-14|2521.0|0|2538.0|0|75.0|0|0.0|100
0|2022-01-15|2521.0|0|2538.0|0|75.0|0|0.0|100
0|2022-01-16|2521.0|0|2538.0|0|75.0|0|0.0|100
0|2022-01-17|2561.0|0|0.0|100|75.0|0|0.0|100
