|dates|Orange_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Orange_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Orange_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Orange_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Orange_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Orange_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Orange_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Orange_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-18|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-19|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-20|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-21|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-22|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-23|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-24|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-25|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-26|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-27|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-28|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-29|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-30|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-10-31|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-01|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-02|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-03|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-04|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-05|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-06|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-07|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-08|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-09|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-10|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-11|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-12|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-13|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-14|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-15|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
0|2021-11-16|76096.0|0|2579.0|0|3.2780425802351445|0|78675.0|0
