|dates|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9843.0|0|9843.0|0|230.0|0|0.0|100
0|2021-10-18|9905.0|0|9905.0|0|234.0|0|0.0|100
0|2021-10-19|9915.0|0|9915.0|0|234.0|0|0.0|100
0|2021-10-20|9931.0|0|9931.0|0|234.0|0|0.0|100
0|2021-10-21|9940.0|0|9940.0|0|238.0|0|0.0|100
0|2021-10-22|9949.0|0|9949.0|0|244.0|0|0.0|100
0|2021-10-23|9949.0|0|9949.0|0|244.0|0|0.0|100
0|2021-10-24|9949.0|0|9949.0|0|244.0|0|0.0|100
0|2021-10-25|9994.0|0|9994.0|0|245.0|0|0.0|100
0|2021-10-26|10008.0|0|10008.0|0|245.0|0|0.0|100
0|2021-10-27|10022.0|0|10022.0|0|246.0|0|0.0|100
0|2021-10-28|10034.0|0|10034.0|0|248.0|0|0.0|100
0|2021-10-29|10041.0|0|10041.0|0|249.0|0|0.0|100
0|2021-10-30|10041.0|0|10041.0|0|249.0|0|0.0|100
0|2021-10-31|10041.0|0|10041.0|0|249.0|0|0.0|100
0|2021-11-01|10081.0|0|10081.0|0|251.0|0|0.0|100
0|2021-11-02|10099.0|0|10099.0|0|252.0|0|0.0|100
0|2021-11-03|10106.0|0|10106.0|0|252.0|0|0.0|100
0|2021-11-04|10118.0|0|10118.0|0|252.0|0|0.0|100
0|2021-11-05|10130.0|0|10130.0|0|252.0|0|0.0|100
0|2021-11-06|10130.0|0|10130.0|0|252.0|0|0.0|100
0|2021-11-07|10130.0|0|10130.0|0|252.0|0|0.0|100
0|2021-11-08|10152.0|0|10152.0|0|254.0|0|0.0|100
0|2021-11-09|10159.0|0|10159.0|0|254.0|0|0.0|100
0|2021-11-10|10162.0|0|10162.0|0|254.0|0|0.0|100
0|2021-11-11|10162.0|0|10162.0|0|254.0|0|0.0|100
0|2021-11-12|10183.0|0|10183.0|0|254.0|0|0.0|100
0|2021-11-13|10183.0|0|10183.0|0|254.0|0|0.0|100
0|2021-11-14|10183.0|0|10183.0|0|254.0|0|0.0|100
0|2021-11-15|10202.0|0|10202.0|0|255.0|0|0.0|100
0|2021-11-16|10211.0|0|10211.0|0|255.0|0|0.0|100
0|2021-11-17|10222.0|0|10222.0|0|256.0|0|0.0|100
0|2021-11-18|10228.0|0|10228.0|0|256.0|0|0.0|100
0|2021-11-19|10236.0|0|10236.0|0|256.0|0|0.0|100
0|2021-11-20|10236.0|0|10236.0|0|256.0|0|0.0|100
0|2021-11-21|10236.0|0|10236.0|0|256.0|0|0.0|100
0|2021-11-22|10259.0|0|10259.0|0|256.0|0|0.0|100
0|2021-11-23|10267.0|0|10267.0|0|256.0|0|0.0|100
0|2021-11-24|10274.0|0|10273.0|0|256.0|0|0.0|100
0|2021-11-25|10273.0|0|10273.0|0|256.0|0|0.0|100
0|2021-11-26|10285.0|0|10283.0|0|258.0|0|0.0|100
0|2021-11-27|10285.0|0|10283.0|0|258.0|0|0.0|100
0|2021-11-28|10285.0|0|10283.0|0|258.0|0|0.0|100
0|2021-11-29|10310.0|0|10310.0|0|258.0|0|0.0|100
0|2021-11-30|10321.0|0|10321.0|0|258.0|0|0.0|100
0|2021-12-01|10333.0|0|10333.0|0|258.0|0|0.0|100
0|2021-12-02|10340.0|0|10340.0|0|259.0|0|0.0|100
0|2021-12-03|10353.0|0|10353.0|0|259.0|0|0.0|100
0|2021-12-04|10353.0|0|10353.0|0|259.0|0|0.0|100
0|2021-12-05|10353.0|0|10353.0|0|259.0|0|0.0|100
0|2021-12-06|10380.0|0|10380.0|0|259.0|0|0.0|100
0|2021-12-07|10383.0|0|10383.0|0|259.0|0|0.0|100
0|2021-12-08|10402.0|0|10402.0|0|260.0|0|0.0|100
0|2021-12-09|10414.0|0|10414.0|0|260.0|0|0.0|100
0|2021-12-10|10422.0|0|10422.0|0|260.0|0|0.0|100
0|2021-12-11|10422.0|0|10422.0|0|260.0|0|0.0|100
0|2021-12-12|10422.0|0|10422.0|0|260.0|0|0.0|100
0|2021-12-13|10451.0|0|10451.0|0|260.0|0|0.0|100
0|2021-12-14|10451.0|0|10460.0|0|260.0|0|0.0|100
0|2021-12-15|10469.0|0|10469.0|0|260.0|0|0.0|100
0|2021-12-16|10472.0|0|10472.0|0|260.0|0|0.0|100
0|2021-12-17|10481.0|0|10481.0|0|261.0|0|0.0|100
0|2021-12-18|10481.0|0|10481.0|0|261.0|0|0.0|100
0|2021-12-19|10481.0|0|10481.0|0|261.0|0|0.0|100
0|2021-12-20|10509.0|0|10509.0|0|262.0|0|0.0|100
0|2021-12-21|10516.0|0|10516.0|0|262.0|0|0.0|100
