|dates|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|10521.0|0|10521.0|0|262.0|0|0.0|100
0|2021-12-23|10534.0|0|10534.0|0|262.0|0|0.0|100
0|2021-12-24|10534.0|0|10534.0|0|262.0|0|0.0|100
0|2021-12-25|10534.0|0|10534.0|0|262.0|0|0.0|100
0|2021-12-26|10534.0|0|10534.0|0|262.0|0|0.0|100
0|2021-12-27|10534.0|0|10534.0|0|262.0|0|0.0|100
0|2021-12-28|10534.0|0|10534.0|0|262.0|0|0.0|100
0|2021-12-29|10618.0|0|10618.0|0|266.0|0|0.0|100
0|2021-12-30|10636.0|0|10636.0|0|266.0|0|0.0|100
0|2021-12-31|10667.0|0|10667.0|0|267.0|0|0.0|100
0|2022-01-01|10667.0|0|10667.0|0|267.0|0|0.0|100
0|2022-01-02|10667.0|0|10667.0|0|267.0|0|0.0|100
0|2022-01-03|10667.0|0|10667.0|0|267.0|0|0.0|100
0|2022-01-04|10912.0|0|10912.0|0|267.0|0|0.0|100
0|2022-01-05|11000.0|0|11000.0|0|267.0|0|0.0|100
0|2022-01-06|11113.0|0|11113.0|0|268.0|0|0.0|100
0|2022-01-07|11191.0|0|11191.0|0|268.0|0|0.0|100
0|2022-01-08|11191.0|0|11191.0|0|268.0|0|0.0|100
0|2022-01-09|11191.0|0|11191.0|0|268.0|0|0.0|100
0|2022-01-10|11525.0|0|11525.0|0|268.0|0|0.0|100
0|2022-01-11|11570.0|0|11570.0|0|268.0|0|0.0|100
0|2022-01-12|11737.0|0|11737.0|0|270.0|0|0.0|100
0|2022-01-13|11737.0|0|11860.0|0|270.0|0|0.0|100
0|2022-01-14|12010.0|0|12010.0|0|272.0|0|0.0|100
0|2022-01-15|12010.0|0|12010.0|0|272.0|0|0.0|100
0|2022-01-16|12010.0|0|12010.0|0|272.0|0|0.0|100
0|2022-01-17|12010.0|0|0.0|100|272.0|0|0.0|100
