|dates|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sampson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Sampson_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11069.0|0|11069.0|0|130.0|0|0.0|100
0|2021-10-18|11132.0|0|11132.0|0|131.0|0|0.0|100
0|2021-10-19|11134.0|0|11134.0|0|131.0|0|0.0|100
0|2021-10-20|11159.0|0|11159.0|0|133.0|0|0.0|100
0|2021-10-21|11190.0|0|11190.0|0|133.0|0|0.0|100
0|2021-10-22|11215.0|0|11215.0|0|135.0|0|0.0|100
0|2021-10-23|11215.0|0|11215.0|0|135.0|0|0.0|100
0|2021-10-24|11215.0|0|11215.0|0|135.0|0|0.0|100
0|2021-10-25|11241.0|0|11241.0|0|135.0|0|0.0|100
0|2021-10-26|11242.0|0|11242.0|0|135.0|0|0.0|100
0|2021-10-27|11259.0|0|11259.0|0|135.0|0|0.0|100
0|2021-10-28|11277.0|0|11277.0|0|135.0|0|0.0|100
0|2021-10-29|11296.0|0|11296.0|0|136.0|0|0.0|100
0|2021-10-30|11296.0|0|11296.0|0|136.0|0|0.0|100
0|2021-10-31|11296.0|0|11296.0|0|136.0|0|0.0|100
0|2021-11-01|11320.0|0|11320.0|0|136.0|0|0.0|100
0|2021-11-02|11329.0|0|11329.0|0|136.0|0|0.0|100
0|2021-11-03|11337.0|0|11337.0|0|136.0|0|0.0|100
0|2021-11-04|11361.0|0|11361.0|0|137.0|0|0.0|100
0|2021-11-05|11378.0|0|11378.0|0|137.0|0|0.0|100
0|2021-11-06|11378.0|0|11378.0|0|137.0|0|0.0|100
0|2021-11-07|11378.0|0|11378.0|0|137.0|0|0.0|100
0|2021-11-08|11400.0|0|11400.0|0|137.0|0|0.0|100
0|2021-11-09|11404.0|0|11404.0|0|137.0|0|0.0|100
0|2021-11-10|11404.0|0|11411.0|0|137.0|0|0.0|100
0|2021-11-11|11411.0|0|11411.0|0|137.0|0|0.0|100
0|2021-11-12|11424.0|0|11424.0|0|137.0|0|0.0|100
0|2021-11-13|11424.0|0|11424.0|0|137.0|0|0.0|100
0|2021-11-14|11424.0|0|11424.0|0|137.0|0|0.0|100
0|2021-11-15|11439.0|0|11439.0|0|137.0|0|0.0|100
0|2021-11-16|11440.0|0|11440.0|0|138.0|0|0.0|100
0|2021-11-17|11451.0|0|11451.0|0|139.0|0|0.0|100
0|2021-11-18|11464.0|0|11464.0|0|139.0|0|0.0|100
0|2021-11-19|11479.0|0|11479.0|0|140.0|0|0.0|100
0|2021-11-20|11479.0|0|11479.0|0|140.0|0|0.0|100
0|2021-11-21|11479.0|0|11479.0|0|140.0|0|0.0|100
0|2021-11-22|11497.0|0|11497.0|0|140.0|0|0.0|100
0|2021-11-23|11506.0|0|11506.0|0|140.0|0|0.0|100
0|2021-11-24|11520.0|0|11520.0|0|140.0|0|0.0|100
0|2021-11-25|11520.0|0|11520.0|0|140.0|0|0.0|100
0|2021-11-26|11520.0|0|11520.0|0|140.0|0|0.0|100
0|2021-11-27|11520.0|0|11520.0|0|140.0|0|0.0|100
0|2021-11-28|11520.0|0|11520.0|0|140.0|0|0.0|100
0|2021-11-29|11557.0|0|11557.0|0|140.0|0|0.0|100
0|2021-11-30|11566.0|0|11566.0|0|140.0|0|0.0|100
0|2021-12-01|11579.0|0|11579.0|0|140.0|0|0.0|100
0|2021-12-02|11604.0|0|11604.0|0|140.0|0|0.0|100
0|2021-12-03|11604.0|0|11629.0|0|140.0|0|0.0|100
0|2021-12-04|11629.0|0|11629.0|0|140.0|0|0.0|100
0|2021-12-05|11629.0|0|11629.0|0|140.0|0|0.0|100
0|2021-12-06|11651.0|0|11651.0|0|140.0|0|0.0|100
0|2021-12-07|11658.0|0|11658.0|0|140.0|0|0.0|100
0|2021-12-08|11690.0|0|11690.0|0|140.0|0|0.0|100
0|2021-12-09|11719.0|0|11719.0|0|141.0|0|0.0|100
0|2021-12-10|11739.0|0|11739.0|0|141.0|0|0.0|100
0|2021-12-11|11739.0|0|11739.0|0|141.0|0|0.0|100
0|2021-12-12|11739.0|0|11739.0|0|141.0|0|0.0|100
0|2021-12-13|11774.0|0|11774.0|0|141.0|0|0.0|100
0|2021-12-14|11774.0|0|11784.0|0|141.0|0|0.0|100
0|2021-12-15|11817.0|0|11817.0|0|141.0|0|0.0|100
0|2021-12-16|11854.0|0|11854.0|0|141.0|0|0.0|100
0|2021-12-17|11872.0|0|11872.0|0|141.0|0|0.0|100
0|2021-12-18|11872.0|0|11872.0|0|141.0|0|0.0|100
0|2021-12-19|11872.0|0|11872.0|0|141.0|0|0.0|100
0|2021-12-20|11913.0|0|11913.0|0|142.0|0|0.0|100
0|2021-12-21|11928.0|0|11928.0|0|142.0|0|0.0|100
0|2021-12-22|11958.0|0|11958.0|0|143.0|0|0.0|100
0|2021-12-23|11958.0|0|11958.0|0|143.0|0|0.0|100
0|2021-12-24|11958.0|0|11958.0|0|143.0|0|0.0|100
0|2021-12-25|11958.0|0|11958.0|0|143.0|0|0.0|100
0|2021-12-26|11958.0|0|11958.0|0|143.0|0|0.0|100
0|2021-12-27|11958.0|0|11958.0|0|143.0|0|0.0|100
0|2021-12-28|12046.0|0|12046.0|0|143.0|0|0.0|100
0|2021-12-29|12067.0|0|12067.0|0|143.0|0|0.0|100
0|2021-12-30|12137.0|0|12137.0|0|144.0|0|0.0|100
0|2021-12-31|12137.0|0|12219.0|0|144.0|0|0.0|100
0|2022-01-01|12137.0|0|12219.0|0|144.0|0|0.0|100
0|2022-01-02|12137.0|0|12219.0|0|144.0|0|0.0|100
0|2022-01-03|12361.0|0|12361.0|0|145.0|0|0.0|100
0|2022-01-04|12406.0|0|12406.0|0|145.0|0|0.0|100
0|2022-01-05|12508.0|0|12508.0|0|145.0|0|0.0|100
0|2022-01-06|12667.0|0|12667.0|0|145.0|0|0.0|100
0|2022-01-07|12856.0|0|12856.0|0|145.0|0|0.0|100
0|2022-01-08|12856.0|0|12856.0|0|145.0|0|0.0|100
0|2022-01-09|12856.0|0|12856.0|0|145.0|0|0.0|100
0|2022-01-10|13280.0|0|13280.0|0|145.0|0|0.0|100
0|2022-01-11|13411.0|0|13411.0|0|145.0|0|0.0|100
0|2022-01-12|13541.0|0|13541.0|0|145.0|0|0.0|100
0|2022-01-13|13541.0|0|13810.0|0|145.0|0|0.0|100
0|2022-01-14|14042.0|0|14042.0|0|145.0|0|0.0|100
0|2022-01-15|14042.0|0|14042.0|0|145.0|0|0.0|100
0|2022-01-16|14042.0|0|14042.0|0|145.0|0|0.0|100
0|2022-01-17|14042.0|0|0.0|100|145.0|0|0.0|100
