|dates|Shackelford_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shackelford_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shackelford_Texas_UnitedStates.Male_Total_Population.data|Shackelford_Texas_UnitedStates.Male_Total_Population.missing|Shackelford_Texas_UnitedStates.Female_Total_Population.data|Shackelford_Texas_UnitedStates.Female_Total_Population.missing|Shackelford_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Shackelford_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-18|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-19|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-20|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-21|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-22|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-23|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-24|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-25|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-26|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-27|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-28|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-29|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-30|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-10-31|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-01|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-02|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-03|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-04|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-05|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-06|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-07|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-08|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-09|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-10|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-11|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-12|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-13|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-14|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-15|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-16|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-17|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-18|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-19|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-20|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-21|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-22|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-23|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-24|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-25|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-26|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-27|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-28|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-29|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-11-30|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-01|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-02|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-03|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-04|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-05|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-06|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-07|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-08|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-09|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-10|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-11|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-12|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-13|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-14|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-15|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-16|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-17|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-18|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-19|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-20|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-21|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-22|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-23|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-24|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-25|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-26|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-27|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-28|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-29|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-30|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2021-12-31|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-01|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-02|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-03|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-04|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-05|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-06|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-07|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-08|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-09|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-10|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-11|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-12|665.0|0|1572.0|0|1681.0|0|748.0|0
0|2022-01-13|665.0|0|1572.0|0|1681.0|0|748.0|0
