|dates|Suffolk_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Suffolk_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Suffolk_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.data|Suffolk_Massachusetts_UnitedStates.NYT_ConfirmedDeaths.missing|Suffolk_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Suffolk_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Suffolk_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Suffolk_Massachusetts_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|1908.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|1912.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|1912.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|1913.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|1913.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|1914.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|1914.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|1914.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|1915.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|1918.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|1918.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|1919.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|1920.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|1920.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|1920.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|1920.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|1921.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|1921.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|1923.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|1924.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|1924.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|1924.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|1925.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|1926.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|1929.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|1929.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|1928.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|1928.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|1928.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|1930.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|1932.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|1932.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|1932.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|1934.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|1934.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|1934.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|1933.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|1935.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|1936.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|1936.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|1937.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|1937.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|1937.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|1940.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|1941.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|1942.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|1943.0|0|0.0|100|0.0|100
