|dates|Hyde_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hyde_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hyde_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Hyde_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Hyde_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hyde_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hyde_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hyde_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|849.0|0|849.0|0|12.0|0|0.0|100
0|2021-11-21|849.0|0|849.0|0|12.0|0|0.0|100
0|2021-11-22|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-23|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-24|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-25|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-26|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-27|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-28|852.0|0|852.0|0|12.0|0|0.0|100
0|2021-11-29|856.0|0|856.0|0|12.0|0|0.0|100
0|2021-11-30|857.0|0|857.0|0|12.0|0|0.0|100
0|2021-12-01|859.0|0|859.0|0|12.0|0|0.0|100
0|2021-12-02|859.0|0|859.0|0|12.0|0|0.0|100
0|2021-12-03|859.0|0|860.0|0|12.0|0|0.0|100
0|2021-12-04|860.0|0|860.0|0|12.0|0|0.0|100
0|2021-12-05|860.0|0|860.0|0|12.0|0|0.0|100
0|2021-12-06|864.0|0|864.0|0|12.0|0|0.0|100
0|2021-12-07|865.0|0|865.0|0|12.0|0|0.0|100
0|2021-12-08|865.0|0|865.0|0|12.0|0|0.0|100
0|2021-12-09|865.0|0|865.0|0|12.0|0|0.0|100
0|2021-12-10|866.0|0|866.0|0|12.0|0|0.0|100
0|2021-12-11|866.0|0|866.0|0|12.0|0|0.0|100
0|2021-12-12|866.0|0|866.0|0|12.0|0|0.0|100
0|2021-12-13|867.0|0|867.0|0|12.0|0|0.0|100
0|2021-12-14|867.0|0|868.0|0|12.0|0|0.0|100
0|2021-12-15|868.0|0|868.0|0|12.0|0|0.0|100
0|2021-12-16|872.0|0|872.0|0|12.0|0|0.0|100
0|2021-12-17|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-18|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-19|873.0|0|873.0|0|12.0|0|0.0|100
0|2021-12-20|878.0|0|878.0|0|12.0|0|0.0|100
0|2021-12-21|879.0|0|879.0|0|12.0|0|0.0|100
0|2021-12-22|880.0|0|880.0|0|12.0|0|0.0|100
0|2021-12-23|880.0|0|880.0|0|12.0|0|0.0|100
0|2021-12-24|880.0|0|880.0|0|12.0|0|0.0|100
0|2021-12-25|880.0|0|880.0|0|12.0|0|0.0|100
0|2021-12-26|880.0|0|880.0|0|12.0|0|0.0|100
0|2021-12-27|880.0|0|880.0|0|12.0|0|0.0|100
0|2021-12-28|886.0|0|886.0|0|12.0|0|0.0|100
0|2021-12-29|886.0|0|886.0|0|12.0|0|0.0|100
0|2021-12-30|888.0|0|888.0|0|12.0|0|0.0|100
0|2021-12-31|888.0|0|894.0|0|12.0|0|0.0|100
0|2022-01-01|888.0|0|894.0|0|12.0|0|0.0|100
0|2022-01-02|888.0|0|894.0|0|12.0|0|0.0|100
0|2022-01-03|903.0|0|903.0|0|12.0|0|0.0|100
0|2022-01-04|906.0|0|906.0|0|12.0|0|0.0|100
0|2022-01-05|911.0|0|911.0|0|13.0|0|0.0|100
0|2022-01-06|921.0|0|921.0|0|13.0|0|0.0|100
0|2022-01-07|927.0|0|927.0|0|13.0|0|0.0|100
0|2022-01-08|927.0|0|927.0|0|13.0|0|0.0|100
0|2022-01-09|927.0|0|927.0|0|13.0|0|0.0|100
0|2022-01-10|960.0|0|960.0|0|13.0|0|0.0|100
0|2022-01-11|965.0|0|965.0|0|13.0|0|0.0|100
0|2022-01-12|970.0|0|970.0|0|13.0|0|0.0|100
0|2022-01-13|970.0|0|976.0|0|13.0|0|0.0|100
0|2022-01-14|981.0|0|981.0|0|13.0|0|0.0|100
0|2022-01-15|981.0|0|981.0|0|13.0|0|0.0|100
0|2022-01-16|981.0|0|981.0|0|13.0|0|0.0|100
0|2022-01-17|981.0|0|0.0|100|13.0|0|0.0|100
