|dates|Shelby_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Shelby_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|7909.0|0|7909.0|0|123.0|0|0.0|100
0|2021-12-21|7926.0|0|7926.0|0|124.0|0|0.0|100
0|2021-12-22|7949.0|0|7949.0|0|125.0|0|0.0|100
0|2021-12-23|7949.0|0|7949.0|0|125.0|0|0.0|100
0|2021-12-24|7949.0|0|7949.0|0|125.0|0|0.0|100
0|2021-12-25|7949.0|0|7949.0|0|125.0|0|0.0|100
0|2021-12-26|7949.0|0|7949.0|0|125.0|0|0.0|100
0|2021-12-27|8020.0|0|8020.0|0|128.0|0|0.0|100
0|2021-12-28|8052.0|0|8052.0|0|128.0|0|0.0|100
0|2021-12-29|8092.0|0|8092.0|0|129.0|0|0.0|100
0|2021-12-30|8092.0|0|8092.0|0|129.0|0|0.0|100
0|2021-12-31|8092.0|0|8092.0|0|129.0|0|0.0|100
0|2022-01-01|8092.0|0|8092.0|0|129.0|0|0.0|100
0|2022-01-02|8092.0|0|8092.0|0|129.0|0|0.0|100
0|2022-01-03|8335.0|0|8335.0|0|129.0|0|0.0|100
0|2022-01-04|8433.0|0|8433.0|0|129.0|0|0.0|100
0|2022-01-05|8533.0|0|8533.0|0|129.0|0|0.0|100
0|2022-01-06|8619.0|0|8619.0|0|129.0|0|0.0|100
0|2022-01-07|8826.0|0|8826.0|0|129.0|0|0.0|100
0|2022-01-08|8826.0|0|8826.0|0|129.0|0|0.0|100
0|2022-01-09|8826.0|0|8826.0|0|129.0|0|0.0|100
0|2022-01-10|9066.0|0|9066.0|0|130.0|0|0.0|100
0|2022-01-11|9200.0|0|9200.0|0|130.0|0|0.0|100
0|2022-01-12|9335.0|0|9335.0|0|130.0|0|0.0|100
0|2022-01-13|9335.0|0|9446.0|0|130.0|0|0.0|100
0|2022-01-14|9614.0|0|9614.0|0|132.0|0|0.0|100
0|2022-01-15|9614.0|0|9614.0|0|132.0|0|0.0|100
0|2022-01-16|9614.0|0|9614.0|0|132.0|0|0.0|100
0|2022-01-17|9614.0|0|0.0|100|132.0|0|0.0|100
