|dates|GrandForks_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|GrandForks_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|GrandForks_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|GrandForks_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|GrandForks_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-11|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-12|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-13|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-14|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-15|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-16|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-17|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-18|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-19|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-20|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-21|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-22|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-23|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-24|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-25|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-26|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-27|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-28|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-29|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-30|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-31|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-01|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-02|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-03|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-04|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-05|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-06|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-07|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-08|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-09|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-10|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-11|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-12|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-13|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-14|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-15|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-16|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2022-01-17|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
