|dates|GrandForks_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|GrandForks_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|GrandForks_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|GrandForks_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|GrandForks_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|GrandForks_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-18|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-19|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-20|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-21|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-22|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-23|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-24|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-25|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-26|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-27|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-28|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-29|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-30|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-10-31|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-01|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-02|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-03|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-04|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-05|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-06|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-07|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-08|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-09|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-10|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-11|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-12|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-13|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-14|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-15|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-16|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-17|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-18|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-19|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-20|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-21|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-22|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-23|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-24|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-25|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-26|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-27|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-28|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-29|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-11-30|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-01|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-02|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-03|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-04|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-05|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-06|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-07|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-08|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-09|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
0|2021-12-10|35536.0|0|1169.0|0|3.184852199972756|0|36705.0|0
