|dates|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|80192.0|0|80192.0|0|1395.0|0|0.0|100
0|2021-12-03|80572.0|0|80572.0|0|1405.0|0|0.0|100
0|2021-12-04|80887.0|0|80887.0|0|1405.0|0|0.0|100
0|2021-12-05|81025.0|0|81025.0|0|1405.0|0|0.0|100
0|2021-12-06|81160.0|0|81160.0|0|1405.0|0|0.0|100
0|2021-12-07|81480.0|0|81480.0|0|1414.0|0|0.0|100
0|2021-12-08|81865.0|0|81865.0|0|1414.0|0|0.0|100
0|2021-12-09|82106.0|0|82106.0|0|1414.0|0|0.0|100
0|2021-12-10|82417.0|0|82417.0|0|1433.0|0|0.0|100
0|2021-12-11|82724.0|0|82724.0|0|1433.0|0|0.0|100
0|2021-12-12|82855.0|0|82855.0|0|1433.0|0|0.0|100
0|2021-12-13|83136.0|0|83136.0|0|1433.0|0|0.0|100
0|2021-12-14|83136.0|0|83434.0|0|1433.0|0|0.0|100
0|2021-12-15|83737.0|0|83737.0|0|1440.0|0|0.0|100
0|2021-12-16|84198.0|0|84198.0|0|1440.0|0|0.0|100
0|2021-12-17|84421.0|0|84421.0|0|1461.0|0|0.0|100
0|2021-12-18|84714.0|0|84714.0|0|1461.0|0|0.0|100
0|2021-12-19|84926.0|0|84926.0|0|1461.0|0|0.0|100
0|2021-12-20|85140.0|0|85140.0|0|1461.0|0|0.0|100
0|2021-12-21|85445.0|0|85445.0|0|1471.0|0|0.0|100
0|2021-12-22|85737.0|0|85737.0|0|1471.0|0|0.0|100
0|2021-12-23|86134.0|0|86134.0|0|1471.0|0|0.0|100
0|2021-12-24|86488.0|0|86488.0|0|1482.0|0|0.0|100
0|2021-12-25|86488.0|0|86488.0|0|1482.0|0|0.0|100
0|2021-12-26|87079.0|0|87079.0|0|1482.0|0|0.0|100
0|2021-12-27|87326.0|0|87326.0|0|1482.0|0|0.0|100
0|2021-12-28|87814.0|0|87814.0|0|1486.0|0|0.0|100
0|2021-12-29|88393.0|0|88393.0|0|1486.0|0|0.0|100
0|2021-12-30|89072.0|0|89072.0|0|1486.0|0|0.0|100
0|2021-12-31|89842.0|0|89842.0|0|1512.0|0|0.0|100
0|2022-01-01|89842.0|0|89842.0|0|1512.0|0|0.0|100
0|2022-01-02|91480.0|0|91480.0|0|1512.0|0|0.0|100
0|2022-01-03|92259.0|0|92259.0|0|1512.0|0|0.0|100
0|2022-01-04|93206.0|0|93206.0|0|1528.0|0|0.0|100
0|2022-01-05|94079.0|0|94079.0|0|1528.0|0|0.0|100
0|2022-01-06|94787.0|0|94787.0|0|1528.0|0|0.0|100
0|2022-01-07|95605.0|0|95605.0|0|1547.0|0|0.0|100
0|2022-01-08|96386.0|0|96386.0|0|1547.0|0|0.0|100
0|2022-01-09|97130.0|0|97130.0|0|1547.0|0|0.0|100
0|2022-01-10|98069.0|0|98069.0|0|1547.0|0|0.0|100
0|2022-01-11|99099.0|0|99099.0|0|1559.0|0|0.0|100
0|2022-01-12|100219.0|0|100219.0|0|1559.0|0|0.0|100
0|2022-01-13|100219.0|0|101198.0|0|1559.0|0|0.0|100
0|2022-01-14|103783.0|0|103783.0|0|1586.0|0|0.0|100
0|2022-01-15|106933.0|0|106933.0|0|1586.0|0|0.0|100
0|2022-01-16|108862.0|0|108862.0|0|1586.0|0|0.0|100
0|2022-01-17|110383.0|0|0.0|100|1586.0|0|0.0|100
