|dates|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.NYT_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|73065.0|0|73065.0|0|1299.0|0|0.0|100
0|2021-10-18|73168.0|0|73168.0|0|1301.0|0|0.0|100
0|2021-10-19|73307.0|0|73307.0|0|1302.0|0|0.0|100
0|2021-10-20|73566.0|0|73566.0|0|1302.0|0|0.0|100
0|2021-10-21|73710.0|0|73710.0|0|1305.0|0|0.0|100
0|2021-10-22|73895.0|0|73895.0|0|1306.0|0|0.0|100
0|2021-10-23|74066.0|0|74066.0|0|1308.0|0|0.0|100
0|2021-10-24|74185.0|0|74185.0|0|1308.0|0|0.0|100
0|2021-10-25|74255.0|0|74255.0|0|1309.0|0|0.0|100
0|2021-10-26|74450.0|0|74450.0|0|1310.0|0|0.0|100
0|2021-10-27|74597.0|0|74597.0|0|1312.0|0|0.0|100
0|2021-10-28|74792.0|0|74792.0|0|1313.0|0|0.0|100
0|2021-10-29|74918.0|0|74918.0|0|1314.0|0|0.0|100
0|2021-10-30|75047.0|0|75047.0|0|1315.0|0|0.0|100
0|2021-10-31|75145.0|0|75145.0|0|1315.0|0|0.0|100
0|2021-11-01|75195.0|0|75195.0|0|1317.0|0|0.0|100
0|2021-11-02|75322.0|0|75322.0|0|1317.0|0|0.0|100
0|2021-11-03|75460.0|0|75460.0|0|1317.0|0|0.0|100
0|2021-11-04|75633.0|0|75633.0|0|1317.0|0|0.0|100
0|2021-11-05|75760.0|0|75760.0|0|1317.0|0|0.0|100
0|2021-11-06|75909.0|0|75909.0|0|1317.0|0|0.0|100
0|2021-11-07|76085.0|0|76085.0|0|1317.0|0|0.0|100
0|2021-11-08|76147.0|0|76147.0|0|1317.0|0|0.0|100
0|2021-11-09|76356.0|0|76356.0|0|1327.0|0|0.0|100
0|2021-11-10|76543.0|0|76543.0|0|1327.0|0|0.0|100
0|2021-11-11|76728.0|0|76728.0|0|1327.0|0|0.0|100
0|2021-11-12|76932.0|0|76932.0|0|1345.0|0|0.0|100
0|2021-11-13|77057.0|0|77057.0|0|1345.0|0|0.0|100
0|2021-11-14|77203.0|0|77203.0|0|1345.0|0|0.0|100
0|2021-11-15|77296.0|0|77296.0|0|1345.0|0|0.0|100
0|2021-11-16|77496.0|0|77496.0|0|1351.0|0|0.0|100
0|2021-11-17|77651.0|0|77651.0|0|1351.0|0|0.0|100
0|2021-11-18|77865.0|0|77865.0|0|1351.0|0|0.0|100
0|2021-11-19|78032.0|0|78032.0|0|1367.0|0|0.0|100
0|2021-11-20|78188.0|0|78188.0|0|1367.0|0|0.0|100
0|2021-11-21|78284.0|0|78284.0|0|1367.0|0|0.0|100
0|2021-11-22|78427.0|0|78427.0|0|1367.0|0|0.0|100
0|2021-11-23|78572.0|0|78572.0|0|1379.0|0|0.0|100
0|2021-11-24|78747.0|0|78747.0|0|1379.0|0|0.0|100
0|2021-11-25|78747.0|0|78747.0|0|1379.0|0|0.0|100
0|2021-11-26|79059.0|0|79059.0|0|1387.0|0|0.0|100
0|2021-11-27|79059.0|0|79142.0|0|1387.0|0|0.0|100
0|2021-11-28|79288.0|0|79288.0|0|1387.0|0|0.0|100
0|2021-11-29|79472.0|0|79472.0|0|1387.0|0|0.0|100
0|2021-11-30|79645.0|0|79645.0|0|1395.0|0|0.0|100
0|2021-12-01|79920.0|0|79920.0|0|1395.0|0|0.0|100
