|dates|Knox_Texas_UnitedStates.JHU_ConfirmedCases.data|Knox_Texas_UnitedStates.JHU_ConfirmedCases.missing|Knox_Texas_UnitedStates.NYT_ConfirmedCases.data|Knox_Texas_UnitedStates.NYT_ConfirmedCases.missing|Knox_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|387.0|0|387.0|0|22.0|0|0.0|100
0|2021-12-29|390.0|0|390.0|0|22.0|0|0.0|100
0|2021-12-30|390.0|0|390.0|0|22.0|0|0.0|100
0|2021-12-31|390.0|0|390.0|0|22.0|0|0.0|100
0|2022-01-01|390.0|0|390.0|0|22.0|0|0.0|100
0|2022-01-02|390.0|0|390.0|0|22.0|0|0.0|100
0|2022-01-03|394.0|0|394.0|0|22.0|0|0.0|100
0|2022-01-04|394.0|0|394.0|0|22.0|0|0.0|100
0|2022-01-05|394.0|0|394.0|0|22.0|0|0.0|100
0|2022-01-06|397.0|0|397.0|0|22.0|0|0.0|100
0|2022-01-07|397.0|0|397.0|0|22.0|0|0.0|100
0|2022-01-08|400.0|0|400.0|0|22.0|0|0.0|100
0|2022-01-09|401.0|0|401.0|0|22.0|0|0.0|100
0|2022-01-10|405.0|0|405.0|0|22.0|0|0.0|100
0|2022-01-11|408.0|0|408.0|0|22.0|0|0.0|100
0|2022-01-12|408.0|0|408.0|0|22.0|0|0.0|100
0|2022-01-13|408.0|0|409.0|0|22.0|0|0.0|100
0|2022-01-14|409.0|0|408.0|0|22.0|0|0.0|100
0|2022-01-15|412.0|0|412.0|0|22.0|0|0.0|100
0|2022-01-16|412.0|0|412.0|0|22.0|0|0.0|100
0|2022-01-17|416.0|0|0.0|100|22.0|0|0.0|100
