|dates|Cotton_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Cotton_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Cotton_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Cotton_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Cotton_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Cotton_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Cotton_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Cotton_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|1009.0|0|1009.0|0|23.0|0|0.0|100
0|2021-12-05|1009.0|0|1009.0|0|23.0|0|0.0|100
0|2021-12-06|1009.0|0|1009.0|0|23.0|0|0.0|100
0|2021-12-07|1009.0|0|1009.0|0|23.0|0|0.0|100
0|2021-12-08|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-09|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-10|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-11|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-12|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-13|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-14|1014.0|0|1013.0|0|23.0|0|0.0|100
0|2021-12-15|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-16|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-17|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-18|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-19|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-20|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-21|1019.0|0|1019.0|0|23.0|0|0.0|100
0|2021-12-22|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-23|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-24|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-25|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-26|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-27|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-28|1024.0|0|1024.0|0|23.0|0|0.0|100
0|2021-12-29|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2021-12-30|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2021-12-31|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2022-01-01|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2022-01-02|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2022-01-03|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2022-01-04|1028.0|0|1028.0|0|23.0|0|0.0|100
0|2022-01-05|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-06|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-07|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-08|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-09|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-10|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-11|1044.0|0|1044.0|0|23.0|0|0.0|100
0|2022-01-12|1115.0|0|1115.0|0|23.0|0|0.0|100
0|2022-01-13|1115.0|0|1115.0|0|23.0|0|0.0|100
0|2022-01-14|1115.0|0|1115.0|0|23.0|0|0.0|100
0|2022-01-15|1115.0|0|1115.0|0|23.0|0|0.0|100
0|2022-01-16|1115.0|0|1115.0|0|23.0|0|0.0|100
0|2022-01-17|1115.0|0|0.0|100|23.0|0|0.0|100
