|dates|Brantley_Georgia_UnitedStates.JHU_ConfirmedCases.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Brantley_Georgia_UnitedStates.NYT_ConfirmedCases.data|Brantley_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Brantley_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Brantley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Brantley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3098.0|0|3099.0|0|80.0|0|0.0|100
0|2021-10-18|3103.0|0|3104.0|0|80.0|0|0.0|100
0|2021-10-19|3106.0|0|3107.0|0|80.0|0|0.0|100
0|2021-10-20|3106.0|0|3107.0|0|82.0|0|0.0|100
0|2021-10-21|3108.0|0|3109.0|0|84.0|0|0.0|100
0|2021-10-22|3108.0|0|3109.0|0|84.0|0|0.0|100
0|2021-10-23|3108.0|0|3109.0|0|84.0|0|0.0|100
0|2021-10-24|3108.0|0|3109.0|0|84.0|0|0.0|100
0|2021-10-25|3109.0|0|3110.0|0|84.0|0|0.0|100
0|2021-10-26|3111.0|0|3112.0|0|85.0|0|0.0|100
0|2021-10-27|3114.0|0|3115.0|0|86.0|0|0.0|100
0|2021-10-28|3115.0|0|3116.0|0|86.0|0|0.0|100
0|2021-10-29|3117.0|0|3118.0|0|87.0|0|0.0|100
0|2021-10-30|3117.0|0|3118.0|0|87.0|0|0.0|100
0|2021-10-31|3117.0|0|3118.0|0|87.0|0|0.0|100
0|2021-11-01|3122.0|0|3123.0|0|87.0|0|0.0|100
0|2021-11-02|3123.0|0|3124.0|0|87.0|0|0.0|100
0|2021-11-03|3123.0|0|3124.0|0|87.0|0|0.0|100
0|2021-11-04|3125.0|0|3126.0|0|87.0|0|0.0|100
0|2021-11-05|3126.0|0|3127.0|0|87.0|0|0.0|100
0|2021-11-06|3126.0|0|3127.0|0|87.0|0|0.0|100
0|2021-11-07|3126.0|0|3127.0|0|87.0|0|0.0|100
0|2021-11-08|3126.0|0|3127.0|0|87.0|0|0.0|100
0|2021-11-09|3131.0|0|3132.0|0|87.0|0|0.0|100
0|2021-11-10|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-11|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-12|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-13|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-14|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-15|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-16|3132.0|0|3133.0|0|87.0|0|0.0|100
0|2021-11-17|3133.0|0|3134.0|0|87.0|0|0.0|100
0|2021-11-18|3134.0|0|3135.0|0|87.0|0|0.0|100
0|2021-11-19|3134.0|0|3135.0|0|88.0|0|0.0|100
0|2021-11-20|3134.0|0|3135.0|0|88.0|0|0.0|100
0|2021-11-21|3134.0|0|3135.0|0|88.0|0|0.0|100
0|2021-11-22|3135.0|0|3137.0|0|88.0|0|0.0|100
0|2021-11-23|3139.0|0|3141.0|0|88.0|0|0.0|100
0|2021-11-24|3140.0|0|3142.0|0|88.0|0|0.0|100
0|2021-11-25|3140.0|0|3142.0|0|88.0|0|0.0|100
0|2021-11-26|3140.0|0|3142.0|0|88.0|0|0.0|100
0|2021-11-27|3140.0|0|3142.0|0|88.0|0|0.0|100
0|2021-11-28|3140.0|0|3142.0|0|88.0|0|0.0|100
0|2021-11-29|3141.0|0|3143.0|0|88.0|0|0.0|100
0|2021-11-30|3141.0|0|3143.0|0|88.0|0|0.0|100
0|2021-12-01|3141.0|0|3143.0|0|90.0|0|0.0|100
0|2021-12-02|3141.0|0|3143.0|0|90.0|0|0.0|100
0|2021-12-03|3141.0|0|3143.0|0|90.0|0|0.0|100
0|2021-12-04|3141.0|0|3143.0|0|90.0|0|0.0|100
0|2021-12-05|3141.0|0|3143.0|0|90.0|0|0.0|100
0|2021-12-06|3140.0|0|3142.0|0|90.0|0|0.0|100
0|2021-12-07|3142.0|0|3144.0|0|90.0|0|0.0|100
0|2021-12-08|3142.0|0|3144.0|0|89.0|0|0.0|100
0|2021-12-09|3143.0|0|3145.0|0|89.0|0|0.0|100
0|2021-12-10|3146.0|0|3148.0|0|89.0|0|0.0|100
0|2021-12-11|3146.0|0|3148.0|0|89.0|0|0.0|100
0|2021-12-12|3146.0|0|3148.0|0|89.0|0|0.0|100
0|2021-12-13|3148.0|0|3150.0|0|89.0|0|0.0|100
0|2021-12-14|3148.0|0|3153.0|0|89.0|0|0.0|100
0|2021-12-15|3151.0|0|3153.0|0|89.0|0|0.0|100
0|2021-12-16|3152.0|0|3154.0|0|89.0|0|0.0|100
0|2021-12-17|3153.0|0|3155.0|0|89.0|0|0.0|100
0|2021-12-18|3153.0|0|3155.0|0|89.0|0|0.0|100
0|2021-12-19|3153.0|0|3155.0|0|89.0|0|0.0|100
0|2021-12-20|3154.0|0|3156.0|0|89.0|0|0.0|100
0|2021-12-21|3156.0|0|3158.0|0|89.0|0|0.0|100
0|2021-12-22|3160.0|0|3162.0|0|89.0|0|0.0|100
0|2021-12-23|3161.0|0|3163.0|0|89.0|0|0.0|100
0|2021-12-24|3161.0|0|3163.0|0|89.0|0|0.0|100
0|2021-12-25|3161.0|0|3163.0|0|89.0|0|0.0|100
0|2021-12-26|3161.0|0|3163.0|0|89.0|0|0.0|100
0|2021-12-27|3164.0|0|3166.0|0|89.0|0|0.0|100
0|2021-12-28|3164.0|0|3166.0|0|89.0|0|0.0|100
0|2021-12-29|3171.0|0|3173.0|0|89.0|0|0.0|100
0|2021-12-30|3178.0|0|3180.0|0|89.0|0|0.0|100
0|2021-12-31|3185.0|0|3187.0|0|89.0|0|0.0|100
0|2022-01-01|3185.0|0|3187.0|0|89.0|0|0.0|100
0|2022-01-02|3185.0|0|3187.0|0|89.0|0|0.0|100
0|2022-01-03|3185.0|0|3187.0|0|89.0|0|0.0|100
0|2022-01-04|3213.0|0|3215.0|0|91.0|0|0.0|100
0|2022-01-05|3222.0|0|3224.0|0|91.0|0|0.0|100
0|2022-01-06|3222.0|0|3224.0|0|91.0|0|0.0|100
0|2022-01-07|3222.0|0|3224.0|0|91.0|0|0.0|100
0|2022-01-08|3222.0|0|3224.0|0|91.0|0|0.0|100
0|2022-01-09|3222.0|0|3224.0|0|91.0|0|0.0|100
0|2022-01-10|3286.0|0|3289.0|0|91.0|0|0.0|100
0|2022-01-11|3302.0|0|3305.0|0|92.0|0|0.0|100
0|2022-01-12|3318.0|0|3321.0|0|92.0|0|0.0|100
0|2022-01-13|3318.0|0|3339.0|0|92.0|0|0.0|100
0|2022-01-14|3359.0|0|3362.0|0|92.0|0|0.0|100
0|2022-01-15|3359.0|0|3362.0|0|92.0|0|0.0|100
0|2022-01-16|3359.0|0|3362.0|0|92.0|0|0.0|100
0|2022-01-17|3401.0|0|0.0|100|92.0|0|0.0|100
