|dates|Hancock_Indiana_UnitedStates.AveragePrecipitationTotal.data|Hancock_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Hancock_Indiana_UnitedStates.AveragePrecipitation.data|Hancock_Indiana_UnitedStates.AveragePrecipitation.missing|Hancock_Indiana_UnitedStates.AverageWindDirection.data|Hancock_Indiana_UnitedStates.AverageWindDirection.missing|Hancock_Indiana_UnitedStates.AverageWindSpeed.data|Hancock_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-12-19|0.0|0|0.0|0|137.60416666666666|0|6.09375|0
0|2021-12-20|0.0|0|0.0|0|166.04166666666666|0|5.21875|0
0|2021-12-21|0.0|0|0.0|0|153.77083333333334|0|7.40625|0
0|2021-12-22|0.0|0|0.0|0|231.97916666666666|0|9.125|0
0|2021-12-23|0.0|0|0.0|0|177.08333333333334|0|10.854166666666666|0
0|2021-12-24|0.0|0|0.0|0|182.39583333333334|0|11.916666666666666|0
0|2021-12-25|0.0|0|0.0|0|251.30208333333334|0|13.401041666666666|0
0|2021-12-26|0.0|0|0.0|0|85.3125|0|4.385416666666667|0
0|2021-12-27|0.0|0|0.0|0|220.9375|0|12.104166666666666|0
0|2021-12-28|0.0|0|0.0|0|114.58333333333333|0|7.239583333333333|0
0|2021-12-29|0.0|0|0.0|0|162.08333333333334|0|5.28125|0
0|2021-12-30|0.0|0|0.0|0|134.6875|0|4.583333333333333|0
0|2021-12-31|0.0|0|0.0|0|127.8125|0|5.291666666666667|0
0|2022-01-01|0.0|0|0.0|0|223.64583333333334|0|8.666666666666666|0
0|2022-01-02|0.0|0|0.0|0|248.22916666666666|0|12.916666666666666|0
0|2022-01-03|0.0|0|0.0|0|235.625|0|5.989583333333333|0
0|2022-01-04|0.0|0|0.0|0|171.35416666666666|0|10.630208333333334|0
0|2022-01-05|0.0|0|0.0|0|243.85416666666666|0|19.921875|0
0|2022-01-06|0.0|0|0.0|0|271.6666666666667|0|11.40625|0
0|2022-01-07|0.0|0|0.0|0|221.14583333333334|0|7.78125|0
0|2022-01-08|0.0|0|0.0|0|156.77083333333334|0|11.90625|0
0|2022-01-09|0.0|0|0.0|0|262.6041666666667|0|12.802083333333334|0
0|2022-01-10|0.0|0|0.0|0|274.4791666666667|0|10.333333333333334|0
0|2022-01-11|0.0|0|0.0|0|155.72916666666666|0|8.854166666666666|0
0|2022-01-12|0.0|0|0.0|0|192.29166666666666|0|8.625|0
0|2022-01-13|0.0|0|0.0|0|242.1875|0|6.072916666666667|0
0|2022-01-14|0.0|0|0.0|0|110.3125|0|7.75|0
0|2022-01-15|0.0|0|0.0|0|47.28125|0|11.947916666666666|0
0|2022-01-16|0.0|0|0.0|0|167.5|0|8.614583333333334|0
0|2022-01-17|0.0|0|0.0|0|282.7083333333333|0|13.229166666666666|0
