|dates|Butte_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Butte_California_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Butte_California_UnitedStates.NYT_ConfirmedDeaths.data|Butte_California_UnitedStates.NYT_ConfirmedDeaths.missing|Butte_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Butte_California_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Butte_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Butte_California_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|260.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|265.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|265.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|268.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|270.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|273.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|273.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|273.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|273.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|273.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|274.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|274.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|277.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|277.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|277.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|281.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|281.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|282.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|284.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|288.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|288.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|288.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|288.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|288.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|291.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|293.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|293.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|296.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|296.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|296.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|296.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|297.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|300.0|0|0.0|100|0.0|100
