|dates|Dolores_Colorado_UnitedStates.JHU_ConfirmedCases.data|Dolores_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Dolores_Colorado_UnitedStates.NYT_ConfirmedCases.data|Dolores_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Dolores_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Dolores_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Dolores_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Dolores_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|289.0|0|289.0|0|6.0|0|0.0|100
0|2022-01-04|291.0|0|291.0|0|6.0|0|0.0|100
0|2022-01-05|292.0|0|292.0|0|6.0|0|0.0|100
0|2022-01-06|293.0|0|293.0|0|6.0|0|0.0|100
0|2022-01-07|292.0|0|292.0|0|6.0|0|0.0|100
0|2022-01-08|292.0|0|292.0|0|6.0|0|0.0|100
0|2022-01-09|292.0|0|292.0|0|6.0|0|0.0|100
0|2022-01-10|295.0|0|295.0|0|6.0|0|0.0|100
0|2022-01-11|295.0|0|295.0|0|6.0|0|0.0|100
0|2022-01-12|297.0|0|297.0|0|6.0|0|0.0|100
0|2022-01-13|297.0|0|297.0|0|6.0|0|0.0|100
0|2022-01-14|297.0|0|297.0|0|6.0|0|0.0|100
0|2022-01-15|297.0|0|297.0|0|6.0|0|0.0|100
0|2022-01-16|297.0|0|297.0|0|6.0|0|0.0|100
0|2022-01-17|299.0|0|0.0|100|6.0|0|0.0|100
