|dates|Dolores_Colorado_UnitedStates.JHU_ConfirmedCases.data|Dolores_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Dolores_Colorado_UnitedStates.NYT_ConfirmedCases.data|Dolores_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Dolores_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Dolores_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Dolores_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Dolores_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|225.0|0|225.0|0|2.0|0|0.0|100
0|2021-10-18|230.0|0|230.0|0|2.0|0|0.0|100
0|2021-10-19|230.0|0|230.0|0|2.0|0|0.0|100
0|2021-10-20|232.0|0|232.0|0|2.0|0|0.0|100
0|2021-10-21|233.0|0|233.0|0|2.0|0|0.0|100
0|2021-10-22|235.0|0|235.0|0|2.0|0|0.0|100
0|2021-10-23|235.0|0|235.0|0|2.0|0|0.0|100
0|2021-10-24|235.0|0|235.0|0|2.0|0|0.0|100
0|2021-10-25|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-26|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-27|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-28|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-29|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-30|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-10-31|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-11-01|237.0|0|237.0|0|3.0|0|0.0|100
0|2021-11-02|239.0|0|239.0|0|3.0|0|0.0|100
0|2021-11-03|239.0|0|239.0|0|3.0|0|0.0|100
0|2021-11-04|239.0|0|239.0|0|3.0|0|0.0|100
0|2021-11-05|242.0|0|242.0|0|4.0|0|0.0|100
0|2021-11-06|242.0|0|242.0|0|4.0|0|0.0|100
0|2021-11-07|242.0|0|242.0|0|4.0|0|0.0|100
0|2021-11-08|241.0|0|241.0|0|4.0|0|0.0|100
0|2021-11-09|242.0|0|242.0|0|5.0|0|0.0|100
0|2021-11-10|242.0|0|243.0|0|5.0|0|0.0|100
0|2021-11-11|245.0|0|245.0|0|5.0|0|0.0|100
0|2021-11-12|245.0|0|245.0|0|5.0|0|0.0|100
0|2021-11-13|245.0|0|245.0|0|5.0|0|0.0|100
0|2021-11-14|245.0|0|245.0|0|5.0|0|0.0|100
0|2021-11-15|247.0|0|247.0|0|5.0|0|0.0|100
0|2021-11-16|252.0|0|252.0|0|5.0|0|0.0|100
0|2021-11-17|252.0|0|252.0|0|4.0|0|0.0|100
0|2021-11-18|253.0|0|253.0|0|5.0|0|0.0|100
0|2021-11-19|253.0|0|253.0|0|5.0|0|0.0|100
0|2021-11-20|253.0|0|253.0|0|5.0|0|0.0|100
0|2021-11-21|253.0|0|253.0|0|5.0|0|0.0|100
0|2021-11-22|255.0|0|255.0|0|5.0|0|0.0|100
0|2021-11-23|255.0|0|255.0|0|5.0|0|0.0|100
0|2021-11-24|256.0|0|256.0|0|5.0|0|0.0|100
0|2021-11-25|256.0|0|256.0|0|5.0|0|0.0|100
0|2021-11-26|256.0|0|256.0|0|5.0|0|0.0|100
0|2021-11-27|256.0|0|256.0|0|5.0|0|0.0|100
0|2021-11-28|256.0|0|256.0|0|5.0|0|0.0|100
0|2021-11-29|256.0|0|256.0|0|5.0|0|0.0|100
0|2021-11-30|256.0|0|257.0|0|5.0|0|0.0|100
0|2021-12-01|258.0|0|258.0|0|5.0|0|0.0|100
0|2021-12-02|262.0|0|262.0|0|5.0|0|0.0|100
0|2021-12-03|263.0|0|263.0|0|5.0|0|0.0|100
0|2021-12-04|263.0|0|263.0|0|5.0|0|0.0|100
0|2021-12-05|263.0|0|263.0|0|5.0|0|0.0|100
0|2021-12-06|264.0|0|264.0|0|5.0|0|0.0|100
0|2021-12-07|265.0|0|265.0|0|5.0|0|0.0|100
0|2021-12-08|268.0|0|268.0|0|5.0|0|0.0|100
0|2021-12-09|269.0|0|269.0|0|5.0|0|0.0|100
0|2021-12-10|271.0|0|271.0|0|5.0|0|0.0|100
0|2021-12-11|271.0|0|271.0|0|5.0|0|0.0|100
0|2021-12-12|271.0|0|271.0|0|5.0|0|0.0|100
0|2021-12-13|272.0|0|272.0|0|5.0|0|0.0|100
0|2021-12-14|272.0|0|272.0|0|5.0|0|0.0|100
0|2021-12-15|272.0|0|272.0|0|5.0|0|0.0|100
0|2021-12-16|272.0|0|272.0|0|5.0|0|0.0|100
0|2021-12-17|273.0|0|273.0|0|5.0|0|0.0|100
0|2021-12-18|273.0|0|273.0|0|5.0|0|0.0|100
0|2021-12-19|273.0|0|273.0|0|5.0|0|0.0|100
0|2021-12-20|274.0|0|274.0|0|5.0|0|0.0|100
0|2021-12-21|275.0|0|275.0|0|5.0|0|0.0|100
0|2021-12-22|276.0|0|276.0|0|5.0|0|0.0|100
0|2021-12-23|277.0|0|277.0|0|5.0|0|0.0|100
0|2021-12-24|283.0|0|283.0|0|5.0|0|0.0|100
0|2021-12-25|283.0|0|283.0|0|5.0|0|0.0|100
0|2021-12-26|283.0|0|283.0|0|5.0|0|0.0|100
0|2021-12-27|282.0|0|282.0|0|5.0|0|0.0|100
0|2021-12-28|284.0|0|284.0|0|6.0|0|0.0|100
0|2021-12-29|284.0|0|284.0|0|6.0|0|0.0|100
0|2021-12-30|286.0|0|286.0|0|6.0|0|0.0|100
0|2021-12-31|288.0|0|288.0|0|6.0|0|0.0|100
0|2022-01-01|288.0|0|288.0|0|6.0|0|0.0|100
0|2022-01-02|288.0|0|288.0|0|6.0|0|0.0|100
