|dates|Sandusky_Ohio_UnitedStates.BLS_EmployedPopulation.data|Sandusky_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Sandusky_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Sandusky_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Sandusky_Ohio_UnitedStates.BLS_UnemploymentRate.data|Sandusky_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Sandusky_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Sandusky_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-08|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-09|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-10|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-11|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-12|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-13|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-14|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-15|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-16|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-17|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-18|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-19|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-20|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-21|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-22|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-23|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-24|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-25|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-26|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-27|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-28|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-29|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-11-30|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-01|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-02|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-03|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-04|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-05|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-06|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-07|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-08|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-09|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-10|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-11|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-12|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-13|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-14|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-15|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-16|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-17|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-18|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-19|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-20|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-21|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-22|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-23|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-24|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-25|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-26|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-27|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-28|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-29|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-30|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2021-12-31|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-01|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-02|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-03|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-04|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-05|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-06|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-07|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-08|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-09|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-10|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-11|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-12|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-13|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-14|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-15|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-16|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
0|2022-01-17|26567.0|0|2064.0|0|7.208969299011561|0|28631.0|0
