|dates|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.data|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hunt_Texas_UnitedStates.NYT_ConfirmedCases.data|Hunt_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10776.0|0|10776.0|0|280.0|0|0.0|100
0|2021-10-18|10797.0|0|10797.0|0|280.0|0|0.0|100
0|2021-10-19|10822.0|0|10822.0|0|282.0|0|0.0|100
0|2021-10-20|10830.0|0|10830.0|0|283.0|0|0.0|100
0|2021-10-21|10845.0|0|10845.0|0|283.0|0|0.0|100
0|2021-10-22|10859.0|0|10859.0|0|283.0|0|0.0|100
0|2021-10-23|10879.0|0|10879.0|0|288.0|0|0.0|100
0|2021-10-24|10893.0|0|10893.0|0|288.0|0|0.0|100
0|2021-10-25|10906.0|0|10906.0|0|288.0|0|0.0|100
0|2021-10-26|10924.0|0|10924.0|0|289.0|0|0.0|100
0|2021-10-27|10933.0|0|10933.0|0|290.0|0|0.0|100
0|2021-10-28|10939.0|0|10939.0|0|293.0|0|0.0|100
0|2021-10-29|10951.0|0|10951.0|0|296.0|0|0.0|100
0|2021-10-30|10960.0|0|10960.0|0|296.0|0|0.0|100
0|2021-10-31|10965.0|0|10965.0|0|296.0|0|0.0|100
0|2021-11-01|10973.0|0|10973.0|0|296.0|0|0.0|100
0|2021-11-02|10983.0|0|10983.0|0|297.0|0|0.0|100
0|2021-11-03|10986.0|0|10986.0|0|299.0|0|0.0|100
0|2021-11-04|10987.0|0|10987.0|0|300.0|0|0.0|100
0|2021-11-05|10993.0|0|10993.0|0|300.0|0|0.0|100
0|2021-11-06|10997.0|0|10997.0|0|300.0|0|0.0|100
0|2021-11-07|11003.0|0|11003.0|0|300.0|0|0.0|100
0|2021-11-08|11008.0|0|11008.0|0|300.0|0|0.0|100
0|2021-11-09|11010.0|0|11010.0|0|300.0|0|0.0|100
0|2021-11-10|11010.0|0|11010.0|0|300.0|0|0.0|100
0|2021-11-11|11024.0|0|11024.0|0|303.0|0|0.0|100
0|2021-11-12|11037.0|0|11037.0|0|308.0|0|0.0|100
0|2021-11-13|11044.0|0|11044.0|0|309.0|0|0.0|100
0|2021-11-14|11044.0|0|11044.0|0|309.0|0|0.0|100
0|2021-11-15|11044.0|0|11044.0|0|309.0|0|0.0|100
0|2021-11-16|11044.0|0|11044.0|0|309.0|0|0.0|100
0|2021-11-17|11044.0|0|11044.0|0|310.0|0|0.0|100
0|2021-11-18|11062.0|0|11062.0|0|310.0|0|0.0|100
0|2021-11-19|11062.0|0|11062.0|0|310.0|0|0.0|100
0|2021-11-20|11062.0|0|11062.0|0|310.0|0|0.0|100
0|2021-11-21|11062.0|0|11062.0|0|311.0|0|0.0|100
0|2021-11-22|11072.0|0|11072.0|0|311.0|0|0.0|100
0|2021-11-23|11090.0|0|11090.0|0|312.0|0|0.0|100
0|2021-11-24|11095.0|0|11095.0|0|312.0|0|0.0|100
0|2021-11-25|11095.0|0|11095.0|0|312.0|0|0.0|100
0|2021-11-26|11095.0|0|11095.0|0|312.0|0|0.0|100
0|2021-11-27|11095.0|0|11095.0|0|312.0|0|0.0|100
0|2021-11-28|11095.0|0|11095.0|0|312.0|0|0.0|100
0|2021-11-29|11133.0|0|11133.0|0|312.0|0|0.0|100
0|2021-11-30|11144.0|0|11144.0|0|312.0|0|0.0|100
0|2021-12-01|11152.0|0|11152.0|0|312.0|0|0.0|100
0|2021-12-02|11156.0|0|11156.0|0|312.0|0|0.0|100
0|2021-12-03|11166.0|0|11166.0|0|312.0|0|0.0|100
0|2021-12-04|11175.0|0|11175.0|0|312.0|0|0.0|100
0|2021-12-05|11182.0|0|11182.0|0|312.0|0|0.0|100
0|2021-12-06|11196.0|0|11196.0|0|312.0|0|0.0|100
0|2021-12-07|11208.0|0|11208.0|0|312.0|0|0.0|100
0|2021-12-08|11215.0|0|11215.0|0|312.0|0|0.0|100
0|2021-12-09|11222.0|0|11222.0|0|312.0|0|0.0|100
0|2021-12-10|11259.0|0|11259.0|0|312.0|0|0.0|100
0|2021-12-11|11266.0|0|11266.0|0|312.0|0|0.0|100
0|2021-12-12|11270.0|0|11270.0|0|312.0|0|0.0|100
0|2021-12-13|11280.0|0|11280.0|0|312.0|0|0.0|100
0|2021-12-14|11280.0|0|11295.0|0|312.0|0|0.0|100
0|2021-12-15|11304.0|0|11304.0|0|312.0|0|0.0|100
0|2021-12-16|11311.0|0|11311.0|0|312.0|0|0.0|100
0|2021-12-17|11317.0|0|11317.0|0|312.0|0|0.0|100
0|2021-12-18|11327.0|0|11327.0|0|312.0|0|0.0|100
0|2021-12-19|11339.0|0|11339.0|0|314.0|0|0.0|100
0|2021-12-20|11354.0|0|11354.0|0|314.0|0|0.0|100
0|2021-12-21|11439.0|0|11439.0|0|314.0|0|0.0|100
0|2021-12-22|11442.0|0|11442.0|0|315.0|0|0.0|100
0|2021-12-23|11454.0|0|11454.0|0|315.0|0|0.0|100
0|2021-12-24|11454.0|0|11454.0|0|315.0|0|0.0|100
0|2021-12-25|11454.0|0|11454.0|0|315.0|0|0.0|100
0|2021-12-26|11454.0|0|11454.0|0|315.0|0|0.0|100
