|dates|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.data|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hunt_Texas_UnitedStates.NYT_ConfirmedCases.data|Hunt_Texas_UnitedStates.NYT_ConfirmedCases.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|11507.0|0|11507.0|0|315.0|0|0.0|100
0|2021-12-28|11530.0|0|11530.0|0|316.0|0|0.0|100
0|2021-12-29|11537.0|0|11537.0|0|316.0|0|0.0|100
0|2021-12-30|11567.0|0|11567.0|0|317.0|0|0.0|100
0|2021-12-31|11567.0|0|11567.0|0|317.0|0|0.0|100
0|2022-01-01|11567.0|0|11567.0|0|317.0|0|0.0|100
0|2022-01-02|11567.0|0|11567.0|0|317.0|0|0.0|100
0|2022-01-03|11917.0|0|11917.0|0|317.0|0|0.0|100
0|2022-01-04|12033.0|0|12033.0|0|317.0|0|0.0|100
0|2022-01-05|12137.0|0|12137.0|0|318.0|0|0.0|100
0|2022-01-06|12293.0|0|12293.0|0|319.0|0|0.0|100
0|2022-01-07|12374.0|0|12374.0|0|319.0|0|0.0|100
0|2022-01-08|12456.0|0|12456.0|0|319.0|0|0.0|100
0|2022-01-09|12541.0|0|12541.0|0|319.0|0|0.0|100
0|2022-01-10|12658.0|0|12658.0|0|319.0|0|0.0|100
0|2022-01-11|12766.0|0|12766.0|0|320.0|0|0.0|100
0|2022-01-12|12991.0|0|12991.0|0|320.0|0|0.0|100
0|2022-01-13|12991.0|0|13162.0|0|320.0|0|0.0|100
0|2022-01-14|13162.0|0|12861.0|0|320.0|0|0.0|100
0|2022-01-15|13162.0|0|13065.0|0|320.0|0|0.0|100
0|2022-01-16|13172.0|0|13172.0|0|322.0|0|0.0|100
0|2022-01-17|13402.0|0|0.0|100|322.0|0|0.0|100
