|dates|Huron_Ohio_UnitedStates.JHU_ConfirmedCases.data|Huron_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Huron_Ohio_UnitedStates.NYT_ConfirmedCases.data|Huron_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Huron_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Huron_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Huron_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Huron_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|12110.0|0|12110.0|0|179.0|0|0.0|100
0|2022-01-08|12217.0|0|12217.0|0|179.0|0|0.0|100
0|2022-01-09|12298.0|0|12298.0|0|179.0|0|0.0|100
0|2022-01-10|12408.0|0|12408.0|0|179.0|0|0.0|100
0|2022-01-11|12505.0|0|12505.0|0|179.0|0|0.0|100
0|2022-01-12|12686.0|0|12686.0|0|179.0|0|0.0|100
0|2022-01-13|12686.0|0|12763.0|0|179.0|0|0.0|100
0|2022-01-14|13030.0|0|13030.0|0|182.0|0|0.0|100
0|2022-01-15|13238.0|0|13238.0|0|182.0|0|0.0|100
0|2022-01-16|13341.0|0|13341.0|0|182.0|0|0.0|100
0|2022-01-17|13399.0|0|0.0|100|182.0|0|0.0|100
