|dates|Sonoma_California_UnitedStates.JHU_ConfirmedCases.data|Sonoma_California_UnitedStates.JHU_ConfirmedCases.missing|Sonoma_California_UnitedStates.NYT_ConfirmedCases.data|Sonoma_California_UnitedStates.NYT_ConfirmedCases.missing|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.data|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|40825.0|0|40711.0|0|392.0|0|0.0|100
0|2021-10-18|40869.0|0|40822.0|0|392.0|0|0.0|100
0|2021-10-19|40903.0|0|40865.0|0|402.0|0|0.0|100
0|2021-10-20|40928.0|0|40895.0|0|402.0|0|0.0|100
0|2021-10-21|41000.0|0|40925.0|0|402.0|0|0.0|100
0|2021-10-22|41001.0|0|40997.0|0|404.0|0|0.0|100
0|2021-10-23|41002.0|0|40997.0|0|404.0|0|0.0|100
0|2021-10-24|41002.0|0|40997.0|0|404.0|0|0.0|100
0|2021-10-25|41272.0|0|40997.0|0|404.0|0|0.0|100
0|2021-10-26|41322.0|0|41267.0|0|404.0|0|0.0|100
0|2021-10-27|41359.0|0|41315.0|0|404.0|0|0.0|100
0|2021-10-28|41454.0|0|41358.0|0|404.0|0|0.0|100
0|2021-10-29|41456.0|0|41453.0|0|406.0|0|0.0|100
0|2021-10-30|41456.0|0|41453.0|0|406.0|0|0.0|100
0|2021-10-31|41715.0|0|41453.0|0|406.0|0|0.0|100
0|2021-11-01|41767.0|0|41712.0|0|406.0|0|0.0|100
0|2021-11-02|41821.0|0|41763.0|0|406.0|0|0.0|100
0|2021-11-03|41859.0|0|41817.0|0|408.0|0|0.0|100
0|2021-11-04|41931.0|0|41859.0|0|408.0|0|0.0|100
0|2021-11-05|41931.0|0|41931.0|0|408.0|0|0.0|100
0|2021-11-06|41931.0|0|41931.0|0|408.0|0|0.0|100
0|2021-11-07|41931.0|0|41931.0|0|408.0|0|0.0|100
0|2021-11-08|42163.0|0|42163.0|0|408.0|0|0.0|100
0|2021-11-09|42202.0|0|42202.0|0|408.0|0|0.0|100
0|2021-11-10|42260.0|0|42260.0|0|410.0|0|0.0|100
0|2021-11-11|42314.0|0|42314.0|0|410.0|0|0.0|100
0|2021-11-12|42314.0|0|42314.0|0|410.0|0|0.0|100
0|2021-11-13|42422.0|0|42422.0|0|410.0|0|0.0|100
0|2021-11-14|42422.0|0|42422.0|0|410.0|0|0.0|100
0|2021-11-15|42514.0|0|42514.0|0|410.0|0|0.0|100
0|2021-11-16|42561.0|0|42561.0|0|410.0|0|0.0|100
0|2021-11-17|42596.0|0|42596.0|0|410.0|0|0.0|100
0|2021-11-18|42637.0|0|42637.0|0|412.0|0|0.0|100
0|2021-11-19|42695.0|0|42695.0|0|412.0|0|0.0|100
0|2021-11-20|42695.0|0|42695.0|0|412.0|0|0.0|100
0|2021-11-21|42695.0|0|42695.0|0|412.0|0|0.0|100
0|2021-11-22|42842.0|0|42842.0|0|412.0|0|0.0|100
0|2021-11-23|42888.0|0|42888.0|0|412.0|0|0.0|100
0|2021-11-24|42912.0|0|42912.0|0|412.0|0|0.0|100
0|2021-11-25|42912.0|0|42912.0|0|412.0|0|0.0|100
0|2021-11-26|42912.0|0|42912.0|0|412.0|0|0.0|100
0|2021-11-27|42912.0|0|42912.0|0|412.0|0|0.0|100
0|2021-11-28|42912.0|0|42912.0|0|412.0|0|0.0|100
0|2021-11-29|43127.0|0|43127.0|0|412.0|0|0.0|100
0|2021-11-30|43168.0|0|43168.0|0|412.0|0|0.0|100
0|2021-12-01|43207.0|0|43207.0|0|412.0|0|0.0|100
0|2021-12-02|43284.0|0|43284.0|0|412.0|0|0.0|100
0|2021-12-03|43349.0|0|43349.0|0|414.0|0|0.0|100
0|2021-12-04|43349.0|0|43349.0|0|414.0|0|0.0|100
0|2021-12-05|43349.0|0|43349.0|0|414.0|0|0.0|100
0|2021-12-06|43609.0|0|43609.0|0|414.0|0|0.0|100
0|2021-12-07|43609.0|0|43685.0|0|414.0|0|0.0|100
0|2021-12-08|43725.0|0|43725.0|0|414.0|0|0.0|100
0|2021-12-09|43763.0|0|43763.0|0|414.0|0|0.0|100
0|2021-12-10|43811.0|0|43811.0|0|414.0|0|0.0|100
0|2021-12-11|43811.0|0|43811.0|0|416.0|0|0.0|100
0|2021-12-12|43811.0|0|43811.0|0|416.0|0|0.0|100
0|2021-12-13|44008.0|0|44008.0|0|416.0|0|0.0|100
0|2021-12-14|44008.0|0|44076.0|0|416.0|0|0.0|100
0|2021-12-15|44122.0|0|44122.0|0|416.0|0|0.0|100
0|2021-12-16|44181.0|0|44181.0|0|416.0|0|0.0|100
0|2021-12-17|44259.0|0|44259.0|0|416.0|0|0.0|100
0|2021-12-18|44259.0|0|44259.0|0|416.0|0|0.0|100
0|2021-12-19|44259.0|0|44259.0|0|416.0|0|0.0|100
0|2021-12-20|44545.0|0|44545.0|0|416.0|0|0.0|100
0|2021-12-21|44583.0|0|44583.0|0|416.0|0|0.0|100
0|2021-12-22|44652.0|0|44652.0|0|416.0|0|0.0|100
0|2021-12-23|44824.0|0|44824.0|0|416.0|0|0.0|100
0|2021-12-24|44981.0|0|44981.0|0|418.0|0|0.0|100
0|2021-12-25|44981.0|0|44981.0|0|418.0|0|0.0|100
0|2021-12-26|44981.0|0|44981.0|0|418.0|0|0.0|100
0|2021-12-27|44981.0|0|44981.0|0|418.0|0|0.0|100
0|2021-12-28|45613.0|0|45613.0|0|418.0|0|0.0|100
0|2021-12-29|45709.0|0|45709.0|0|418.0|0|0.0|100
0|2021-12-30|46118.0|0|46118.0|0|418.0|0|0.0|100
0|2021-12-31|46679.0|0|46679.0|0|418.0|0|0.0|100
0|2022-01-01|46679.0|0|46679.0|0|418.0|0|0.0|100
0|2022-01-02|46679.0|0|46679.0|0|418.0|0|0.0|100
0|2022-01-03|46679.0|0|46679.0|0|418.0|0|0.0|100
0|2022-01-04|49030.0|0|49030.0|0|418.0|0|0.0|100
0|2022-01-05|49292.0|0|49292.0|0|418.0|0|0.0|100
0|2022-01-06|49868.0|0|49868.0|0|418.0|0|0.0|100
0|2022-01-07|50878.0|0|50878.0|0|419.0|0|0.0|100
0|2022-01-08|50878.0|0|50878.0|0|419.0|0|0.0|100
0|2022-01-09|50878.0|0|50878.0|0|421.0|0|0.0|100
0|2022-01-10|54291.0|0|54291.0|0|421.0|0|0.0|100
0|2022-01-11|55226.0|0|55226.0|0|421.0|0|0.0|100
0|2022-01-12|57381.0|0|56159.0|0|422.0|0|0.0|100
0|2022-01-13|57381.0|0|57381.0|0|422.0|0|0.0|100
0|2022-01-14|59168.0|0|59168.0|0|423.0|0|0.0|100
0|2022-01-15|59439.0|0|59439.0|0|426.0|0|0.0|100
0|2022-01-16|62026.0|0|60574.0|0|426.0|0|0.0|100
0|2022-01-17|62829.0|0|0.0|100|426.0|0|0.0|100
