|dates|Hinsdale_Colorado_UnitedStates.BLS_EmployedPopulation.data|Hinsdale_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Hinsdale_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Hinsdale_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Hinsdale_Colorado_UnitedStates.BLS_UnemploymentRate.data|Hinsdale_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Hinsdale_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Hinsdale_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-18|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-19|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-20|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-21|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-22|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-23|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-24|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-25|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-26|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-27|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-28|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-29|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-30|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-10-31|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-01|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-02|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-03|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-04|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-05|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-06|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-07|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-08|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-09|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-10|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-11|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-12|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-13|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-14|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-15|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-16|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-17|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-18|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-19|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-20|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-21|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-22|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-23|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-24|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-25|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-26|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-27|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-28|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-29|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-11-30|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-01|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-02|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-03|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-04|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-05|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-06|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-07|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-08|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-09|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-10|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-11|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-12|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-13|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-14|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-15|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-16|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-17|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-18|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-19|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-20|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-21|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-22|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-23|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-24|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-25|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-26|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-27|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-28|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-29|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-30|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2021-12-31|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2022-01-01|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2022-01-02|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2022-01-03|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2022-01-04|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2022-01-05|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
0|2022-01-06|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
