|dates|Franklin_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Franklin_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Franklin_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|310.0|0|310.0|0|4.0|0|0.0|100
0|2021-10-18|313.0|0|313.0|0|4.0|0|0.0|100
0|2021-10-19|314.0|0|314.0|0|4.0|0|0.0|100
0|2021-10-20|314.0|0|314.0|0|4.0|0|0.0|100
0|2021-10-21|316.0|0|316.0|0|4.0|0|0.0|100
0|2021-10-22|316.0|0|316.0|0|4.0|0|0.0|100
0|2021-10-23|316.0|0|316.0|0|4.0|0|0.0|100
0|2021-10-24|316.0|0|316.0|0|4.0|0|0.0|100
0|2021-10-25|316.0|0|316.0|0|4.0|0|0.0|100
0|2021-10-26|316.0|0|316.0|0|4.0|0|0.0|100
0|2021-10-27|320.0|0|320.0|0|4.0|0|0.0|100
0|2021-10-28|320.0|0|320.0|0|4.0|0|0.0|100
0|2021-10-29|320.0|0|320.0|0|4.0|0|0.0|100
0|2021-10-30|320.0|0|320.0|0|4.0|0|0.0|100
0|2021-10-31|320.0|0|321.0|0|4.0|0|0.0|100
0|2021-11-01|320.0|0|321.0|0|4.0|0|0.0|100
0|2021-11-02|320.0|0|321.0|0|4.0|0|0.0|100
0|2021-11-03|322.0|0|322.0|0|4.0|0|0.0|100
0|2021-11-04|322.0|0|322.0|0|4.0|0|0.0|100
0|2021-11-05|322.0|0|322.0|0|4.0|0|0.0|100
0|2021-11-06|322.0|0|322.0|0|4.0|0|0.0|100
0|2021-11-07|322.0|0|322.0|0|4.0|0|0.0|100
0|2021-11-08|325.0|0|325.0|0|4.0|0|0.0|100
0|2021-11-09|325.0|0|325.0|0|4.0|0|0.0|100
0|2021-11-10|325.0|0|325.0|0|4.0|0|0.0|100
0|2021-11-11|327.0|0|327.0|0|4.0|0|0.0|100
0|2021-11-12|328.0|0|328.0|0|4.0|0|0.0|100
0|2021-11-13|328.0|0|328.0|0|4.0|0|0.0|100
0|2021-11-14|328.0|0|328.0|0|4.0|0|0.0|100
0|2021-11-15|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-16|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-17|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-18|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-19|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-20|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-21|330.0|0|330.0|0|4.0|0|0.0|100
0|2021-11-22|331.0|0|331.0|0|4.0|0|0.0|100
0|2021-11-23|335.0|0|335.0|0|4.0|0|0.0|100
0|2021-11-24|336.0|0|336.0|0|4.0|0|0.0|100
0|2021-11-25|336.0|0|336.0|0|4.0|0|0.0|100
0|2021-11-26|336.0|0|336.0|0|4.0|0|0.0|100
0|2021-11-27|336.0|0|336.0|0|4.0|0|0.0|100
0|2021-11-28|336.0|0|336.0|0|4.0|0|0.0|100
0|2021-11-29|340.0|0|340.0|0|4.0|0|0.0|100
0|2021-11-30|341.0|0|341.0|0|4.0|0|0.0|100
0|2021-12-01|342.0|0|342.0|0|4.0|0|0.0|100
0|2021-12-02|342.0|0|342.0|0|4.0|0|0.0|100
0|2021-12-03|342.0|0|342.0|0|4.0|0|0.0|100
0|2021-12-04|342.0|0|342.0|0|4.0|0|0.0|100
0|2021-12-05|342.0|0|342.0|0|4.0|0|0.0|100
0|2021-12-06|345.0|0|345.0|0|4.0|0|0.0|100
0|2021-12-07|347.0|0|347.0|0|4.0|0|0.0|100
0|2021-12-08|348.0|0|348.0|0|4.0|0|0.0|100
0|2021-12-09|352.0|0|352.0|0|4.0|0|0.0|100
0|2021-12-10|352.0|0|352.0|0|4.0|0|0.0|100
0|2021-12-11|352.0|0|352.0|0|4.0|0|0.0|100
