|dates|Jefferson_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Jefferson_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Jefferson_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Jefferson_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Jefferson_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Jefferson_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Jefferson_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Jefferson_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-13|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-14|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-15|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-16|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-17|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-18|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-19|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-20|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-21|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-22|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-23|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-24|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-25|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-26|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-27|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-28|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-29|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-11-30|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-01|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-02|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-03|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-04|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-05|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-06|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-07|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-08|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-09|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-10|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-11|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-12|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-13|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-14|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-15|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-16|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-17|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-18|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-19|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-20|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-21|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-22|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-23|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-24|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-25|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-26|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-27|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-28|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-29|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-30|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2021-12-31|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-01|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-02|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-03|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-04|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-05|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-06|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-07|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-08|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-09|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-10|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-11|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-12|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-13|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-14|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-15|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-16|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
0|2022-01-17|371819.0|0|14603.0|0|3.779029144303378|0|386422.0|0
