|dates|Hancock_Maine_UnitedStates.JHU_ConfirmedCases.data|Hancock_Maine_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Maine_UnitedStates.NYT_ConfirmedCases.data|Hancock_Maine_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2591.0|0|2591.0|0|47.0|0|0.0|100
0|2021-10-18|2591.0|0|2591.0|0|47.0|0|0.0|100
0|2021-10-19|2629.0|0|2629.0|0|47.0|0|0.0|100
0|2021-10-20|2667.0|0|2667.0|0|47.0|0|0.0|100
0|2021-10-21|2678.0|0|2678.0|0|47.0|0|0.0|100
0|2021-10-22|2701.0|0|2701.0|0|48.0|0|0.0|100
0|2021-10-23|2725.0|0|2725.0|0|48.0|0|0.0|100
0|2021-10-24|2725.0|0|2725.0|0|48.0|0|0.0|100
0|2021-10-25|2725.0|0|2725.0|0|48.0|0|0.0|100
0|2021-10-26|2753.0|0|2753.0|0|49.0|0|0.0|100
0|2021-10-27|2797.0|0|2797.0|0|49.0|0|0.0|100
0|2021-10-28|2828.0|0|2828.0|0|50.0|0|0.0|100
0|2021-10-29|2851.0|0|2851.0|0|50.0|0|0.0|100
0|2021-10-30|2884.0|0|2884.0|0|50.0|0|0.0|100
0|2021-10-31|2884.0|0|2884.0|0|50.0|0|0.0|100
0|2021-11-01|2884.0|0|2884.0|0|50.0|0|0.0|100
0|2021-11-02|2912.0|0|2912.0|0|50.0|0|0.0|100
0|2021-11-03|2959.0|0|2959.0|0|50.0|0|0.0|100
0|2021-11-04|3028.0|0|3028.0|0|50.0|0|0.0|100
0|2021-11-05|3050.0|0|3050.0|0|50.0|0|0.0|100
0|2021-11-06|3070.0|0|3070.0|0|50.0|0|0.0|100
0|2021-11-07|3070.0|0|3070.0|0|50.0|0|0.0|100
0|2021-11-08|3070.0|0|3070.0|0|50.0|0|0.0|100
0|2021-11-09|3135.0|0|3135.0|0|50.0|0|0.0|100
0|2021-11-10|3135.0|0|3158.0|0|50.0|0|0.0|100
0|2021-11-11|3196.0|0|3196.0|0|52.0|0|0.0|100
0|2021-11-12|3196.0|0|3196.0|0|52.0|0|0.0|100
0|2021-11-13|3224.0|0|3224.0|0|52.0|0|0.0|100
0|2021-11-14|3224.0|0|3224.0|0|52.0|0|0.0|100
0|2021-11-15|3224.0|0|3224.0|0|52.0|0|0.0|100
0|2021-11-16|3254.0|0|3254.0|0|52.0|0|0.0|100
0|2021-11-17|3301.0|0|3301.0|0|52.0|0|0.0|100
0|2021-11-18|3347.0|0|3347.0|0|53.0|0|0.0|100
0|2021-11-19|3406.0|0|3406.0|0|53.0|0|0.0|100
0|2021-11-20|3440.0|0|3440.0|0|53.0|0|0.0|100
0|2021-11-21|3440.0|0|3440.0|0|53.0|0|0.0|100
0|2021-11-22|3440.0|0|3440.0|0|53.0|0|0.0|100
0|2021-11-23|3461.0|0|3461.0|0|54.0|0|0.0|100
0|2021-11-24|3492.0|0|3492.0|0|54.0|0|0.0|100
0|2021-11-25|3510.0|0|3510.0|0|54.0|0|0.0|100
0|2021-11-26|3510.0|0|3510.0|0|54.0|0|0.0|100
0|2021-11-27|3510.0|0|3510.0|0|54.0|0|0.0|100
0|2021-11-28|3510.0|0|3510.0|0|54.0|0|0.0|100
0|2021-11-29|3541.0|0|3541.0|0|54.0|0|0.0|100
0|2021-11-30|3543.0|0|3543.0|0|54.0|0|0.0|100
0|2021-12-01|3583.0|0|3583.0|0|54.0|0|0.0|100
0|2021-12-02|3583.0|0|3600.0|0|54.0|0|0.0|100
0|2021-12-03|3623.0|0|3623.0|0|55.0|0|0.0|100
0|2021-12-04|3727.0|0|3727.0|0|55.0|0|0.0|100
0|2021-12-05|3727.0|0|3727.0|0|55.0|0|0.0|100
0|2021-12-06|3727.0|0|3727.0|0|55.0|0|0.0|100
0|2021-12-07|3745.0|0|3745.0|0|55.0|0|0.0|100
0|2021-12-08|3756.0|0|3756.0|0|56.0|0|0.0|100
0|2021-12-09|3771.0|0|3771.0|0|56.0|0|0.0|100
0|2021-12-10|3845.0|0|3845.0|0|56.0|0|0.0|100
0|2021-12-11|3873.0|0|3873.0|0|56.0|0|0.0|100
0|2021-12-12|3873.0|0|3873.0|0|56.0|0|0.0|100
0|2021-12-13|3873.0|0|3873.0|0|56.0|0|0.0|100
0|2021-12-14|3873.0|0|3936.0|0|56.0|0|0.0|100
0|2021-12-15|4001.0|0|4001.0|0|56.0|0|0.0|100
0|2021-12-16|4020.0|0|4020.0|0|60.0|0|0.0|100
0|2021-12-17|4037.0|0|4037.0|0|61.0|0|0.0|100
0|2021-12-18|4101.0|0|4101.0|0|61.0|0|0.0|100
0|2021-12-19|4101.0|0|4101.0|0|61.0|0|0.0|100
0|2021-12-20|4101.0|0|4101.0|0|61.0|0|0.0|100
0|2021-12-21|4172.0|0|4172.0|0|62.0|0|0.0|100
0|2021-12-22|4185.0|0|4185.0|0|63.0|0|0.0|100
0|2021-12-23|4198.0|0|4198.0|0|63.0|0|0.0|100
0|2021-12-24|4234.0|0|4234.0|0|63.0|0|0.0|100
0|2021-12-25|4234.0|0|4234.0|0|63.0|0|0.0|100
0|2021-12-26|4234.0|0|4234.0|0|63.0|0|0.0|100
0|2021-12-27|4234.0|0|4234.0|0|63.0|0|0.0|100
0|2021-12-28|4304.0|0|4304.0|0|63.0|0|0.0|100
0|2021-12-29|4373.0|0|4373.0|0|64.0|0|0.0|100
0|2021-12-30|4443.0|0|4443.0|0|64.0|0|0.0|100
0|2021-12-31|4456.0|0|4456.0|0|64.0|0|0.0|100
0|2022-01-01|4456.0|0|4456.0|0|64.0|0|0.0|100
