|dates|Hancock_Maine_UnitedStates.JHU_ConfirmedCases.data|Hancock_Maine_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Maine_UnitedStates.NYT_ConfirmedCases.data|Hancock_Maine_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|4456.0|0|4456.0|0|64.0|0|0.0|100
0|2022-01-03|4456.0|0|4456.0|0|64.0|0|0.0|100
0|2022-01-04|4496.0|0|4496.0|0|65.0|0|0.0|100
0|2022-01-05|4508.0|0|4508.0|0|65.0|0|0.0|100
0|2022-01-06|4547.0|0|4547.0|0|65.0|0|0.0|100
0|2022-01-07|4577.0|0|4577.0|0|66.0|0|0.0|100
0|2022-01-08|4606.0|0|4606.0|0|66.0|0|0.0|100
0|2022-01-09|4606.0|0|4606.0|0|66.0|0|0.0|100
0|2022-01-10|4606.0|0|4606.0|0|66.0|0|0.0|100
0|2022-01-11|4681.0|0|4681.0|0|67.0|0|0.0|100
0|2022-01-12|4717.0|0|4717.0|0|67.0|0|0.0|100
0|2022-01-13|4717.0|0|4768.0|0|67.0|0|0.0|100
0|2022-01-14|4778.0|0|4778.0|0|68.0|0|0.0|100
0|2022-01-15|4805.0|0|4805.0|0|68.0|0|0.0|100
0|2022-01-16|4805.0|0|4805.0|0|68.0|0|0.0|100
0|2022-01-17|4805.0|0|0.0|100|68.0|0|0.0|100
