|dates|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Bucks_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Bucks_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Bucks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|75036.0|0|75036.0|0|1448.0|0|0.0|100
0|2021-11-11|75231.0|0|75231.0|0|1450.0|0|0.0|100
0|2021-11-12|75366.0|0|75366.0|0|1450.0|0|0.0|100
0|2021-11-13|76115.0|0|76115.0|0|1451.0|0|0.0|100
0|2021-11-14|76251.0|0|76251.0|0|1454.0|0|0.0|100
0|2021-11-15|76364.0|0|76364.0|0|1454.0|0|0.0|100
0|2021-11-16|76506.0|0|76506.0|0|1454.0|0|0.0|100
0|2021-11-17|76698.0|0|76698.0|0|1460.0|0|0.0|100
0|2021-11-18|76934.0|0|76934.0|0|1463.0|0|0.0|100
0|2021-11-19|77104.0|0|77104.0|0|1466.0|0|0.0|100
0|2021-11-20|77278.0|0|77278.0|0|1467.0|0|0.0|100
0|2021-11-21|77424.0|0|77424.0|0|1467.0|0|0.0|100
0|2021-11-22|77574.0|0|77574.0|0|1467.0|0|0.0|100
0|2021-11-23|77767.0|0|77767.0|0|1468.0|0|0.0|100
0|2021-11-24|77964.0|0|77964.0|0|1474.0|0|0.0|100
0|2021-11-25|78182.0|0|78182.0|0|1476.0|0|0.0|100
0|2021-11-26|78361.0|0|78361.0|0|1476.0|0|0.0|100
0|2021-11-27|78514.0|0|78514.0|0|1476.0|0|0.0|100
0|2021-11-28|78639.0|0|78639.0|0|1477.0|0|0.0|100
0|2021-11-29|78779.0|0|78779.0|0|1478.0|0|0.0|100
0|2021-11-30|78969.0|0|78969.0|0|1481.0|0|0.0|100
0|2021-12-01|79277.0|0|79277.0|0|1482.0|0|0.0|100
0|2021-12-02|79563.0|0|79563.0|0|1485.0|0|0.0|100
0|2021-12-03|79888.0|0|79888.0|0|1488.0|0|0.0|100
0|2021-12-04|80216.0|0|80216.0|0|1490.0|0|0.0|100
0|2021-12-05|80414.0|0|80414.0|0|1491.0|0|0.0|100
0|2021-12-06|80546.0|0|80546.0|0|1491.0|0|0.0|100
0|2021-12-07|80844.0|0|80844.0|0|1494.0|0|0.0|100
0|2021-12-08|81196.0|0|81196.0|0|1495.0|0|0.0|100
0|2021-12-09|81450.0|0|81450.0|0|1497.0|0|0.0|100
0|2021-12-10|81974.0|0|81974.0|0|1499.0|0|0.0|100
0|2021-12-11|82569.0|0|82569.0|0|1504.0|0|0.0|100
0|2021-12-12|82917.0|0|82917.0|0|1504.0|0|0.0|100
0|2021-12-13|83124.0|0|83124.0|0|1504.0|0|0.0|100
0|2021-12-14|83124.0|0|83414.0|0|1504.0|0|0.0|100
0|2021-12-15|83735.0|0|83735.0|0|1512.0|0|0.0|100
0|2021-12-16|84083.0|0|84083.0|0|1514.0|0|0.0|100
0|2021-12-17|84459.0|0|84459.0|0|1516.0|0|0.0|100
0|2021-12-18|84914.0|0|84914.0|0|1519.0|0|0.0|100
0|2021-12-19|85199.0|0|85199.0|0|1521.0|0|0.0|100
0|2021-12-20|85396.0|0|85396.0|0|1521.0|0|0.0|100
0|2021-12-21|85758.0|0|85758.0|0|1525.0|0|0.0|100
0|2021-12-22|86158.0|0|86158.0|0|1528.0|0|0.0|100
0|2021-12-23|86640.0|0|86640.0|0|1530.0|0|0.0|100
0|2021-12-24|87121.0|0|87121.0|0|1532.0|0|0.0|100
0|2021-12-25|87802.0|0|87802.0|0|1532.0|0|0.0|100
0|2021-12-26|88143.0|0|88143.0|0|1532.0|0|0.0|100
0|2021-12-27|88402.0|0|88402.0|0|1533.0|0|0.0|100
0|2021-12-28|89334.0|0|89334.0|0|1537.0|0|0.0|100
0|2021-12-29|90050.0|0|90050.0|0|1546.0|0|0.0|100
0|2021-12-30|90889.0|0|90889.0|0|1552.0|0|0.0|100
0|2021-12-31|91995.0|0|91995.0|0|1553.0|0|0.0|100
0|2022-01-01|92854.0|0|92854.0|0|1554.0|0|0.0|100
0|2022-01-02|93942.0|0|93942.0|0|1554.0|0|0.0|100
0|2022-01-03|94912.0|0|94912.0|0|1556.0|0|0.0|100
0|2022-01-04|95825.0|0|95825.0|0|1564.0|0|0.0|100
0|2022-01-05|96801.0|0|96801.0|0|1566.0|0|0.0|100
0|2022-01-06|98415.0|0|98415.0|0|1574.0|0|0.0|100
0|2022-01-07|100744.0|0|100744.0|0|1575.0|0|0.0|100
0|2022-01-08|102042.0|0|102042.0|0|1582.0|0|0.0|100
0|2022-01-09|103196.0|0|103196.0|0|1583.0|0|0.0|100
0|2022-01-10|104758.0|0|104758.0|0|1583.0|0|0.0|100
0|2022-01-11|105763.0|0|105763.0|0|1594.0|0|0.0|100
0|2022-01-12|107249.0|0|107249.0|0|1599.0|0|0.0|100
0|2022-01-13|107249.0|0|108176.0|0|1599.0|0|0.0|100
0|2022-01-14|109215.0|0|109215.0|0|1613.0|0|0.0|100
0|2022-01-15|110048.0|0|110048.0|0|1622.0|0|0.0|100
0|2022-01-16|111624.0|0|111624.0|0|1622.0|0|0.0|100
0|2022-01-17|112097.0|0|0.0|100|1622.0|0|0.0|100
