|dates|Steele_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Steele_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Steele_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Steele_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Steele_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Steele_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Steele_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Steele_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-04|294.0|0|294.0|0|2.0|0|0.0|100
0|2021-12-05|294.0|0|294.0|0|2.0|0|0.0|100
0|2021-12-06|294.0|0|294.0|0|2.0|0|0.0|100
0|2021-12-07|294.0|0|294.0|0|2.0|0|0.0|100
0|2021-12-08|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-09|296.0|0|296.0|0|2.0|0|0.0|100
0|2021-12-10|296.0|0|296.0|0|2.0|0|0.0|100
0|2021-12-11|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-12|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-13|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-14|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-15|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-16|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-17|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-18|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-19|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-20|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-21|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-22|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-23|295.0|0|295.0|0|2.0|0|0.0|100
0|2021-12-24|297.0|0|297.0|0|2.0|0|0.0|100
0|2021-12-25|297.0|0|297.0|0|2.0|0|0.0|100
0|2021-12-26|297.0|0|297.0|0|2.0|0|0.0|100
0|2021-12-27|297.0|0|297.0|0|2.0|0|0.0|100
0|2021-12-28|298.0|0|298.0|0|2.0|0|0.0|100
0|2021-12-29|299.0|0|299.0|0|2.0|0|0.0|100
0|2021-12-30|301.0|0|301.0|0|2.0|0|0.0|100
0|2021-12-31|303.0|0|303.0|0|2.0|0|0.0|100
0|2022-01-01|303.0|0|303.0|0|2.0|0|0.0|100
0|2022-01-02|303.0|0|303.0|0|2.0|0|0.0|100
0|2022-01-03|305.0|0|305.0|0|2.0|0|0.0|100
0|2022-01-04|305.0|0|305.0|0|2.0|0|0.0|100
0|2022-01-05|308.0|0|308.0|0|2.0|0|0.0|100
0|2022-01-06|308.0|0|308.0|0|2.0|0|0.0|100
0|2022-01-07|308.0|0|308.0|0|2.0|0|0.0|100
0|2022-01-08|308.0|0|308.0|0|2.0|0|0.0|100
0|2022-01-09|309.0|0|309.0|0|2.0|0|0.0|100
0|2022-01-10|309.0|0|309.0|0|2.0|0|0.0|100
0|2022-01-11|313.0|0|313.0|0|2.0|0|0.0|100
0|2022-01-12|313.0|0|313.0|0|2.0|0|0.0|100
0|2022-01-13|313.0|0|319.0|0|2.0|0|0.0|100
0|2022-01-14|323.0|0|323.0|0|2.0|0|0.0|100
0|2022-01-15|324.0|0|324.0|0|2.0|0|0.0|100
0|2022-01-16|324.0|0|324.0|0|2.0|0|0.0|100
0|2022-01-17|325.0|0|0.0|100|2.0|0|0.0|100
