|dates|Clay_Missouri_UnitedStates.JHU_ConfirmedCases.data|Clay_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Clay_Missouri_UnitedStates.NYT_ConfirmedCases.data|Clay_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Clay_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14731.0|0|14731.0|0|214.0|0|0.0|100
0|2021-10-18|14743.0|0|14743.0|0|214.0|0|0.0|100
0|2021-10-19|14763.0|0|14763.0|0|215.0|0|0.0|100
0|2021-10-20|14790.0|0|14790.0|0|215.0|0|0.0|100
0|2021-10-21|14817.0|0|14817.0|0|215.0|0|0.0|100
0|2021-10-22|14847.0|0|14847.0|0|215.0|0|0.0|100
0|2021-10-23|14865.0|0|14865.0|0|215.0|0|0.0|100
0|2021-10-24|14879.0|0|14879.0|0|215.0|0|0.0|100
0|2021-10-25|14889.0|0|14889.0|0|215.0|0|0.0|100
0|2021-10-26|14917.0|0|14917.0|0|215.0|0|0.0|100
0|2021-10-27|14953.0|0|14953.0|0|216.0|0|0.0|100
0|2021-10-28|14988.0|0|14988.0|0|216.0|0|0.0|100
0|2021-10-29|15018.0|0|15018.0|0|217.0|0|0.0|100
0|2021-10-30|15034.0|0|15034.0|0|217.0|0|0.0|100
0|2021-10-31|15048.0|0|15048.0|0|217.0|0|0.0|100
0|2021-11-01|15056.0|0|15056.0|0|217.0|0|0.0|100
0|2021-11-02|15081.0|0|15081.0|0|223.0|0|0.0|100
0|2021-11-03|15115.0|0|15115.0|0|223.0|0|0.0|100
0|2021-11-04|15130.0|0|15130.0|0|223.0|0|0.0|100
0|2021-11-05|15151.0|0|15151.0|0|223.0|0|0.0|100
0|2021-11-06|15181.0|0|15181.0|0|223.0|0|0.0|100
0|2021-11-07|15191.0|0|15191.0|0|223.0|0|0.0|100
0|2021-11-08|15212.0|0|15212.0|0|223.0|0|0.0|100
0|2021-11-09|15247.0|0|15247.0|0|224.0|0|0.0|100
0|2021-11-10|15274.0|0|15274.0|0|224.0|0|0.0|100
0|2021-11-11|15274.0|0|15274.0|0|224.0|0|0.0|100
0|2021-11-12|15356.0|0|15356.0|0|224.0|0|0.0|100
0|2021-11-13|15409.0|0|15409.0|0|224.0|0|0.0|100
0|2021-11-14|15442.0|0|15442.0|0|224.0|0|0.0|100
0|2021-11-15|15464.0|0|15464.0|0|224.0|0|0.0|100
0|2021-11-16|15494.0|0|15494.0|0|225.0|0|0.0|100
0|2021-11-17|15535.0|0|15535.0|0|225.0|0|0.0|100
0|2021-11-18|15806.0|0|15806.0|0|227.0|0|0.0|100
0|2021-11-19|15845.0|0|15845.0|0|227.0|0|0.0|100
0|2021-11-20|15894.0|0|15894.0|0|227.0|0|0.0|100
0|2021-11-21|15927.0|0|15927.0|0|227.0|0|0.0|100
0|2021-11-22|15947.0|0|15947.0|0|225.0|0|0.0|100
0|2021-11-23|16007.0|0|16007.0|0|227.0|0|0.0|100
0|2021-11-24|16078.0|0|16078.0|0|227.0|0|0.0|100
0|2021-11-25|16078.0|0|16078.0|0|227.0|0|0.0|100
0|2021-11-26|16078.0|0|16078.0|0|227.0|0|0.0|100
0|2021-11-27|16078.0|0|16078.0|0|227.0|0|0.0|100
0|2021-11-28|16078.0|0|16078.0|0|227.0|0|0.0|100
0|2021-11-29|16275.0|0|16275.0|0|227.0|0|0.0|100
0|2021-11-30|16361.0|0|16361.0|0|228.0|0|0.0|100
0|2021-12-01|16452.0|0|16452.0|0|228.0|0|0.0|100
0|2021-12-02|16536.0|0|16536.0|0|259.0|0|0.0|100
0|2021-12-03|16536.0|0|16536.0|0|259.0|0|0.0|100
0|2021-12-04|16676.0|0|16676.0|0|258.0|0|0.0|100
0|2021-12-05|16750.0|0|16750.0|0|258.0|0|0.0|100
0|2021-12-06|16839.0|0|16839.0|0|258.0|0|0.0|100
0|2021-12-07|16903.0|0|16903.0|0|261.0|0|0.0|100
0|2021-12-08|17016.0|0|17016.0|0|262.0|0|0.0|100
0|2021-12-09|17104.0|0|17104.0|0|262.0|0|0.0|100
0|2021-12-10|17175.0|0|17175.0|0|262.0|0|0.0|100
0|2021-12-11|17250.0|0|17250.0|0|262.0|0|0.0|100
0|2021-12-12|17309.0|0|17309.0|0|262.0|0|0.0|100
0|2021-12-13|17338.0|0|17338.0|0|262.0|0|0.0|100
0|2021-12-14|17338.0|0|17410.0|0|262.0|0|0.0|100
0|2021-12-15|17506.0|0|17506.0|0|265.0|0|0.0|100
0|2021-12-16|17636.0|0|17636.0|0|265.0|0|0.0|100
0|2021-12-17|17730.0|0|17730.0|0|265.0|0|0.0|100
0|2021-12-18|17819.0|0|17819.0|0|265.0|0|0.0|100
0|2021-12-19|17849.0|0|17849.0|0|265.0|0|0.0|100
0|2021-12-20|17882.0|0|17882.0|0|265.0|0|0.0|100
0|2021-12-21|17975.0|0|17975.0|0|268.0|0|0.0|100
0|2021-12-22|18078.0|0|18078.0|0|268.0|0|0.0|100
0|2021-12-23|18233.0|0|18233.0|0|266.0|0|0.0|100
0|2021-12-24|18233.0|0|18233.0|0|266.0|0|0.0|100
0|2021-12-25|18233.0|0|18233.0|0|266.0|0|0.0|100
0|2021-12-26|18233.0|0|18233.0|0|266.0|0|0.0|100
0|2021-12-27|18426.0|0|18426.0|0|266.0|0|0.0|100
0|2021-12-28|18517.0|0|18517.0|0|273.0|0|0.0|100
0|2021-12-29|18659.0|0|18659.0|0|273.0|0|0.0|100
0|2021-12-30|18853.0|0|18853.0|0|274.0|0|0.0|100
0|2021-12-31|18853.0|0|18853.0|0|274.0|0|0.0|100
0|2022-01-01|18853.0|0|18853.0|0|274.0|0|0.0|100
0|2022-01-02|18853.0|0|18853.0|0|274.0|0|0.0|100
0|2022-01-03|18853.0|0|19373.0|0|274.0|0|0.0|100
0|2022-01-04|19549.0|0|19549.0|0|280.0|0|0.0|100
0|2022-01-05|19726.0|0|19726.0|0|280.0|0|0.0|100
0|2022-01-06|19984.0|0|19984.0|0|281.0|0|0.0|100
0|2022-01-07|20212.0|0|20212.0|0|281.0|0|0.0|100
0|2022-01-08|20491.0|0|20491.0|0|281.0|0|0.0|100
0|2022-01-09|20559.0|0|20559.0|0|281.0|0|0.0|100
